field,foul,fop,home_lat,home_lon
USA - Unionville Seabawing High School,"-83.46441950000001,43.6938966,0 -83.463285,43.6939237,0 -83.4633011,43.6940478,0 -83.46419160000001,43.6940187,0 -83.4641969,43.6940071,0 -83.4642935,43.6940052,0 -83.46429879999999,43.6940226,0 -83.464331,43.6940187,0 -83.4643981,43.6940207,0 -83.4644732,43.6940168,0 -83.4645134,43.6940013,0 -83.46455899999999,43.6939586,0 -83.46457239999999,43.6939315,0 -83.4645751,43.6939024,0 -83.4645751,43.6938733,0 -83.4645751,43.6938112,0 -83.4645644,43.6938112,0 -83.4645644,43.6937298,0 -83.4645778,43.6937317,0 -83.464551,43.6930714,0 -83.4643793,43.6930714,0 -83.46441950000001,43.6938966,0 ","-83.46441950000001,43.6938966,0 -83.4643793,43.6930714,0 -83.4643525,43.6930733,0 -83.4643337,43.6930714,0 -83.4643069,43.6930617,0 -83.46427199999999,43.6930578,0 -83.4642479,43.6930559,0 -83.4642211,43.6930578,0 -83.4641781,43.693052,0 -83.4641299,43.6930539,0 -83.4640977,43.6930597,0 -83.46403599999999,43.6930656,0 -83.4640011,43.6930675,0 -83.4639609,43.6930733,0 -83.4639019,43.6930791,0 -83.4638724,43.6930811,0 -83.4638321,43.6930927,0 -83.4637973,43.6930985,0 -83.4637865,43.6931102,0 -83.4637409,43.6931179,0 -83.4637168,43.6931276,0 -83.4636819,43.6931354,0 -83.463639,43.693147,0 -83.46360679999999,43.6931645,0 -83.46356659999999,43.693178,0 -83.4635317,43.6931936,0 -83.4634674,43.6932207,0 -83.4634405,43.6932362,0 -83.46342180000001,43.6932537,0 -83.4633949,43.6932866,0 -83.4633681,43.6933235,0 -83.46334400000001,43.693372,0 -83.4633225,43.6934205,0 -83.4632957,43.6934825,0 -83.4632769,43.6935174,0 -83.46327960000001,43.693531,0 -83.46326620000001,43.6935834,0 -83.46325280000001,43.6936318,0 -83.46325280000001,43.6936765,0 -83.4632608,43.6937327,0 -83.4632635,43.6937589,0 -83.4632635,43.6937773,0 -83.4632635,43.6938268,0 -83.4632635,43.6938558,0 -83.4632635,43.6938927,0 -83.4632716,43.6939247,0 -83.46441950000001,43.6938966,0 ",-83.46441950000001,43.6938966
USA - Unionville Seabawing - Youth 2,"-83.47093599999999,43.650734,0 -83.47095210000001,43.6513531,0 -83.47101910000001,43.6513453,0 -83.47100570000001,43.650833,0 -83.471003,43.6507146,0 -83.4709574,43.6506758,0 -83.4706382,43.6506836,0 -83.4700696,43.6506952,0 -83.4700723,43.6507282,0 -83.47093599999999,43.650734,0 ","-83.47093599999999,43.650734,0 -83.4700723,43.6507282,0 -83.4700723,43.6507379,0 -83.4700857,43.6507981,0 -83.4700964,43.6508388,0 -83.4701125,43.6508757,0 -83.47013130000001,43.6509126,0 -83.470142,43.6509436,0 -83.4701608,43.6509805,0 -83.4701903,43.6510193,0 -83.4702118,43.6510542,0 -83.4702413,43.6510911,0 -83.4702735,43.6511222,0 -83.470303,43.6511532,0 -83.47034859999999,43.6511862,0 -83.47038879999999,43.6512056,0 -83.470421,43.6512211,0 -83.4704934,43.6512541,0 -83.4705471,43.6512813,0 -83.470598,43.6512968,0 -83.4706463,43.6513085,0 -83.47069190000001,43.6513221,0 -83.47072679999999,43.651324,0 -83.4707777,43.6513376,0 -83.47083139999999,43.6513434,0 -83.47086090000001,43.6513434,0 -83.4709118,43.6513551,0 -83.47095210000001,43.6513531,0 -83.47093599999999,43.650734,0 ",-83.47093599999999,43.650734
Mendon Youth 1,"-85.4456151,42.0114783,0 -85.4462401,42.0114883,0 -85.4462374,42.0114325,0 -85.44556420000001,42.0114225,0 -85.4455293,42.0114425,0 -85.4455186,42.0119427,0 -85.44559099999999,42.0119447,0 -85.4456151,42.0114783,0 ","-85.4456151,42.0114783,0 -85.44559099999999,42.0119447,0 -85.4456393,42.0119447,0 -85.4456902,42.0119427,0 -85.4457439,42.0119387,0 -85.44581359999999,42.0119228,0 -85.44586459999999,42.0119108,0 -85.4459155,42.0118949,0 -85.4459531,42.0118769,0 -85.4459906,42.011859,0 -85.4460174,42.0118431,0 -85.4460577,42.0118132,0 -85.4460979,42.0117793,0 -85.44612739999999,42.0117514,0 -85.4461596,42.0117155,0 -85.4461891,42.0116737,0 -85.44620519999999,42.0116497,0 -85.446224,42.0116139,0 -85.4462374,42.01158,0 -85.4462401,42.0115441,0 -85.4462401,42.0114883,0 -85.4456151,42.0114783,0 ",-85.4456151,42.0114783
Mendon Youth 2,"-85.4460878,42.0112333,0 -85.44605559999999,42.0106743,0 -85.4460153,42.0106802,0 -85.4459805,42.0106822,0 -85.4460126,42.0112602,0 -85.4460529,42.0112881,0 -85.4468227,42.0112861,0 -85.44683070000001,42.0112542,0 -85.4468361,42.0112203,0 -85.4460878,42.0112333,0 ","-85.4460878,42.0112333,0 -85.4468361,42.0112203,0 -85.4468334,42.0111745,0 -85.44682539999999,42.0111326,0 -85.4468093,42.0110928,0 -85.4467932,42.0110529,0 -85.4467717,42.0110091,0 -85.44675030000001,42.0109772,0 -85.44671270000001,42.0109293,0 -85.4466778,42.0108955,0 -85.446651,42.0108636,0 -85.44660810000001,42.0108357,0 -85.4465625,42.0108018,0 -85.44652499999999,42.0107779,0 -85.44647399999999,42.010758,0 -85.4464311,42.010738,0 -85.4463533,42.0107141,0 -85.4462996,42.0106962,0 -85.4462326,42.0106842,0 -85.44615210000001,42.0106762,0 -85.44605559999999,42.0106743,0 -85.4460878,42.0112333,0 ",-85.4460878,42.0112333
Muskegon Western Michigan Christian,"-86.23679300000001,43.1609012,0 -86.2367528,43.1617268,0 -86.2368761,43.1617268,0 -86.23694589999999,43.1613864,0 -86.2369539,43.1611986,0 -86.2369432,43.1611497,0 -86.23694589999999,43.1610753,0 -86.23696200000001,43.1610597,0 -86.23697540000001,43.1608543,0 -86.2368815,43.160774,0 -86.23671520000001,43.1607682,0 -86.2363826,43.1607662,0 -86.23615460000001,43.1607603,0 -86.2356343,43.1608034,0 -86.2356235,43.1608914,0 -86.23679300000001,43.1609012,0 ","-86.23679300000001,43.1609012,0 -86.2356235,43.1608914,0 -86.2355914,43.1614725,0 -86.2359213,43.1617268,0 -86.2367528,43.1617268,0 -86.23679300000001,43.1609012,0 ",-86.23679300000001,43.1609012
Mendon High School,"-85.4474524,42.0126305,0 -85.44746050000001,42.0134616,0 -85.4476858,42.0134576,0 -85.4476751,42.0129733,0 -85.4476804,42.0128836,0 -85.4476724,42.0128259,0 -85.44763210000001,42.0128259,0 -85.44763210000001,42.0127162,0 -85.4476482,42.0127023,0 -85.4476482,42.0126355,0 -85.44759999999999,42.0125837,0 -85.44756510000001,42.0125518,0 -85.4475195,42.0125219,0 -85.4474793,42.0125,0 -85.4474337,42.0124881,0 -85.4472191,42.012494,0 -85.44722179999999,42.0124741,0 -85.44635270000001,42.0124821,0 -85.4463286,42.012502,0 -85.44634739999999,42.0125239,0 -85.44635,42.0126455,0 -85.4474524,42.0126305,0 ","-85.4474524,42.0126305,0 -85.44635,42.0126455,0 -85.4463635,42.0132334,0 -85.44668,42.0134666,0 -85.44746050000001,42.0134616,0 -85.4474524,42.0126305,0 ",-85.4474524,42.0126305
Whitmore Lake High School,"-83.7708313,42.3876304,0 -83.7700119,42.3870143,0 -83.7699422,42.3870817,0 -83.7703834,42.3875235,0 -83.7707401,42.3878008,0 -83.77092519999999,42.3878008,0 -83.7711881,42.3876007,0 -83.7712954,42.3875255,0 -83.77174599999999,42.3870916,0 -83.7716762,42.3870223,0 -83.7708313,42.3876304,0 ","-83.7708313,42.3876304,0 -83.7716762,42.3870223,0 -83.77156890000001,42.3869341,0 -83.7714778,42.3868519,0 -83.7714295,42.3868063,0 -83.77134770000001,42.3867647,0 -83.7712994,42.386733,0 -83.7712484,42.3867112,0 -83.7711841,42.3866835,0 -83.771117,42.3866637,0 -83.7710526,42.3866478,0 -83.770999,42.386634,0 -83.7709078,42.386628,0 -83.7708327,42.386628,0 -83.7707656,42.386634,0 -83.77068250000001,42.3866399,0 -83.7706262,42.3866518,0 -83.7705564,42.3866637,0 -83.770492,42.3866874,0 -83.770433,42.3867112,0 -83.7703794,42.386739,0 -83.7703284,42.3867707,0 -83.7702748,42.3868063,0 -83.77022650000001,42.386834,0 -83.7701809,42.3868737,0 -83.7701299,42.3869133,0 -83.7700978,42.386939,0 -83.7700548,42.3869787,0 -83.7700119,42.3870143,0 -83.7708313,42.3876304,0 ",-83.7708313,42.3876304
Kalamazoo Hackett Prep High School,"-85.5965558,42.2474483,0 -85.5961696,42.2482534,0 -85.59640829999999,42.2481184,0 -85.59662830000001,42.2476588,0 -85.5966765,42.2475555,0 -85.5966873,42.2475029,0 -85.596706,42.2474573,0 -85.5966497,42.247358,0 -85.596529,42.2473103,0 -85.5964244,42.2472806,0 -85.5954467,42.2471674,0 -85.5965558,42.2474483,0 ","-85.5965558,42.2474483,0 -85.5954467,42.2471674,0 -85.595423,42.2472228,0 -85.5953988,42.2472705,0 -85.59538809999999,42.2473181,0 -85.595372,42.2473777,0 -85.59536129999999,42.2474254,0 -85.59535320000001,42.247477,0 -85.5953425,42.2475544,0 -85.5953398,42.2476408,0 -85.5953291,42.247752,0 -85.5953291,42.2477956,0 -85.5953425,42.2478354,0 -85.59535320000001,42.2478592,0 -85.5953854,42.2478929,0 -85.5954203,42.2479326,0 -85.5954498,42.2479644,0 -85.59549,42.2479962,0 -85.5955276,42.2480319,0 -85.59557049999999,42.2480637,0 -85.5956134,42.2480895,0 -85.595659,42.2481153,0 -85.5956966,42.2481332,0 -85.5957288,42.2481431,0 -85.59577969999999,42.2481649,0 -85.5958334,42.2481788,0 -85.5959004,42.2481967,0 -85.5959648,42.2482066,0 -85.59603180000001,42.2482225,0 -85.5961016,42.2482424,0 -85.5961696,42.2482534,0 -85.5965558,42.2474483,0 ",-85.5965558,42.2474483
Kingston high School,"-83.1919884,43.4105296,0 -83.1919643,43.4097551,0 -83.19191600000001,43.4097629,0 -83.1918812,43.4097687,0 -83.1918356,43.4103182,0 -83.1918356,43.410402,0 -83.1918221,43.4104877,0 -83.19181949999999,43.4105559,0 -83.19181949999999,43.4106027,0 -83.1918436,43.4106222,0 -83.1918677,43.4106416,0 -83.1919133,43.4106572,0 -83.1919858,43.4106611,0 -83.1921601,43.4106436,0 -83.1926295,43.4106066,0 -83.1930345,43.4105696,0 -83.1930426,43.410515,0 -83.1919884,43.4105296,0 ","-83.1919884,43.4105296,0 -83.1930426,43.410515,0 -83.193046,43.4104722,0 -83.19304870000001,43.4104411,0 -83.19304870000001,43.4104118,0 -83.193046,43.4103885,0 -83.1930433,43.4103573,0 -83.1930406,43.4103261,0 -83.19303530000001,43.4102949,0 -83.1930299,43.4102638,0 -83.1930272,43.4102306,0 -83.19301919999999,43.4101956,0 -83.19301919999999,43.4101722,0 -83.1930057,43.4101332,0 -83.1930004,43.4100786,0 -83.19298430000001,43.4100358,0 -83.1929628,43.4099929,0 -83.1929494,43.4099598,0 -83.19292799999999,43.4099286,0 -83.1929092,43.4099033,0 -83.1928609,43.4098702,0 -83.192826,43.4098468,0 -83.19276170000001,43.4098234,0 -83.1926732,43.4097981,0 -83.1926168,43.4097805,0 -83.1925471,43.4097649,0 -83.19247470000001,43.4097503,0 -83.1924023,43.4097386,0 -83.19233250000001,43.4097347,0 -83.1922333,43.4097328,0 -83.19218499999999,43.4097347,0 -83.1921126,43.4097347,0 -83.1920214,43.4097464,0 -83.1919643,43.4097551,0 -83.1919884,43.4105296,0 ",-83.1919884,43.4105296
Decatur High School,"-85.9816872,42.1120337,0 -85.9817113,42.1128824,0 -85.9817247,42.1128446,0 -85.9817462,42.1127212,0 -85.98179450000001,42.1124108,0 -85.9818428,42.1121929,0 -85.9818374,42.1120994,0 -85.9818937,42.1119939,0 -85.9818803,42.1119462,0 -85.9818106,42.1118984,0 -85.9817542,42.1118845,0 -85.9815933,42.1119263,0 -85.981478,42.1119303,0 -85.9805526,42.1120218,0 -85.9805365,42.1120536,0 -85.9816872,42.1120337,0 ","-85.9816872,42.1120337,0 -85.9805365,42.1120536,0 -85.9805204,42.1120904,0 -85.9805097,42.1121302,0 -85.98049899999999,42.1121641,0 -85.98049090000001,42.1122108,0 -85.98049090000001,42.1122546,0 -85.98049090000001,42.1123043,0 -85.9804936,42.1123501,0 -85.9804963,42.112378,0 -85.9805017,42.1124058,0 -85.98051510000001,42.1124396,0 -85.9805338,42.1124834,0 -85.98055530000001,42.1125252,0 -85.9805714,42.1125511,0 -85.9805982,42.1125919,0 -85.980625,42.1126257,0 -85.9806545,42.1126655,0 -85.9806894,42.1126973,0 -85.9807404,42.1127371,0 -85.9807967,42.1127749,0 -85.9808503,42.1128048,0 -85.98088250000001,42.1128207,0 -85.9809523,42.1128565,0 -85.981022,42.1128804,0 -85.981081,42.1128983,0 -85.9811373,42.1129102,0 -85.98120710000001,42.1129241,0 -85.9812714,42.1129321,0 -85.98132510000001,42.1129321,0 -85.9813948,42.1129341,0 -85.98145649999999,42.1129321,0 -85.9814994,42.1129261,0 -85.9815692,42.1129182,0 -85.9816443,42.1129003,0 -85.9817113,42.1128824,0 -85.9816872,42.1120337,0 ",-85.9816872,42.1120337
Norway High School,"-87.9126582,45.7729954,0 -87.9124624,45.7738129,0 -87.9125027,45.7738223,0 -87.91269579999999,45.7734014,0 -87.9128192,45.7733078,0 -87.9128996,45.7730263,0 -87.9128996,45.7729439,0 -87.91281650000001,45.7728579,0 -87.9122988,45.772783,0 -87.91210839999999,45.7728504,0 -87.9115116,45.772841,0 -87.91150620000001,45.7728616,0 -87.9126582,45.7729954,0 ","-87.9126582,45.7729954,0 -87.91150620000001,45.7728616,0 -87.9114941,45.7728953,0 -87.9114807,45.7729552,0 -87.911462,45.77304310000001,0 -87.91144850000001,45.77311980000001,0 -87.9114378,45.77317589999999,0 -87.91142979999999,45.773204,0 -87.91142979999999,45.77323389999999,0 -87.91142979999999,45.7732807,0 -87.91143510000001,45.7733218,0 -87.9114459,45.7733667,0 -87.911466,45.7734135,0 -87.91147669999999,45.7734528,0 -87.9114982,45.77349580000001,0 -87.9115169,45.7735239,0 -87.9115438,45.7735613,0 -87.9115786,45.77359690000001,0 -87.9116296,45.7736324,0 -87.9116779,45.7736567,0 -87.9117315,45.77367540000001,0 -87.9117878,45.773696,0 -87.9118764,45.7737241,0 -87.9119622,45.77374279999999,0 -87.9124624,45.7738129,0 -87.9126582,45.7729954,0 ",-87.9126582,45.7729954
Marion High School,"-85.130365,44.1000449,0 -85.13033280000001,44.1008693,0 -85.13050440000001,44.1008731,0 -85.1305366,44.1002077,0 -85.1305581,44.1002038,0 -85.1305581,44.0999688,0 -85.1304749,44.0999081,0 -85.1301826,44.0999062,0 -85.13018529999999,44.0999139,0 -85.1292787,44.0999293,0 -85.1292572,44.0999601,0 -85.1292358,44.0999987,0 -85.12921969999999,44.1000256,0 -85.130365,44.1000449,0 ","-85.13033280000001,44.1008693,0 -85.130365,44.1000449,0 -85.1292277,44.1000314,0 -85.12920889999999,44.1000507,0 -85.1291982,44.1000815,0 -85.1291794,44.1001277,0 -85.129166,44.1001778,0 -85.1291607,44.1002394,0 -85.1291607,44.1002895,0 -85.129166,44.1003338,0 -85.1291714,44.1003858,0 -85.1291848,44.1004321,0 -85.1292036,44.1004667,0 -85.1292277,44.100513,0 -85.1292492,44.1005534,0 -85.129276,44.10059,0 -85.1293055,44.1006227,0 -85.1293484,44.1006728,0 -85.129394,44.1007036,0 -85.12944229999999,44.1007345,0 -85.1294906,44.1007614,0 -85.12954689999999,44.1007865,0 -85.12960320000001,44.1008096,0 -85.12967829999999,44.1008288,0 -85.1297454,44.1008404,0 -85.129791,44.10085,0 -85.1298822,44.1008597,0 -85.1299439,44.1008635,0 -85.1300109,44.1008654,0 -85.13033280000001,44.1008693,0 ",-85.130365,44.1000449
Marlette High School,"-83.07092799999999,43.3238064,0 -83.07099770000001,43.324625,0 -83.0711774,43.3246191,0 -83.07117479999999,43.3245937,0 -83.0711453,43.3245957,0 -83.0711479,43.3244767,0 -83.07117479999999,43.3244728,0 -83.0711694,43.3243479,0 -83.0711506,43.324261,0 -83.0710782,43.3241157,0 -83.0710675,43.3240006,0 -83.07104870000001,43.3239986,0 -83.071038,43.323901,0 -83.0710541,43.323901,0 -83.071038,43.3237547,0 -83.0709682,43.3237098,0 -83.0704559,43.3237313,0 -83.0698524,43.3237566,0 -83.0698498,43.3238503,0 -83.07092799999999,43.3238064,0 ","-83.07092799999999,43.3238064,0 -83.0698498,43.3238503,0 -83.0698739,43.3245509,0 -83.0699168,43.324588,0 -83.069957,43.3246095,0 -83.0700107,43.3246348,0 -83.0700724,43.3246504,0 -83.07013670000001,43.3246622,0 -83.07018770000001,43.32467,0 -83.0702521,43.32467,0 -83.07034059999999,43.3246622,0 -83.0704157,43.3246583,0 -83.07050959999999,43.3246504,0 -83.0706035,43.3246446,0 -83.0706356,43.3246407,0 -83.0707858,43.3246348,0 -83.07099770000001,43.324625,0 -83.07092799999999,43.3238064,0 ",-83.07092799999999,43.3238064
Gabriel Richard HS - Baseball,"-83.2089242,42.1817944,0 -83.2088625,42.1809258,0 -83.2088625,42.1810014,0 -83.2087418,42.1812995,0 -83.2087444,42.1815393,0 -83.2087605,42.1818255,0 -83.208782,42.1818583,0 -83.2088088,42.1818802,0 -83.2088383,42.181899,0 -83.20887449999999,42.1819169,0 -83.2092353,42.181909,0 -83.2095813,42.181906,0 -83.21008550000001,42.1817699,0 -83.2089242,42.1817944,0 ","-83.2089242,42.1817944,0 -83.21008550000001,42.1817699,0 -83.21007349999999,42.1816476,0 -83.21004670000001,42.1813992,0 -83.21003589999999,42.1812322,0 -83.2099635,42.1811627,0 -83.20989779999999,42.1810901,0 -83.2098495,42.1810504,0 -83.20976899999999,42.1810156,0 -83.20971,42.1809828,0 -83.20965099999999,42.180954,0 -83.2095893,42.1809212,0 -83.2088625,42.1809258,0 -83.2089242,42.1817944,0 ",-83.2089242,42.1817944
Mayville High School,"-83.3551339,43.3310365,0 -83.3551179,43.3302122,0 -83.3550481,43.3302307,0 -83.35501859999999,43.3302424,0 -83.3550132,43.3306288,0 -83.3550092,43.3308463,0 -83.3550158,43.3310186,0 -83.3549889,43.3311103,0 -83.35502510000001,43.3311415,0 -83.3551432,43.3311239,0 -83.35541000000001,43.3311122,0 -83.35550929999999,43.3311132,0 -83.35619060000001,43.3310986,0 -83.35619459999999,43.3310557,0 -83.3562093,43.3310303,0 -83.3551339,43.3310365,0 ","-83.3551339,43.3310365,0 -83.3562093,43.3310303,0 -83.35622410000001,43.331003,0 -83.3562455,43.3309659,0 -83.35627100000001,43.330923,0 -83.35628440000001,43.3308771,0 -83.3562938,43.3308225,0 -83.3562871,43.3307562,0 -83.35627909999999,43.3307113,0 -83.3562563,43.3306498,0 -83.35623080000001,43.3305981,0 -83.35621740000001,43.3305903,0 -83.3561772,43.3305464,0 -83.35612620000001,43.3304977,0 -83.35608860000001,43.3304606,0 -83.356043,43.3304264,0 -83.3559867,43.3303845,0 -83.35594380000001,43.3303552,0 -83.3558955,43.330326,0 -83.35583920000001,43.3302918,0 -83.3557775,43.3302625,0 -83.3557131,43.3302333,0 -83.3557064,43.3302235,0 -83.35569169999999,43.3302167,0 -83.35567020000001,43.3302138,0 -83.3556246,43.330204,0 -83.35557369999999,43.3301982,0 -83.3555214,43.3301923,0 -83.35548249999999,43.3301894,0 -83.3554489,43.3301835,0 -83.3554074,43.3301826,0 -83.3553524,43.3301826,0 -83.3552974,43.3301835,0 -83.3552612,43.3301865,0 -83.3552169,43.3301913,0 -83.355178,43.3301962,0 -83.3551472,43.330204,0 -83.3551179,43.3302122,0 -83.3551339,43.3310365,0 ",-83.3551339,43.3310365
Parkway Christian School - Baseball - Sterling Heights,"-82.9817171,42.562036,0 -82.9805101,42.5620765,0 -82.9805181,42.5621526,0 -82.98117120000001,42.5621308,0 -82.98138710000001,42.5621269,0 -82.9817747,42.562116,0 -82.98182300000001,42.5620686,0 -82.981819,42.5620311,0 -82.9818015,42.5617169,0 -82.98179620000001,42.5616093,0 -82.98177200000001,42.5612053,0 -82.9817694,42.561142,0 -82.9816648,42.5611499,0 -82.9817171,42.562036,0 ","-82.9817171,42.562036,0 -82.9816648,42.5611499,0 -82.9814622,42.5611618,0 -82.9812879,42.5611697,0 -82.9811887,42.5611756,0 -82.981131,42.5611816,0 -82.98108809999999,42.5611944,0 -82.9810411,42.5612082,0 -82.9809271,42.5612596,0 -82.9808333,42.561306,0 -82.9807622,42.5613465,0 -82.9806804,42.5614088,0 -82.9806133,42.5614818,0 -82.98057439999999,42.5615352,0 -82.98053419999999,42.5616083,0 -82.98051270000001,42.5616873,0 -82.980502,42.5617515,0 -82.9804953,42.5618128,0 -82.980502,42.5619333,0 -82.9805101,42.5620765,0 -82.9817171,42.562036,0 ",-82.9817171,42.562036
Ironwood High School - Miners Memorial Park,"-90.15145750000002,46.45715589999999,0 -90.1505777,46.4565656,0 -90.1504396,46.4566977,0 -90.1511302,46.45716520000001,0 -90.1511557,46.4571522,0 -90.15127370000002,46.4572317,0 -90.15135549999999,46.4572825,0 -90.15139310000001,46.45730929999999,0 -90.1514186,46.4573213,0 -90.15150439999999,46.4573195,0 -90.15166669999999,46.4572049,0 -90.1516948,46.457216,0 -90.1524311,46.4566644,0 -90.15233050000001,46.45653969999999,0 -90.15145750000002,46.45715589999999,0 ",,-90.15145750000002,46.45715589999999
Whittemore-Prescott High School,"-83.8844484,44.2293306,0 -83.88555700000001,44.2293238,0 -83.8855088,44.2292747,0 -83.8843956,44.2292315,0 -83.8843085,44.229292,0 -83.8843849,44.2301435,0 -83.8844618,44.2301666,0 -83.8844484,44.2293306,0 ","-83.8844484,44.2293306,0 -83.8844618,44.2301666,0 -83.8852352,44.2301502,0 -83.8854994,44.2299561,0 -83.88555700000001,44.2293238,0 -83.8844484,44.2293306,0 ",-83.8844484,44.2293306
Pelson High School,"-84.78913470000001,45.55007209999999,0 -84.790229,45.5500224,0 -84.790221,45.5499492,0 -84.7890609,45.5499914,0 -84.78901,45.55002810000001,0 -84.7890663,45.5508235,0 -84.7891776,45.5508357,0 -84.78913470000001,45.55007209999999,0 ","-84.78913470000001,45.55007209999999,0 -84.7891776,45.5508357,0 -84.7900319,45.55079210000001,0 -84.7902599,45.55065030000001,0 -84.790229,45.5500224,0 -84.78913470000001,45.55007209999999,0 ",-84.78913470000001,45.55007209999999
Detroit Catholic Central HS - Novi,"-83.54344949999999,42.488053,0 -83.54225049999999,42.4881084,0 -83.5422573,42.4881479,0 -83.5429372,42.4881242,0 -83.5432483,42.4882013,0 -83.5434656,42.4881855,0 -83.54362519999999,42.488051,0 -83.5436212,42.4878888,0 -83.5434736,42.4876633,0 -83.5434683,42.4875684,0 -83.5434388,42.487158,0 -83.5433757,42.487159,0 -83.54344949999999,42.488053,0 ","-83.54344949999999,42.488053,0 -83.5433757,42.487159,0 -83.5432545,42.4871636,0 -83.54316470000001,42.4871695,0 -83.5430587,42.4871744,0 -83.5429448,42.4871794,0 -83.5428871,42.4871853,0 -83.54279990000001,42.4871972,0 -83.54272880000001,42.487212,0 -83.5426698,42.4872318,0 -83.5426095,42.4872545,0 -83.5425518,42.4872803,0 -83.5424968,42.4873129,0 -83.542462,42.4873366,0 -83.5423801,42.4874019,0 -83.5423332,42.4874543,0 -83.5423024,42.4874909,0 -83.5422688,42.4875443,0 -83.5422487,42.4875928,0 -83.5422313,42.487659,0 -83.5422219,42.4877292,0 -83.54222590000001,42.4878044,0 -83.5422299,42.4878717,0 -83.5422366,42.487929,0 -83.54224069999999,42.4879874,0 -83.542242,42.4880625,0 -83.54225049999999,42.4881084,0 -83.54344949999999,42.488053,0 ",-83.54344949999999,42.488053
Cranbrook High School,"-83.25467329999999,42.5730964,0 -83.2535683,42.5730796,0 -83.2535656,42.5732238,0 -83.2547149,42.5732396,0 -83.25486650000001,42.5731359,0 -83.25490000000001,42.5722836,0 -83.2547002,42.5722767,0 -83.25467329999999,42.5730964,0 ","-83.25467329999999,42.5730964,0 -83.2547002,42.5722767,0 -83.25463310000001,42.5722767,0 -83.2545526,42.5722747,0 -83.2544963,42.5722728,0 -83.2544346,42.5722708,0 -83.25437959999999,42.5722688,0 -83.2543139,42.5722728,0 -83.2542455,42.5722688,0 -83.25418380000001,42.5722718,0 -83.2541409,42.5722747,0 -83.2540779,42.5722836,0 -83.2540202,42.5722915,0 -83.2539505,42.5723014,0 -83.2538888,42.5723123,0 -83.2538124,42.572334,0 -83.25377210000001,42.5723567,0 -83.2537413,42.5723824,0 -83.25371850000001,42.5724071,0 -83.253693,42.5724466,0 -83.2536581,42.572491,0 -83.2536367,42.5725246,0 -83.2536139,42.5725641,0 -83.2536005,42.5726036,0 -83.2535803,42.57265,0 -83.2535656,42.5727043,0 -83.2535549,42.5727527,0 -83.2535455,42.572812,0 -83.2535415,42.5728673,0 -83.2535415,42.5729137,0 -83.2535455,42.572969,0 -83.2535522,42.5730283,0 -83.2535683,42.5730796,0 -83.25467329999999,42.5730964,0 ",-83.25467329999999,42.5730964
Fenway Park - Boston,"-71.0977733,42.3462476,0 -71.0977827,42.3470946,0 -71.0977948,42.3470941,0 -71.0977907,42.3467403,0 -71.09792349999999,42.3466218,0 -71.097947,42.3464142,0 -71.0979657,42.3462323,0 -71.0979383,42.3461788,0 -71.0978672,42.3461262,0 -71.09779140000001,42.3461044,0 -71.09772839999999,42.3461094,0 -71.0975218,42.3461233,0 -71.0973267,42.3461411,0 -71.0971162,42.3462006,0 -71.09711009999999,42.3461936,0 -71.0969036,42.3462462,0 -71.0967715,42.3462452,0 -71.0967172,42.3462482,0 -71.0966904,42.3462501,0 -71.0966696,42.3462521,0 -71.09665080000001,42.3462556,0 -71.0977733,42.3462476,0 ","-71.0977733,42.3462476,0 -71.09665080000001,42.3462556,0 -71.09662059999999,42.3462657,0 -71.0966018,42.3462711,0 -71.09656630000001,42.3462801,0 -71.0965475,42.3462865,0 -71.0965274,42.346292,0 -71.0965113,42.3462939,0 -71.09648850000001,42.3462999,0 -71.0964671,42.3463048,0 -71.0964523,42.3463108,0 -71.0964376,42.3463177,0 -71.0964235,42.3463267,0 -71.09641070000001,42.3463356,0 -71.09639869999999,42.346348,0 -71.09639,42.3463623,0 -71.09638320000001,42.3463752,0 -71.0963799,42.3463891,0 -71.09637859999999,42.346405,0 -71.09638320000001,42.3464183,0 -71.0963893,42.3464322,0 -71.0965683,42.346797,0 -71.09649589999999,42.3468916,0 -71.0969036,42.3470601,0 -71.0969472,42.3470933,0 -71.0977827,42.3470946,0 -71.0977733,42.3462476,0 ",-71.0977733,42.3462476
