field,foul,fop,home_lat,home_lon
Aldai Stevenson High School,"-83.01445630000001,42.5871203,0 -83.01566459999999,42.5872902,0 -83.01560689999999,42.5871578,0 -83.01556669999999,42.5871578,0 -83.0155372,42.5871539,0 -83.0148023,42.5871095,0 -83.0144227,42.5870295,0 -83.01436510000001,42.5870611,0 -83.01434089999999,42.5871519,0 -83.0143222,42.5872309,0 -83.0143396,42.5872437,0 -83.0142618,42.5872526,0 -83.0142699,42.5872734,0 -83.0142524,42.5873168,0 -83.01428730000001,42.5873326,0 -83.0142578,42.5874353,0 -83.0141156,42.5879724,0 -83.0141666,42.5879803,0 -83.0141921,42.5879942,0 -83.014231,42.5879833,0 -83.01445630000001,42.5871203,0 ","-83.01445630000001,42.5871203,0 -83.014231,42.5879833,0 -83.0154809,42.5878857,0 -83.01566459999999,42.5872902,0 -83.01445630000001,42.5871203,0 ",-83.01445630000001,42.5871203
Allen Park High School,"-83.2273711,42.2455509,0 -83.2285244,42.2455251,0 -83.2284976,42.2454715,0 -83.22848550000001,42.2454338,0 -83.2275226,42.2454517,0 -83.2272906,42.2454566,0 -83.2272383,42.2454973,0 -83.2272598,42.2456741,0 -83.227245,42.2456741,0 -83.2272826,42.2463829,0 -83.2273174,42.2463958,0 -83.2273603,42.2464087,0 -83.22739919999999,42.2464186,0 -83.2273711,42.2455509,0 ","-83.2273711,42.2455509,0 -83.22739919999999,42.2464186,0 -83.2274395,42.2464249,0 -83.2274864,42.2464338,0 -83.22753470000001,42.2464398,0 -83.2275897,42.2464477,0 -83.227638,42.2464497,0 -83.22769959999999,42.2464507,0 -83.2277734,42.2464467,0 -83.22784179999999,42.2464398,0 -83.2279089,42.2464279,0 -83.2279759,42.246413,0 -83.2280349,42.2463981,0 -83.2280939,42.2463782,0 -83.2281449,42.2463564,0 -83.2282026,42.2463266,0 -83.2282508,42.2463008,0 -83.22830310000001,42.246267,0 -83.22835139999999,42.2462293,0 -83.2283917,42.2461936,0 -83.2284265,42.2461539,0 -83.2284641,42.2461191,0 -83.2284896,42.2460834,0 -83.2285083,42.2460476,0 -83.22853379999999,42.2460119,0 -83.2285526,42.2459662,0 -83.22857,42.2459146,0 -83.2285794,42.2458789,0 -83.2285875,42.2458312,0 -83.2285875,42.2457816,0 -83.22859010000001,42.2457389,0 -83.2285808,42.2456803,0 -83.2285754,42.2456386,0 -83.2285526,42.245587,0 -83.2285378,42.2455473,0 -83.2285244,42.2455251,0 -83.2273711,42.2455509,0 ",-83.2273711,42.2455509
Lincoln High School - Ypsilanti,"-83.6146339,42.1610319,0 -83.6154399,42.1616462,0 -83.615452,42.1616065,0 -83.6151945,42.1612625,0 -83.614709,42.1608947,0 -83.6145655,42.1608947,0 -83.614076,42.1612635,0 -83.6137971,42.1615946,0 -83.61381590000001,42.1616323,0 -83.6146339,42.1610319,0 ","-83.6146339,42.1610319,0 -83.61381590000001,42.1616323,0 -83.6138505,42.1616782,0 -83.6138814,42.161719,0 -83.6139136,42.1617538,0 -83.6139471,42.1617876,0 -83.6139967,42.1618293,0 -83.6140638,42.1618701,0 -83.6141241,42.1619009,0 -83.6141992,42.1619387,0 -83.614285,42.1619695,0 -83.61437890000001,42.1619953,0 -83.6144621,42.1620122,0 -83.6145372,42.1620202,0 -83.61461629999999,42.1620232,0 -83.6146699,42.1620202,0 -83.61475710000001,42.1620192,0 -83.6148456,42.1620053,0 -83.6149341,42.1619854,0 -83.6150334,42.1619546,0 -83.61512190000001,42.1619118,0 -83.6151863,42.161882,0 -83.61525469999999,42.1618343,0 -83.6153003,42.1617975,0 -83.61535259999999,42.1617478,0 -83.6153928,42.161704,0 -83.6154399,42.1616462,0 -83.6146339,42.1610319,0 ",-83.6146339,42.1610319
Trenton High School,"-83.20306840000001,42.1421346,0 -83.2018734,42.1421605,0 -83.20207600000001,42.1421982,0 -83.2020974,42.1422271,0 -83.2024139,42.1422241,0 -83.2024595,42.1422599,0 -83.20284839999999,42.1422569,0 -83.2028511,42.142242,0 -83.2030938,42.142243,0 -83.2032119,42.1421545,0 -83.2031985,42.1419138,0 -83.20321319999999,42.1419119,0 -83.20318640000001,42.1412953,0 -83.2030389,42.1412953,0 -83.20306840000001,42.1421346,0 ","-83.20306840000001,42.1421346,0 -83.2030389,42.1412953,0 -83.2023026,42.1413073,0 -83.2022825,42.1413152,0 -83.2022302,42.1413401,0 -83.20217649999999,42.1413699,0 -83.2021336,42.1413987,0 -83.20208270000001,42.1414415,0 -83.20204510000001,42.1414773,0 -83.202021,42.1415051,0 -83.2019901,42.1415419,0 -83.20196730000001,42.1415738,0 -83.2019445,42.1416086,0 -83.2019177,42.1416643,0 -83.20190030000001,42.141702,0 -83.20188690000001,42.1417478,0 -83.2018815,42.1418114,0 -83.20187749999999,42.141886,0 -83.2018681,42.1419904,0 -83.2018734,42.1421605,0 -83.20306840000001,42.1421346,0 ",-83.20306840000001,42.1421346
Coldwater Heritage Park,"-85.02037970000001,41.9515984,0 -85.0215491,41.9515944,0 -85.021537,41.9513241,0 -85.0209818,41.9513451,0 -85.0209818,41.9514229,0 -85.0203609,41.9514558,0 -85.02019989999999,41.9515665,0 -85.0201879,41.9516882,0 -85.02021070000001,41.9516902,0 -85.0202093,41.9517889,0 -85.0201825,41.9517949,0 -85.02018649999999,41.9519575,0 -85.02019060000001,41.9520492,0 -85.02010869999999,41.9520572,0 -85.0201168,41.9523504,0 -85.02012620000001,41.9524602,0 -85.02037559999999,41.9524502,0 -85.02037970000001,41.9515984,0 ","-85.02037970000001,41.9515984,0 -85.02037559999999,41.9524502,0 -85.02077559999999,41.9524381,0 -85.0210733,41.9524281,0 -85.0215615,41.95207,0 -85.0215491,41.9515944,0 -85.02037970000001,41.9515984,0 ",-85.02037970000001,41.9515984
Borden Field  Coldwater,"-85.02038109999999,41.9516033,0 -85.02155190000001,41.9515883,0 -85.0215384,41.951329,0 -85.0209832,41.951343,0 -85.02098460000001,41.9514208,0 -85.0203542,41.9514507,0 -85.0201879,41.9515444,0 -85.0201611,41.9516911,0 -85.02021209999999,41.9516891,0 -85.02020400000001,41.9517828,0 -85.0201879,41.9517848,0 -85.020196,41.9520551,0 -85.02010749999999,41.9520551,0 -85.02012360000001,41.952464,0 -85.0204052,41.9524481,0 -85.02038109999999,41.9516033,0 ","-85.02038109999999,41.9516033,0 -85.0204052,41.9524481,0 -85.02107169999999,41.9524281,0 -85.02156119999999,41.9520691,0 -85.02155190000001,41.9515883,0 -85.02038109999999,41.9516033,0 ",-85.02038109999999,41.9516033
Wayne State Univ,"-83.0772235,42.3564168,0 -83.0776748,42.3571998,0 -83.07770429999999,42.3571918,0 -83.0775434,42.3565853,0 -83.07752189999999,42.3565913,0 -83.0773744,42.3563227,0 -83.0772161,42.3562791,0 -83.07707670000001,42.3563247,0 -83.07677889999999,42.356402,0 -83.07611780000001,42.3567399,0 -83.0761339,42.3567637,0 -83.0772235,42.3564168,0 ","-83.0772235,42.3564168,0 -83.0761339,42.3567637,0 -83.0762546,42.3571423,0 -83.0764665,42.3572989,0 -83.076453,42.3574198,0 -83.07690100000001,42.357394,0 -83.0769224,42.3574317,0 -83.0776748,42.3571998,0 -83.0772235,42.3564168,0 ",-83.0772235,42.3564168
Mt Pleasant HS,"-84.75913269999999,43.5913032,0 -84.7591702,43.5921376,0 -84.75933089999999,43.5918482,0 -84.75933089999999,43.5915432,0 -84.7593174,43.591378,0 -84.75933620000001,43.5913819,0 -84.75932280000001,43.5912751,0 -84.7591565,43.5911566,0 -84.75839740000001,43.5911644,0 -84.7579629,43.5912867,0 -84.7579576,43.5913178,0 -84.75913269999999,43.5913032,0 ","-84.75913269999999,43.5913032,0 -84.7579576,43.5913178,0 -84.7579173,43.5917501,0 -84.75809169999999,43.5920201,0 -84.7581641,43.5920764,0 -84.758545,43.5921891,0 -84.7591702,43.5921376,0 -84.75913269999999,43.5913032,0 ",-84.75913269999999,43.5913032
Novi HS,"-83.4924439,42.4615268,0 -83.4924788,42.4624132,0 -83.4926183,42.4624033,0 -83.4925968,42.461788,0 -83.4925807,42.4614931,0 -83.4925056,42.4614417,0 -83.4912597,42.4614595,0 -83.49125170000001,42.4615565,0 -83.4924439,42.4615268,0 ","-83.4924439,42.4615268,0 -83.49125170000001,42.4615565,0 -83.491249,42.4617652,0 -83.491257,42.4618028,0 -83.4912731,42.4618721,0 -83.49130529999999,42.4619423,0 -83.4913268,42.4619839,0 -83.4913912,42.462065,0 -83.49143410000001,42.4621125,0 -83.4914904,42.4621738,0 -83.4915896,42.4622411,0 -83.4916862,42.4622965,0 -83.491764,42.4623282,0 -83.4918632,42.4623638,0 -83.4919383,42.4623836,0 -83.4920403,42.4624053,0 -83.49213949999999,42.4624192,0 -83.49222260000001,42.4624251,0 -83.4923326,42.4624271,0 -83.49238630000001,42.4624251,0 -83.4924788,42.4624132,0 -83.4924439,42.4615268,0 ",-83.4924439,42.4615268
West Bloomfield HS,"-83.3594581,42.5673665,0 -83.3595064,42.5682327,0 -83.35956,42.5682307,0 -83.3596029,42.5676865,0 -83.3595949,42.567327,0 -83.35950099999999,42.5672559,0 -83.3592086,42.5672578,0 -83.3592113,42.5672499,0 -83.3582806,42.5672914,0 -83.3582806,42.5673981,0 -83.3594581,42.5673665,0 ","-83.3594581,42.5673665,0 -83.3582806,42.5673981,0 -83.3582806,42.5676184,0 -83.3582806,42.56781,0 -83.3583503,42.5680006,0 -83.35843079999999,42.5680776,0 -83.35845759999999,42.5680954,0 -83.3585247,42.5681448,0 -83.3585703,42.5681685,0 -83.3586454,42.568206,0 -83.35874459999999,42.5682317,0 -83.35886259999999,42.5682475,0 -83.3595064,42.5682327,0 -83.3594581,42.5673665,0 ",-83.3594581,42.5673665
Rochester HS,"-83.15624510000001,42.6774369,0 -83.1565348,42.6782592,0 -83.156567,42.6782473,0 -83.1566689,42.6780166,0 -83.15650530000001,42.6775572,0 -83.1564865,42.6775394,0 -83.1564544,42.6774467,0 -83.1564034,42.6773146,0 -83.1562881,42.6772752,0 -83.15612710000001,42.6772969,0 -83.15596619999999,42.6773304,0 -83.1551213,42.6776439,0 -83.15513199999999,42.6776577,0 -83.15624510000001,42.6774369,0 ","-83.15624510000001,42.6774369,0 -83.15513199999999,42.6776577,0 -83.15526079999999,42.6780127,0 -83.15528759999999,42.6780442,0 -83.1553332,42.6780935,0 -83.1553815,42.6781408,0 -83.1554271,42.6781744,0 -83.1554941,42.6782177,0 -83.1556121,42.678273,0 -83.155765,42.678338,0 -83.15593939999999,42.678413,0 -83.1560547,42.6783913,0 -83.15625319999999,42.6783459,0 -83.15641410000001,42.6783025,0 -83.1565348,42.6782592,0 -83.15624510000001,42.6774369,0 ",-83.15624510000001,42.6774369
Klenk Park - Alma Scots,"-84.6785813,43.3879303,0 -84.6785813,43.3888338,0 -84.67870480000001,43.3888342,0 -84.6788067,43.3881754,0 -84.6787987,43.3878957,0 -84.67864040000001,43.387767,0 -84.6782327,43.3877651,0 -84.6779994,43.3877846,0 -84.6773409,43.387847,0 -84.6773436,43.3879327,0 -84.6785813,43.3879303,0 ","-84.6785813,43.3879303,0 -84.6773436,43.3879327,0 -84.6773168,43.3879795,0 -84.6773007,43.3880165,0 -84.6772873,43.3880614,0 -84.6772765,43.3881121,0 -84.6772631,43.3881686,0 -84.6772551,43.3882329,0 -84.6772631,43.388305,0 -84.67727379999999,43.3883713,0 -84.67729799999999,43.3884298,0 -84.6773275,43.3884805,0 -84.6773677,43.3885409,0 -84.6774214,43.3886072,0 -84.67748039999999,43.3886676,0 -84.677526,43.3887027,0 -84.6775957,43.3887553,0 -84.6776574,43.3887845,0 -84.67771639999999,43.3888177,0 -84.6777996,43.3888469,0 -84.6778961,43.3888683,0 -84.6779846,43.3888859,0 -84.6780785,43.3888976,0 -84.6781348,43.3889015,0 -84.6782099,43.3888995,0 -84.678285,43.3888956,0 -84.67834670000001,43.3888937,0 -84.67841110000001,43.3888839,0 -84.6784782,43.3888664,0 -84.6785398,43.3888508,0 -84.6785813,43.3888338,0 -84.6785813,43.3879303,0 ",-84.6785813,43.3879303
Cornerstone Baseball Field - Grand Rapids,"-85.5975511,42.9811225,0 -85.5980533,42.9819309,0 -85.59810160000001,42.9819133,0 -85.5979299,42.9816371,0 -85.5978508,42.9812878,0 -85.597836,42.9812775,0 -85.5977556,42.9811431,0 -85.59776770000001,42.9811382,0 -85.5977221,42.9810617,0 -85.59766569999999,42.9810136,0 -85.5975826,42.9809895,0 -85.59748070000001,42.9810013,0 -85.5973734,42.9810396,0 -85.5971789,42.9811043,0 -85.59679800000001,42.98133,0 -85.59642650000001,42.9814546,0 -85.59644400000001,42.9814919,0 -85.5975511,42.9811225,0 ","-85.5975511,42.9811225,0 -85.59644400000001,42.9814919,0 -85.5966458,42.9819138,0 -85.5970267,42.9821502,0 -85.5975249,42.9821551,0 -85.5980533,42.9819309,0 -85.5975511,42.9811225,0 ",-85.5975511,42.9811225
Jenison High School,"-85.837665,42.917629,0 -85.838308,42.918384,0 -85.838393,42.918343,0 -85.837999,42.91771,0 -85.83779800000001,42.917492,0 -85.837613,42.917464,0 -85.837444,42.917545,0 -85.837216,42.917669,0 -85.83660399999999,42.918063,0 -85.83663900000001,42.9181,0 -85.837665,42.917629,0 ","-85.837665,42.917629,0 -85.83663900000001,42.9181,0 -85.836856,42.918344,0 -85.836921,42.918424,0 -85.836969,42.918478,0 -85.837028,42.918525,0 -85.837079,42.918564,0 -85.837138,42.918596,0 -85.83722400000001,42.918627,0 -85.83729599999999,42.918647,0 -85.837369,42.918663,0 -85.837444,42.918671,0 -85.837519,42.918671,0 -85.837586,42.918669,0 -85.837675,42.918655,0 -85.83775,42.918635,0 -85.837819,42.918612,0 -85.837903,42.918572,0 -85.83799399999999,42.918531,0 -85.838112,42.918474,0 -85.838184,42.918439,0 -85.838308,42.918384,0 -85.837665,42.917629,0 ",-85.837665,42.917629
Portage Northern High School,"-85.59873090000001,42.2356888,0 -85.59872009999999,42.2365415,0 -85.5987818,42.2365395,0 -85.5989106,42.2358335,0 -85.5989079,42.2357144,0 -85.5988972,42.2356032,0 -85.5988435,42.2355615,0 -85.5986853,42.2355476,0 -85.5985378,42.2355555,0 -85.59758960000001,42.2356548,0 -85.59758960000001,42.2356965,0 -85.59873090000001,42.2356888,0 ","-85.59873090000001,42.2356888,0 -85.59758960000001,42.2356965,0 -85.5975708,42.2358355,0 -85.59756280000001,42.235917,0 -85.59756280000001,42.2359537,0 -85.5975708,42.2359815,0 -85.5975923,42.2360609,0 -85.5976057,42.2361304,0 -85.5976191,42.2361721,0 -85.5976325,42.2362138,0 -85.59766740000001,42.2362754,0 -85.59769420000001,42.2363211,0 -85.5977237,42.2363548,0 -85.59775860000001,42.2363926,0 -85.5977881,42.2364144,0 -85.5978283,42.2364402,0 -85.5978685,42.2364581,0 -85.5979329,42.2364839,0 -85.59798120000001,42.2364958,0 -85.5980778,42.2365157,0 -85.5981341,42.2365256,0 -85.5982253,42.2365395,0 -85.5983165,42.2365475,0 -85.5983782,42.2365494,0 -85.59849079999999,42.2365494,0 -85.59872009999999,42.2365415,0 -85.59873090000001,42.2356888,0 ",-85.59873090000001,42.2356888
Alden - Antrim County - Lakeside Field,"-85.2806507,44.8649571,0 -85.28182820000001,44.865036,0 -85.2818496,44.8649761,0 -85.2818738,44.8648773,0 -85.2819408,44.8647632,0 -85.2818604,44.8647442,0 -85.2818067,44.864748,0 -85.2817584,44.8647442,0 -85.2817021,44.8647214,0 -85.28167259999999,44.8646929,0 -85.28165920000001,44.8646577,0 -85.28165920000001,44.8646197,0 -85.2816967,44.8645655,0 -85.2817316,44.8645018,0 -85.28175040000001,44.8644372,0 -85.28175040000001,44.8643925,0 -85.2817343,44.8643535,0 -85.2817021,44.8642813,0 -85.2816833,44.8642224,0 -85.2816806,44.8641729,0 -85.281678,44.8640874,0 -85.2816699,44.8640323,0 -85.28168599999999,44.8639258,0 -85.2816109,44.8639334,0 -85.28150359999999,44.8639467,0 -85.2813534,44.8639581,0 -85.2812113,44.8639467,0 -85.2810745,44.8639277,0 -85.28099400000001,44.8639125,0 -85.28087600000001,44.8638878,0 -85.2806587,44.8641891,0 -85.2806507,44.8649571,0 ","-85.2806507,44.8649571,0 -85.2806587,44.8641891,0 -85.28046929999999,44.8644361,0 -85.28044509999999,44.864554,0 -85.2805068,44.864746,0 -85.2804907,44.8648106,0 -85.2805041,44.8648943,0 -85.28048800000001,44.8649361,0 -85.28054969999999,44.8650426,0 -85.2806034,44.8650578,0 -85.280716,44.8650635,0 -85.2807241,44.8650445,0 -85.2807911,44.8650483,0 -85.28078309999999,44.8650768,0 -85.2811787,44.8651129,0 -85.2811787,44.8650768,0 -85.28125110000001,44.8650502,0 -85.28132890000001,44.8650369,0 -85.2814389,44.8650559,0 -85.2815274,44.8650806,0 -85.2815784,44.8651034,0 -85.28162399999999,44.8651148,0 -85.281691,44.8651452,0 -85.28175,44.8651566,0 -85.28182820000001,44.865036,0 -85.2806507,44.8649571,0 ",-85.2806507,44.8649571
Algonac High School,"-82.58239759999999,42.6286202,0 -82.58131539999999,42.6284475,0 -82.5812751,42.6285797,0 -82.5821401,42.6287139,0 -82.5821535,42.6287021,0 -82.5824835,42.6287514,0 -82.5825425,42.6287179,0 -82.5825881,42.6285797,0 -82.5825854,42.628558,0 -82.58261760000001,42.6284594,0 -82.5826417,42.6284534,0 -82.58281340000001,42.6278772,0 -82.5826256,42.6278476,0 -82.58239759999999,42.6286202,0 ","-82.58239759999999,42.6286202,0 -82.5826256,42.6278476,0 -82.5824472,42.6278249,0 -82.5823346,42.6278111,0 -82.5822649,42.6277933,0 -82.5821978,42.6277834,0 -82.5821522,42.6277716,0 -82.5820932,42.6277598,0 -82.5820154,42.6277321,0 -82.58180350000001,42.6277282,0 -82.5817526,42.627738,0 -82.5815192,42.6278269,0 -82.58145210000001,42.6279985,0 -82.58131539999999,42.6284475,0 -82.58239759999999,42.6286202,0 ",-82.58239759999999,42.6286202
Bronson high School,"-85.1894145,41.865696,0 -85.1894199,41.866547,0 -85.1895432,41.866547,0 -85.18959150000001,41.8658259,0 -85.18957,41.8658219,0 -85.18956729999999,41.865746,0 -85.1895727,41.8656521,0 -85.1894842,41.8655842,0 -85.189385,41.8655882,0 -85.1892187,41.8655922,0 -85.1892187,41.8655722,0 -85.18896119999999,41.8655842,0 -85.18828259999999,41.8656121,0 -85.1882852,41.865696,0 -85.1894145,41.865696,0 ","-85.1894145,41.865696,0 -85.1882852,41.865696,0 -85.18827760000001,41.8662426,0 -85.18863159999999,41.8665502,0 -85.1894199,41.866547,0 -85.1894145,41.865696,0 ",-85.1894145,41.865696
Athens High School - Troy,"-83.111861,42.5828923,0 -83.11188780000001,42.5837474,0 -83.1120085,42.5837454,0 -83.1119656,42.5828794,0 -83.11188919999999,42.5828172,0 -83.110709,42.5828547,0 -83.110709,42.5829179,0 -83.111861,42.5828923,0 ","-83.111861,42.5828923,0 -83.110709,42.5829179,0 -83.11071440000001,42.5830273,0 -83.1107197,42.5831507,0 -83.1107184,42.5831774,0 -83.1107305,42.5832198,0 -83.1107559,42.5832929,0 -83.11079479999999,42.583365,0 -83.1108404,42.583442,0 -83.1108847,42.5835141,0 -83.11091279999999,42.5835516,0 -83.1109812,42.5836059,0 -83.1110899,42.5836513,0 -83.11120649999999,42.5836928,0 -83.1112897,42.5837165,0 -83.111346,42.5837284,0 -83.1114546,42.5837422,0 -83.11154449999999,42.5837521,0 -83.11168929999999,42.5837501,0 -83.11188780000001,42.5837474,0 -83.111861,42.5828923,0 ",-83.111861,42.5828923
Centerville High School,"-85.52310629999999,41.9149625,0 -85.52312240000001,41.9158547,0 -85.5232243,41.9158287,0 -85.52328060000001,41.9155273,0 -85.5232833,41.9153956,0 -85.5233021,41.9149236,0 -85.5231787,41.9148218,0 -85.5224948,41.9148337,0 -85.5223606,41.9148397,0 -85.5219395,41.9148836,0 -85.5219208,41.9149216,0 -85.5219074,41.9149695,0 -85.52310629999999,41.9149625,0 ","-85.52310629999999,41.9149625,0 -85.5219074,41.9149695,0 -85.52190469999999,41.9150034,0 -85.52189660000001,41.9150473,0 -85.52189660000001,41.9150912,0 -85.52189660000001,41.9151351,0 -85.52189389999999,41.915181,0 -85.52189660000001,41.915221,0 -85.5219127,41.9152649,0 -85.52192340000001,41.9153207,0 -85.52194489999999,41.9153667,0 -85.521969,41.9154126,0 -85.5219932,41.9154445,0 -85.5220173,41.9154744,0 -85.5220468,41.9155124,0 -85.52207900000001,41.9155503,0 -85.5221166,41.9155882,0 -85.5221568,41.9156261,0 -85.52219700000001,41.9156601,0 -85.5222373,41.915684,0 -85.522299,41.9157139,0 -85.5223419,41.9157379,0 -85.5224116,41.9157618,0 -85.52247060000001,41.9157858,0 -85.5225028,41.9157998,0 -85.52256180000001,41.9158177,0 -85.52261009999999,41.9158317,0 -85.5226423,41.9158417,0 -85.5226986,41.9158517,0 -85.5227683,41.9158656,0 -85.52281929999999,41.9158736,0 -85.5228783,41.9158776,0 -85.5229454,41.9158776,0 -85.5230231,41.9158696,0 -85.52312240000001,41.9158547,0 -85.52310629999999,41.9149625,0 ",-85.52310629999999,41.9149625
