school_name,school_id,school_district,school_district_id,total_students,teachers,student_teacher_ratio,lunch_free_count,lunch_reduced_count,lunch_total_count,9,10,11,12,American Indian/Alaska Native,Asian,Black,Hispanic,Native Hawaiian/Pacific Islander,White,Two or MoreRaces,Male,Female,Male_Pct,Female_Pct,KG,1,2,3,4,5,6,7,8,PK,Ungraded
DeWitt High School,2.61155E+11,Dewitt Public Schools,2611550,995,49.67,20.03,130,27,157,229,255,227,284,0.00201005,0.009045226,0.012060302,0.086432161,0,0.847236181,0.04321608,474,521,0.47638191,0.52361809,,,,,,,,,,,
Dexter Alternative School,2.61203E+11,Dexter Community School District,2612030,13,1.06,12.26,5,0,5,,,,,0,0,0,0.076923077,0,0.923076923,0,8,5,0.615384615,0.384615385,0,0,0,0,0,,,,,–,
Dexter High School,2.61203E+11,Dexter Community School District,2612030,1160,69.61,16.66,106,10,116,282,290,257,331,0.002586207,0.015517241,0.009482759,0.037931034,0.002586207,0.9,0.031896552,577,583,0.497413793,0.502586207,,,,,,,,,,,
Diann BanksWilliamson Educational Center,2.6011E+11,Detroit Public Schools Community District,2601103,35,5,7,27,0,27,7,13,10,5,0,0.057142857,0.885714286,0,0,0.057142857,0,25,10,0.714285714,0.285714286,,,,,,,,,,,
DiAnne M Pellerin Center,2.62187E+11,L'anse Creuse Public Schools,2621870,196,15.7,12.48,119,9,128,92,60,25,19,0.005102041,0.005102041,0.280612245,0.035714286,0,0.602040816,0.071428571,124,72,0.632653061,0.367346939,,,,,,,,,,,
DickinsonIron Special Education,2.68036E+11,Dickinson-iron Isd,2680360,57,8,7.12,35,4,39,,,,,0,0,0,0,0,1,0,40,17,0.701754386,0.298245614,5,7,4,2,2,,,,,–,
DickinsonIron Tech Ed Center,2.68036E+11,Dickinson-iron Isd,2680360,0,9,0,–,–,–,0,0,0,0,,,,,,,,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,
Diploma and Careers Institute,2.60369E+11,Avondale School District,2603690,417,6.91,60.35,307,6,313,19,54,137,207,0.023980815,0.004796163,0.407673861,0.064748201,0,0.460431655,0.038369305,206,211,0.494004796,0.505995204,,,,,,,,,,,
DK Academy,2.61191E+11,Delton Kellogg Schools,2611910,74,1,74,40,1,41,0,8,26,40,0,0,0.013513514,0.040540541,0,0.905405405,0.040540541,42,32,0.567567568,0.432432432,,,,,,,,,,,
Dollar BayTamarack City Area K12 School,2.62694E+11,Dollar Bay-tamarack City Area K-12 School,2626940,322,20.49,15.71,166,39,205,,,,,0,0,0.00310559,0.037267081,0,0.956521739,0.00310559,160,162,0.49689441,0.50310559,19,20,16,20,32,26,,,,,
Doris Klaussen Dev Center,2.6802E+11,Calhoun Intermediate School District,2680200,256,29,8.83,158,8,166,,,,,0.01171875,0.03125,0.16015625,0.09765625,0,0.6484375,0.05078125,168,88,0.65625,0.34375,8,14,13,10,15,,,,,–,
Douglas R Welch High School,2.61925E+11,Ionia Public Schools,2619250,82,1.45,56.55,52,4,56,3,7,27,,0,0,0,0.097560976,0,0.902439024,0,46,36,0.56097561,0.43902439,,,,,,,0,0,0,,
Downriver Digital Academy,2.61293E+11,Ecorse Public Schools,2612930,50,0.49,102.04,40,0,40,,,,,0,0.02,0.62,0.2,0,0.16,0,29,21,0.58,0.42,2,1,1,3,3,0,,,,,
DPSCD Virtual School,2.6011E+11,Detroit Public Schools Community District,2601103,1840,43,42.79,"1,518",8,"1,526",,,,,0.001086957,0.014130435,0.898913043,0.066847826,0.001630435,0.014673913,0.002717391,899,941,0.488586957,0.511413043,71,128,142,166,161,200,,,,,
Dryden High School,2.61224E+11,Dryden Community Schools,2612240,203,12.3,16.5,67,6,73,44,40,38,24,0,0,0,0.054187192,0,0.926108374,0.019704433,118,85,0.581280788,0.418719212,,,,,,,,25,32,,
Dundee Community High School,2.6123E+11,Dundee Community Schools,2612300,491,20.64,23.79,111,19,130,127,126,119,119,0.00407332,0.00203666,0.00610998,0.028513238,0,0.940936864,0.018329939,231,260,0.470468432,0.529531568,,,,,,,,,,,
Dunes Alternative High School,2.63591E+11,West Ottawa Public School District,2635910,61,0.8,76.25,44,3,47,0,0,2,59,0,0.016393443,0.06557377,0.655737705,0,0.196721311,0.06557377,35,26,0.573770492,0.426229508,,,,,,,,,,,
Durand Area High School,2.61233E+11,Durand Area Schools,2612330,438,24.68,17.75,170,19,189,117,111,108,102,0.006849315,0.002283105,0,0.029680365,0.002283105,0.942922374,0.015981735,222,216,0.506849315,0.493150685,,,,,,,,,,,
EA Johnson Memorial HS,2.62472E+11,MT. Morris Consolidated Schools,2624720,455,23.9,19.04,316,15,331,137,147,81,90,0.004395604,0,0.178021978,0.092307692,0,0.628571429,0.096703297,244,211,0.536263736,0.463736264,,,,,,,,,,,
Early College Alliance,2.68099E+11,Washtenaw Isd,2680990,464,15,30.93,119,16,135,68,107,134,155,0,0.088362069,0.224137931,0.077586207,0,0.515086207,0.094827586,206,258,0.443965517,0.556034483,,,,,,,,,,,
Early College at Montcalm Community College,2.68083E+11,Montcalm Area Isd,2680830,73,4,18.25,22,4,26,,,23,50,0,0.02739726,0,0.082191781,0,0.863013699,0.02739726,27,46,0.369863014,0.630136986,,,,,,,,,,,
East China Virtual Academy,2.61242E+11,East China School District,2612420,78,4.15,18.8,35,0,35,,,,,0,0,0.012820513,0.012820513,0,0.948717949,0.025641026,42,36,0.538461538,0.461538462,6,5,5,5,7,4,,,,,
East English Village Preparatory Academy,2.6011E+11,Detroit Public Schools Community District,2601103,794,48.3,16.44,682,9,691,208,215,206,165,0.002518892,0,0.991183879,0.001259446,0.003778338,0.001259446,0,401,393,0.505037783,0.494962217,,,,,,,,,,,
East Grand Rapids High School,2.61248E+11,East Grand Rapids Public Schools,2612480,925,52.87,17.5,65,9,74,238,204,252,231,0.001081081,0.028108108,0.021621622,0.04972973,0,0.83027027,0.069189189,466,459,0.503783784,0.496216216,,,,,,,,,,,
East Jackson Secondary School,2.61254E+11,East Jackson Community Schools,2612540,380,21.54,17.64,240,15,255,61,72,70,57,0,0.002631579,0.078947368,0.052631579,0.010526316,0.789473684,0.065789474,202,178,0.531578947,0.468421053,,,,,,,,60,60,,
East Jordan Alternative High School,2.61256E+11,East Jordan Public Schools,2612560,12,0.1,120,6,3,9,2,2,3,5,0,0,0,0.083333333,0,0.916666667,0,2,10,0.166666667,0.833333333,,,,,,,,,,,
East Jordan MiddleHigh School,2.61256E+11,East Jordan Public Schools,2612560,359,23.4,15.34,145,4,149,52,68,54,69,0.008356546,0,0.005571031,0.044568245,0,0.919220056,0.022284123,185,174,0.515320334,0.484679666,,,,,,,,55,61,,
East Kentwood High School,2.62034E+11,Kentwood Public Schools,2620340,1916,107.15,17.88,"1,078",205,"1,283",,713,654,549,0.001043841,0.146137787,0.311064718,0.165448852,0.001043841,0.299582463,0.075678497,937,979,0.489039666,0.510960334,,,,,,,,,,,
East Lansing High School,2.6126E+11,East Lansing School District,2612600,1216,55.6,21.87,335,47,382,301,301,315,299,0.005756579,0.054276316,0.185032895,0.104440789,0.004934211,0.569901316,0.075657895,624,592,0.513157895,0.486842105,,,,,,,,,,,0
East Lee Campus,2.61608E+11,Godfrey-lee Public Schools,2616080,97,6.33,15.32,85,7,92,15,35,26,21,0,0,0.113402062,0.783505155,0,0.072164948,0.030927835,61,36,0.628865979,0.371134021,,,,,,,,,,,
Eastern High School,2.61461E+11,Forest Hills Public Schools,2614610,819,39.76,20.6,109,16,125,224,201,200,194,0.001221001,0.081807082,0.025641026,0.05006105,0,0.7997558,0.041514042,439,380,0.536019536,0.463980464,,,,,,,,,,,
Eastern High School,2.62115E+11,Lansing Public School District,2621150,1099,55.21,19.91,823,31,854,338,192,175,111,0.006369427,0.034576888,0.335759782,0.262056415,0.001819836,0.23566879,0.123748863,568,531,0.516833485,0.483166515,,,,,,,,140,143,,
Eastpointe Alternative Center,2.61245E+11,Eastpointe Community Schools,2612450,0,0,†,–,–,–,0,0,0,0,,,,,,,,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,
Eastpointe High School,2.61245E+11,Eastpointe Community Schools,2612450,736,77.24,9.53,556,30,586,220,233,169,114,0.005434783,0.00951087,0.82201087,0.008152174,0,0.105978261,0.048913043,403,333,0.547554348,0.452445652,,,,,,,,,,,
Eastpointe Virtual Academy,2.61245E+11,Eastpointe Community Schools,2612450,102,1.33,76.69,79,6,85,0,9,24,,0,0,0.892156863,0,0,0.058823529,0.049019608,58,44,0.568627451,0.431372549,,,,,,,0,0,0,,
Eaton County Youth Facility,2.61641E+11,Grand Ledge Public Schools,2616410,18,1.8,10,13,1,14,,,,,0.055555556,0,0.333333333,0.055555556,0,0.5,0.055555556,14,4,0.777777778,0.222222222,,,,0,0,0,0,0,2,,
Eaton Rapids High School,2.61269E+11,Eaton Rapids Public Schools,2612690,625,38.06,16.42,169,195,364,154,167,139,165,0.0048,0.0096,0.0096,0.0784,0,0.864,0.0336,292,333,0.4672,0.5328,,,,,,,,,0,,
Eaton RESA Meadowview Offsite,2.68038E+11,Eaton Resa,2680380,57,7,8.14,28,1,29,,,,,0,0.01754386,0.01754386,0.052631579,0,0.912280702,0,39,18,0.684210526,0.315789474,1,2,4,3,3,,,,,–,
Eaton RESA Meadowview Onsite,2.68038E+11,Eaton Resa,2680380,31,6,5.17,22,0,22,,,,,0,0,0.064516129,0,0,0.935483871,0,24,7,0.774193548,0.225806452,1,1,2,2,1,,,,,–,
Eau Claire High School,2.61281E+11,Eau Claire Public Schools,2612810,202,10.1,20,174,5,179,57,53,58,34,0,0,0.282178218,0.292079208,0,0.366336634,0.059405941,94,108,0.465346535,0.534653465,,,,,,,,,,,
Ecorse Community High School,2.61293E+11,Ecorse Public Schools,2612930,258,12.4,20.81,199,6,205,69,71,63,55,0.003875969,0,0.813953488,0.089147287,0,0.07751938,0.015503876,143,115,0.554263566,0.445736434,,,,,,,,,0,,
Edison,2.61803E+11,Hazel Park School District Of The City Of,2618030,46,11,4.18,23,1,24,,,,,0,0,0.369565217,0.043478261,0,0.586956522,0,39,7,0.847826087,0.152173913,0,0,0,1,2,3,,,,,
Edsel Ford High School,2.6116E+11,Dearborn City School District,2611600,1620,83.7,19.35,"1,063",43,"1,106",554,378,324,364,0.00308642,0.009876543,0.066666667,0.033950617,0.001234568,0.87962963,0.005555556,879,741,0.542592593,0.457407407,,,,,,,,,,,
Education and Activity Center,2.68086E+11,Newaygo County Resa,2680860,25,3,8.33,13,1,14,,,,,0,0,0.08,0.12,0,0.8,0,15,10,0.6,0.4,0,0,1,0,1,,,,,–,
Edwardsburg Alternative Learning Center,2.61299E+11,Edwardsburg Public Schools,2612990,67,1.78,37.64,43,3,46,17,15,24,11,0,0,0,0.059701493,0,0.895522388,0.044776119,38,29,0.567164179,0.432835821,,,,,,,,,,,
Edwardsburg High School,2.61299E+11,Edwardsburg Public Schools,2612990,817,34,24.03,161,23,184,229,203,191,194,0.006119951,0.006119951,0.007343941,0.034271726,0,0.905752754,0.040391677,425,392,0.520195838,0.479804162,,,,,,,,,,,
Egeler Correctional Facility,2.6E+11,Michigan Department Of Corrections,2600001,0,0,†,–,–,–,0,0,0,0,,,,,,,,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,
Eisenhower High School,2.63447E+11,Utica Community Schools,2634470,1881,86.2,21.82,333,38,371,,632,621,628,0.001594896,0.034024455,0.023391813,0.033492823,0.001594896,0.893673578,0.012227539,978,903,0.519936204,0.480063796,,,,,,,,,,,
Elk Rapids High School,2.61305E+11,Elk Rapids Schools,2613050,404,19.53,20.69,80,11,91,101,95,92,116,0.027227723,0.002475248,0.004950495,0.034653465,0,0.923267327,0.007425743,191,213,0.472772277,0.527227723,,,,,,,,,,,
Ellsworth Community School,2.61311E+11,Ellsworth Community School,2613110,234,18.81,12.44,98,16,114,,,,,0,0,0.012820513,0.047008547,0,0.884615385,0.055555556,122,112,0.521367521,0.478632479,22,16,14,13,17,,,,,–,
Elmer A Knopf Learning Center,2.6804E+11,Genesee Isd,2680400,354,39,9.08,168,8,176,,,,,0,0.011299435,0.299435028,0.016949153,0.005649718,0.655367232,0.011299435,259,95,0.731638418,0.268361582,0,7,12,30,13,22,,,,,
Engadine Schools,2.6156E+11,Engadine Consolidated Schools,2615600,258,17.83,14.47,159,4,163,,,,,0.147286822,0,0.023255814,0.034883721,0,0.728682171,0.065891473,143,115,0.554263566,0.445736434,11,15,18,17,12,,,,,–,
Ernest W Seaholm High School,2.60585E+11,Birmingham Public Schools,2605850,1248,95.59,13.06,110,2,112,284,301,342,294,0.001602564,0.041666667,0.024839744,0.029647436,0.001602564,0.846955128,0.053685897,655,593,0.524839744,0.475160256,,,,,,,,,,,27
Escanaba JuniorSenior High School,2.6135E+11,Escanaba Area Public Schools,2613500,1154,51.2,22.54,510,90,600,184,183,138,,0.047660312,0.008665511,0.00779896,0.012998267,0,0.906412478,0.016464471,579,575,0.501733102,0.498266898,,,,,,,151,127,159,,
Escanaba Student Success Center,2.6135E+11,Escanaba Area Public Schools,2613500,76,1.5,50.67,61,6,67,6,13,27,30,0.144736842,0,0.013157895,0,0,0.815789474,0.026315789,41,35,0.539473684,0.460526316,,,,,,,,,0,,
EUPISD Learning Center,2.68028E+11,Eastern Upper Peninsula Isd,2680280,45,7,6.43,30,3,33,,,,,0.377777778,0.022222222,0.022222222,0.022222222,0,0.555555556,0,35,10,0.777777778,0.222222222,0,1,2,1,1,,,,,–,
Evart High School,2.61356E+11,Evart Public Schools,2613560,266,17.77,14.97,163,23,186,77,61,60,68,0.007518797,0.003759398,0.011278195,0.018796992,0,0.95112782,0.007518797,127,139,0.477443609,0.522556391,,,,,,,,,,,
Everett High School,2.62115E+11,Lansing Public School District,2621150,1420,66.85,21.24,981,38,"1,019",442,248,244,218,0.002112676,0.076760563,0.405633803,0.193661972,0,0.214084507,0.107746479,710,710,0.5,0.5,,,,,,,,134,134,,
EwenTrout Creek Consolidated School,2.60001E+11,Ewen-trout Creek Consolidated School District,2600014,170,19.92,8.53,87,12,99,,,,,0.005882353,0,0,0.029411765,0,0.952941176,0.011764706,81,89,0.476470588,0.523529412,9,7,14,11,11,,,,,–,
Excel Charter Academy,2.60009E+11,Excel Charter Academy,2600093,789,40.11,19.67,362,50,412,,,,,0.001267427,0.072243346,0.276299113,0.166032953,0,0.382762991,0.10139417,390,399,0.494296578,0.505703422,113,84,84,85,84,,,,,–,
Fairview School,2.61056E+11,Fairview Area School District,2610560,302,15.8,19.11,185,24,209,,,,,0,0,0.003311258,0.009933775,0,0.986754967,0,158,144,0.523178808,0.476821192,19,26,20,20,24,,,,,–,
FAPSGEAR UP ACADEMY,2.61425E+11,Fenton Area Public Schools,2614250,77,2.33,33.05,47,6,53,7,,,,0.012987013,0,0.103896104,0.038961039,0,0.727272727,0.116883117,42,35,0.545454545,0.454545455,,,,,2,3,1,1,2,,
Farmington Central High School,2.61407E+11,Farmington Public School District,2614070,147,26.03,5.65,79,2,81,1,20,30,96,0.020408163,0.027210884,0.360544218,0.047619048,0,0.496598639,0.047619048,87,60,0.591836735,0.408163265,,,,,,,,,0,,
Farmington High School,2.61407E+11,Farmington Public School District,2614070,1405,83.88,16.75,315,48,363,355,358,357,335,0.002846975,0.131672598,0.261209964,0.051957295,0.001423488,0.499644128,0.051245552,699,706,0.497508897,0.502491103,,,,,,,,,,,
Farwell High School,2.6141E+11,Farwell Area Schools,2614100,341,13.9,24.53,154,13,167,78,67,61,54,0.005865103,0,0.017595308,0.026392962,0,0.920821114,0.029325513,169,172,0.495601173,0.504398827,,,,,,,,,81,,
Farwell Timberland Alternative High School,2.6141E+11,Farwell Area Schools,2614100,47,1.95,24.1,34,3,37,4,8,11,22,0,0,0,0.021276596,0,0.978723404,0,25,22,0.531914894,0.468085106,,,,,,,,,2,,
Fennville Public High School,2.61423E+11,Fennville Public Schools,2614230,409,20,20.45,262,40,302,109,110,80,110,0,0,0.014669927,0.550122249,0,0.415647922,0.019559902,194,215,0.474327628,0.525672372,,,,,,,,,,,
Fenton Senior High School,2.61425E+11,Fenton Area Public Schools,2614250,1136,63.1,18,323,59,382,275,287,295,279,0.000880282,0.008802817,0.006161972,0.056338028,0.000880282,0.875880282,0.051056338,562,574,0.49471831,0.50528169,,,,,,,,,,,0
Ferndale High School,2.61428E+11,Ferndale Public Schools,2614280,672,38,17.68,336,17,353,184,185,142,156,0.00297619,0.013392857,0.610119048,0.032738095,0.001488095,0.275297619,0.063988095,342,330,0.508928571,0.491071429,,,,,,,,,,,5
Fitzgerald Senior High School,2.61446E+11,Fitzgerald Public Schools,2614460,828,48.19,17.18,692,21,713,214,197,192,225,0.003623188,0.22705314,0.484299517,0.030193237,0,0.211352657,0.043478261,435,393,0.525362319,0.474637681,,,,,,,,,,,
Fitzgerald Virtual Academy,2.61446E+11,Fitzgerald Public Schools,2614460,131,75.13,1.74,111,1,112,,,,,0,0.152671756,0.526717557,0.076335878,0,0.198473282,0.045801527,66,65,0.503816794,0.496183206,0,1,3,4,6,4,,,,,
Flat River Academy,2.60015E+11,Flat River Academy,2600145,132,11.55,11.43,86,6,92,,,,,0,0,0.007575758,0.060606061,0,0.863636364,0.068181818,73,59,0.553030303,0.446969697,16,17,12,16,17,,,,,–,
Flat Rock Academic Virtual Academy 612,2.60708E+11,Flat Rock Community Schools,2607080,175,2.64,66.29,108,4,112,12,11,45,,0,0,0.08,0.057142857,0,0.805714286,0.057142857,82,93,0.468571429,0.531428571,,,,,,,4,7,16,,
Flat Rock Community High School,2.60708E+11,Flat Rock Community Schools,2607080,489,25.65,19.06,167,20,187,138,140,103,108,0.00204499,0.018404908,0.049079755,0.085889571,0,0.81799591,0.026584867,239,250,0.488752556,0.511247444,,,,,,,,,,,
Flex High Burton,2.60112E+11,Flex High School Of Michigan,2601117,95,1.63,58.28,92,0,92,76,12,2,5,0.010526316,0,0.410526316,0.157894737,0,0.347368421,0.073684211,57,38,0.6,0.4,,,,,,,,,,,
Flex High North Flint,2.60112E+11,Flex High School Of Michigan,2601117,144,3.33,43.24,141,0,141,95,25,17,7,0,0,0.770833333,0.034722222,0,0.125,0.069444444,62,82,0.430555556,0.569444444,,,,,,,,,,,
FlexTech High School,2.60098E+11,Flextech High School,2600984,214,14.3,14.97,76,4,80,24,34,58,98,0.004672897,0,0,0.004672897,0,0.985981308,0.004672897,111,103,0.518691589,0.481308411,,,,,,,,,,,
Flextech High School Shepherd,2.60112E+11,Flextech High School Shepherd,2601122,68,5.8,11.72,30,3,33,20,13,10,14,0,0.029411765,0,0.058823529,0.014705882,0.867647059,0.029411765,37,31,0.544117647,0.455882353,,,,,,,,,11,,
Flint Cultural Center Academy,2.60112E+11,Flint Cultural Center Academy,2601124,522,24,21.75,356,35,391,,,,,0,0,0.672413793,0.045977011,0,0.157088123,0.124521073,245,277,0.469348659,0.530651341,75,75,74,75,75,,,,,–,
Flushing High School,2.61455E+11,Flushing Community Schools,2614550,1275,68.07,18.73,434,72,506,347,306,309,311,0.003921569,0.018039216,0.103529412,0.049411765,0.002352941,0.779607843,0.043137255,639,636,0.501176471,0.498823529,,,,,,,,,2,,
Fordson High School,2.6116E+11,Dearborn City School District,2611600,2435,120,20.29,"2,033",61,"2,094",788,604,507,536,0,0.004928131,0.011088296,0.005338809,0,0.977823409,0.000821355,1334,1101,0.547843943,0.452156057,,,,,,,,,,,
Forest Area High School,2.61457E+11,Forest Area Community Schools,2614570,162,10.91,14.85,101,13,114,44,48,32,38,0.012345679,0.00617284,0.018518519,0.024691358,0,0.925925926,0.012345679,67,95,0.413580247,0.586419753,,,,,,,,,,,
Forest Park School,2.61119E+11,Forest Park School District,2611190,444,24.31,18.26,210,30,240,,,,,0.002252252,0.006756757,0.002252252,0.006756757,0,0.936936937,0.045045045,241,203,0.542792793,0.457207207,30,25,35,44,32,,,,,–,
Fowler High School,2.6147E+11,Fowler Public Schools,2614700,184,9.44,19.49,29,12,41,51,44,43,46,0,0.010869565,0.005434783,0.016304348,0,0.967391304,0,100,84,0.543478261,0.456521739,,,,,,,,,,,
Fowlerville High School,2.61473E+11,Fowlerville Community Schools,2614730,846,40,21.15,199,46,245,229,208,214,195,0.007092199,0.008274232,0.014184397,0.027186761,0.001182033,0.933806147,0.008274232,441,405,0.521276596,0.478723404,,,,,,,,,,,
Fowlerville Online Learning Academy,2.61473E+11,Fowlerville Community Schools,2614730,70,0,†,35,0,35,3,4,13,,0.014285714,0,0.028571429,0.014285714,0,0.942857143,0,32,38,0.457142857,0.542857143,,,,,,,2,2,7,,
Francis Reh PSA,2.60022E+11,Francis Reh Psa,2600218,476,31,15.35,461,7,468,,,,,0,0,0.87394958,0.077731092,0,0.014705882,0.033613445,238,238,0.5,0.5,60,53,50,56,48,,,,,–,
Frankenmuth High School,2.61476E+11,Frankenmuth School District,2614760,534,21.68,24.63,63,6,69,123,144,140,123,0,0.007490637,0.020599251,0.041198502,0,0.915730337,0.014981273,283,251,0.529962547,0.470037453,,,,,,,,,,,4
Frankfort High School,2.61479E+11,Frankfort-elberta Area Schools,2614790,236,16.45,14.35,115,7,122,47,40,41,35,0.008474576,0.004237288,0,0.050847458,0,0.872881356,0.063559322,129,107,0.546610169,0.453389831,,,,,,,,33,40,,
Franklin High School,2.62184E+11,Livonia Public Schools School District,2621840,1354,67.23,20.14,433,34,467,353,331,322,348,0.005169867,0.016986706,0.091580502,0.081240768,0,0.758493353,0.046528804,718,636,0.53028065,0.46971935,,,,,,,,,,,
Fraser High School,2.61482E+11,Fraser Public Schools,2614820,1527,78.63,19.42,533,46,579,367,411,364,385,0.001309758,0.016371971,0.143418468,0.029469548,0.000654879,0.753110675,0.055664702,785,742,0.514079895,0.485920105,,,,,,,,,,,
Frederick Douglass Academy for Young Men,2.6011E+11,Detroit Public Schools Community District,2601103,62,11.03,5.62,41,0,41,13,28,10,11,0,0,0.951612903,0.016129032,0,0.032258065,0,62,0,1,0,,,,,,,,,,–,
Frederick V Pankow Center,2.62187E+11,L'anse Creuse Public Schools,2621870,1,28.74,0.03,‡,‡,‡,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,,,,,,,,,,,
Freedom Acres School,2.68054E+11,Ionia Isd,2680540,127,7.9,16.08,49,1,50,,,,,0,0,0.031496063,0.047244094,0,0.88976378,0.031496063,86,41,0.677165354,0.322834646,8,7,5,4,6,,,,,–,
Freeland Middle SchoolHigh School,2.61506E+11,Freeland Community School District,2615060,889,40.1,22.17,144,17,161,147,145,143,130,0.001124859,0.005624297,0.007874016,0.044994376,0,0.914510686,0.025871766,486,403,0.546681665,0.453318335,,,,,,,,145,176,,
Fremont High School,2.61515E+11,Fremont Public School District,2615150,684,33.8,20.24,283,152,435,167,204,147,165,0.001461988,0.01754386,0.014619883,0.05994152,0,0.906432749,0,346,338,0.505847953,0.494152047,,,,,,,,,,,1
Frontier International Academy,2.6003E+11,Frontier International Academy,2600301,693,31,22.35,693,0,693,,,,,0,0.232323232,0.098124098,0.001443001,0,0.666666667,0.001443001,374,319,0.53968254,0.46031746,26,28,27,24,27,26,,,,,
Fruitport Adult Education,2.61539E+11,Fruitport Community Schools,2615390,18,2,9,13,1,14,2,3,6,7,0,0,0.055555556,0.111111111,0,0.777777778,0.055555556,7,11,0.388888889,0.611111111,,,,,,,,,,,
Fruitport Alternative High School,2.61539E+11,Fruitport Community Schools,2615390,17,1,17,13,0,13,0,5,6,6,0.058823529,0,0,0,0,0.882352941,0.058823529,11,6,0.647058824,0.352941176,,,,,,,,,,,
Fruitport High School,2.61539E+11,Fruitport Community Schools,2615390,802,38.6,20.78,356,31,387,227,197,205,173,0.013715711,0.018703242,0.032418953,0.057356608,0.001246883,0.85286783,0.023690773,403,399,0.502493766,0.497506234,,,,,,,,,,,
Fulton Alternative Education,2.61542E+11,Fulton Schools,2615420,2,3.4,0.59,‡,‡,‡,0,0,0,2,0,0,0.5,0,0,0.5,0,2,0,1,0,,,,,,,,0,0,,
Fulton High School,2.61542E+11,Fulton Schools,2615420,162,5.55,29.19,63,4,67,52,30,43,37,0,0,0,0.055555556,0,0.895061728,0.049382716,87,75,0.537037037,0.462962963,,,,,,,,,,,
GalesburgAugusta Alternative Education,2.61545E+11,Galesburg-augusta Community Schools,2615450,7,0,†,‡,‡,‡,1,2,2,2,0,0,0.142857143,0,0,0.857142857,0,6,1,0.857142857,0.142857143,,,,,,,,,,,
GalesburgAugusta High School,2.61545E+11,Galesburg-augusta Community Schools,2615450,366,22.78,16.07,135,10,145,80,68,71,73,0.005464481,0,0.024590164,0.040983607,0,0.87431694,0.054644809,187,179,0.510928962,0.489071038,,,,,,,,,74,,
Garber High School,2.61353E+11,Essexville-hampton Public Schools,2613530,546,58.63,9.31,144,14,158,168,118,120,140,0,0.005494505,0.010989011,0.04029304,0,0.913919414,0.029304029,279,267,0.510989011,0.489010989,,,,,,,,,,,
Garden City High School,2.61554E+11,Garden City Public Schools,2615540,856,60.5,14.15,355,31,386,306,190,187,173,0.004672897,0.017523364,0.089953271,0.067757009,0.002336449,0.789719626,0.028037383,431,425,0.503504673,0.496495327,,,,,,,,,,,
Gateway to CollegeMott Community College,2.61452E+11,Flint School District Of The City Of,2614520,16,0,†,11,0,11,1,4,6,5,0,0,0.5,0,0.0625,0.4375,0,5,11,0.3125,0.6875,,,,,,,,,,,
Gateway To Success Academy,2.6011E+11,Gateway To Success Academy,2601097,122,7.2,16.94,92,2,94,36,21,23,,0,0,0.081967213,0.155737705,0,0.737704918,0.024590164,62,60,0.508196721,0.491803279,,,,,,,4,13,17,,
Gaylord High SchoolVoc Bldg,2.61573E+11,Gaylord Community Schools,2615730,960,48.08,19.97,377,41,418,245,259,199,257,0.009375,0.007291667,0.009375,0.025,0.001041667,0.926041667,0.021875,484,476,0.504166667,0.495833333,,,,,,,,,,,
Genesee Career Institute,2.6804E+11,Genesee Isd,2680400,0,39,0,–,–,–,0,0,0,0,,,,,,,,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,
Genesee County Jail,2.62472E+11,MT. Morris Consolidated Schools,2624720,18,2.67,6.74,12,0,12,0,18,0,0,0,0,0.833333333,0.111111111,0,0.055555556,0,17,1,0.944444444,0.055555556,,,,,,,,,,,
Genesee County Juvenile Justice Center,2.62472E+11,MT. Morris Consolidated Schools,2624720,17,2.33,7.3,13,0,13,11,,,,0,0,0.352941176,0.058823529,0,0.529411765,0.058823529,14,3,0.823529412,0.176470588,,,,,0,0,0,0,0,,
Genesee Early College,2.60789E+11,Carman-ainsworth Community Schools,2607890,165,0,†,85,5,90,32,31,34,68,0,0.006060606,0.442424242,0.127272727,0,0.363636364,0.060606061,58,107,0.351515152,0.648484848,,,,,,,,,,,
Genesee High School,2.61575E+11,Genesee School District,2615750,356,16.93,21.03,276,40,316,70,53,57,56,0.005617978,0.005617978,0.081460674,0.126404494,0,0.719101124,0.061797753,169,187,0.474719101,0.525280899,,,,,,,,70,50,,
Genesee STEM Academy,2.60104E+11,Genesee Stem Academy,2601039,287,15,19.13,273,6,279,,,,,0,0.013937282,0.930313589,0.013937282,0,0.010452962,0.031358885,151,136,0.526132404,0.473867596,18,25,25,30,24,,,,,–,
GIRESD Center Programs,2.68046E+11,Gratiot-isabella Resd,2680460,107,53,2.02,68,12,80,,,,,0.037383178,0,0.028037383,0.074766355,0,0.822429907,0.037383178,78,29,0.728971963,0.271028037,2,7,1,3,8,,,,,–,
Gladstone Area High School,2.61597E+11,Gladstone Area Schools,2615970,443,21.21,20.89,123,22,145,139,101,95,108,0.065462754,0.004514673,0.011286682,0.011286682,0,0.891647856,0.015801354,233,210,0.525959368,0.474040632,,,,,,,,,,,
Gladwin Community Alternative HS,2.61599E+11,Gladwin Community Schools,2615990,26,2.13,12.21,17,2,19,0,5,7,14,0,0,0,0,0,0.884615385,0.115384615,11,15,0.423076923,0.576923077,,,,,,,,,,,
