school_name,school_id,school_district,school_district_id,total_students,teachers,student_teacher_ratio,lunch_free_count,lunch_reduced_count,lunch_total_count,9,10,11,12,American Indian/Alaska Native,Asian,Black,Hispanic,Native Hawaiian/Pacific Islander,White,Two or MoreRaces,Male,Female,Male_Pct,Female_Pct,KG,1,2,3,4,5,6,7,8,PK,Ungraded
Saranac JrSr High School,2.63093E+11,Saranac Community Schools,2630930,423,20.86,20.28,115,6,121,72,81,53,76,0,0.002364066,0.009456265,0.052009456,0,0.912529551,0.023640662,225,198,0.531914894,0.468085106,,,,,,,,63,78,,
Satterlee School,2.61716E+11,Greenville Public Schools,2617160,37,1,37,30,0,30,1,10,8,18,0,0,0.027027027,0.135135135,0,0.810810811,0.027027027,22,15,0.594594595,0.405405405,,,,,,,,0,0,,
Saugatuck High School,2.63096E+11,Saugatuck Public Schools,2630960,289,14.95,19.33,78,11,89,76,64,58,91,0.003460208,0.027681661,0.003460208,0.089965398,0,0.858131488,0.017301038,158,131,0.546712803,0.453287197,,,,,,,,,,,
Sault Area Career Center,2.63099E+11,Sault STE. Marie Area Schools,2630990,0,7.53,0,–,–,–,0,0,0,0,,,,,,,,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,
Sault Area High School,2.63099E+11,Sault STE. Marie Area Schools,2630990,758,27.85,27.22,235,21,256,219,194,173,168,0.401055409,0.006596306,0.01055409,0.009234828,0.003957784,0.563324538,0.005277045,401,357,0.529023747,0.470976253,,,,,,,,,0,,4
Schoolcraft High School,2.63102E+11,Schoolcraft Community Schools,2631020,478,24.63,19.41,102,22,124,77,93,67,86,0.00209205,0.0041841,0.0041841,0.031380753,0,0.928870293,0.029288703,253,225,0.529288703,0.470711297,,,,,,,,76,79,,
Seiter Education Service Center,2.68083E+11,Montcalm Area Isd,2680830,60,10,6,56,2,58,,,,,0,0.016666667,0.05,0.05,0,0.866666667,0.016666667,45,15,0.75,0.25,1,4,0,3,2,,,,,–,
SER Metro YouthBuild Learning Academy,2.6011E+11,Detroit Public Schools Community District,2601103,116,0,†,92,1,93,40,21,26,29,0.00862069,0,0.75862069,0.155172414,0,0.077586207,0,74,42,0.637931034,0.362068966,,,,,,,,,,,
Shared Time,2.61644E+11,Grand Rapids Public Schools,2616440,0,52.6,0,–,–,–,,,,,,,,,,,,0,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0,,,,,
Shawono Center,2.6E+11,Michigan Department Of Human Services,2600004,27,0,†,12,0,12,4,3,13,,0,0,0.333333333,0.037037037,0,0.62962963,0,27,0,1,0,,,,,,,0,0,0,,
Shelby High School,2.63132E+11,Shelby Public Schools,2631320,378,25.96,14.56,211,29,240,88,95,89,106,0.007936508,0,0.021164021,0.433862434,0,0.531746032,0.005291005,200,178,0.529100529,0.470899471,,,,,,,,,,,
Sheldon Pines School,2.6809E+11,Ottawa Area Isd,2680900,21,4.2,5,15,1,16,,,,,0,0.095238095,0,0.285714286,0,0.523809524,0.095238095,20,1,0.952380952,0.047619048,0,0,0,1,0,2,,,,,
Shepherd High School,2.63138E+11,Shepherd Public Schools,2631380,509,22.75,22.37,186,27,213,134,139,112,124,0.037328094,0.001964637,0.001964637,0.031434185,0.001964637,0.907662083,0.017681729,250,259,0.491159136,0.508840864,,,,,,,,,,,
Shiawassee RESD Student Learning Center West,2.68098E+11,Shiawassee Regional Esd,2680975,179,16,11.19,123,7,130,,,,,0,0,0.005586592,0.055865922,0,0.910614525,0.027932961,134,45,0.748603352,0.251396648,3,10,15,9,15,,,,,–,
Sigma Academy for Leadership and Early Middle College,2.60113E+11,Sigma Academy For Leadership And Early Middle College,2601129,49,6.55,7.48,45,0,45,,,,,0,0,0.93877551,0.06122449,0,0,0,25,24,0.510204082,0.489795918,3,4,5,7,7,3,,,,,
Skyline High School,2.60282E+11,Ann Arbor Public Schools,2602820,1323,78.22,16.91,243,8,251,315,352,347,309,0.000755858,0.108843537,0.117157974,0.090702948,0.000755858,0.584278156,0.097505669,688,635,0.520030234,0.479969766,,,,,,,,,,,
SLCEvergreen,2.68052E+11,Ingham Isd,2680520,28,4.79,5.85,16,2,18,,,,,0.035714286,0,0,0,0,0.892857143,0.071428571,22,6,0.785714286,0.214285714,0,0,0,0,0,0,,,,,
SOAR Academic Institute,2.63228E+11,South Redford School District,2632280,169,5.75,29.39,97,2,99,19,22,27,,0,0.01183432,0.674556213,0.01183432,0,0.24852071,0.053254438,111,58,0.656804734,0.343195266,,,,,,,3,9,7,,
South Central Michigan Virtual,2.61962E+11,Jackson Public Schools,2619620,353,0.1,3530,264,13,277,,,,,0.002832861,0.011331445,0.252124646,0.079320113,0.002832861,0.552407932,0.099150142,163,190,0.461756374,0.538243626,11,10,14,18,14,12,,,,,
South Haven High School,2.6323E+11,South Haven Public Schools,2632300,568,30.9,18.38,293,28,321,184,135,140,109,0.003521127,0.008802817,0.112676056,0.197183099,0,0.593309859,0.084507042,270,298,0.475352113,0.524647887,,,,,,,,,,,
South Lake High School,2.63222E+11,South Lake Schools,2632220,515,26.12,19.72,289,30,319,140,131,138,106,0,0.009708738,0.732038835,0.029126214,0,0.178640777,0.050485437,240,275,0.466019417,0.533980583,,,,,,,,,,,
South Lyon East High School,2.63225E+11,South Lyon Community Schools,2632250,1188,55.35,21.46,201,18,219,331,282,289,286,0.000841751,0.056397306,0.054713805,0.064814815,0,0.784511785,0.038720539,565,623,0.475589226,0.524410774,,,,,,,,,,,
South Lyon High School,2.63225E+11,South Lyon Community Schools,2632250,1326,68.14,19.46,188,21,209,309,345,319,339,0,0.034690799,0.018853695,0.044494721,0,0.883107089,0.018853695,657,669,0.495475113,0.504524887,,,,,,,,,,,14
Southeast Career Pathways,2.61644E+11,Grand Rapids Public Schools,2616440,103,4,25.75,91,4,95,1,3,19,80,0.019417476,0,0.553398058,0.262135922,0,0.077669903,0.087378641,72,31,0.699029126,0.300970874,,,,,,,,,,,
Southeastern High School,2.6011E+11,Detroit Public Schools Community District,2601103,556,27.4,20.29,452,8,460,202,200,88,66,0,0.001798561,0.987410072,0,0,0.008992806,0.001798561,298,258,0.535971223,0.464028777,,,,,,,,,,,
Southern Michigan Center for Science Industry SMCSI,2.61881E+11,Hudson Area Schools,2618810,0,0.66,0,–,–,–,0,0,0,,,,,,,,,0,0,#DIV/0!,#DIV/0!,,,,,,,0,0,0,,
Southfield High School for the Arts and Technology,2.63231E+11,Southfield Public School District,2632310,1212,69.64,17.4,676,57,733,315,330,293,274,0.001650165,0.008250825,0.938943894,0.017326733,0.001650165,0.020627063,0.011551155,641,571,0.528877888,0.471122112,,,,,,,,,,,
Southfield Regional Academic Campus,2.63231E+11,Southfield Public School District,2632310,117,11.6,10.09,77,6,83,1,7,43,66,0,0,0.957264957,0.025641026,0,0.008547009,0.008547009,75,42,0.641025641,0.358974359,,,,,,,,,,,
Southgate Anderson High School,2.63234E+11,Southgate Community School District,2632340,1029,48.1,21.39,456,34,490,299,221,223,284,0.001943635,0.008746356,0.091350826,0.129251701,0.000971817,0.734693878,0.033041788,520,509,0.505344995,0.494655005,,,,,,,,,,,2
Southside Special Educ School,2.62556E+11,Niles Community Schools,2625560,38,6,6.33,20,2,22,8,,,,0,0,0.026315789,0.052631579,0,0.815789474,0.105263158,25,13,0.657894737,0.342105263,,,,,0,1,1,4,2,,
Southwest MiddleHigh Academia Bilingue,2.61644E+11,Grand Rapids Public Schools,2616440,260,13,20,221,12,233,62,61,0,0,0,0,0.069230769,0.911538462,0,0.007692308,0.011538462,132,128,0.507692308,0.492307692,,,,,,,,75,62,,
Southwestern Classical Academy,2.61452E+11,Flint School District Of The City Of,2614520,533,29.4,18.13,491,8,499,282,145,53,53,0,0.001876173,0.806754221,0.028142589,0.001876173,0.12945591,0.031894934,305,228,0.572232645,0.427767355,,,,,,,,,,,
Sparta Senior High School,2.63237E+11,Sparta Area Schools,2632370,851,40.08,21.23,296,36,332,251,192,213,195,0.008225617,0.007050529,0.011750881,0.122209166,0,0.833137485,0.017626322,456,395,0.535840188,0.464159812,,,,,,,,,,,
SPECIAL EDUCATION,2.63225E+11,South Lyon Community Schools,2632250,0,0,†,–,–,–,,,,,,,,,,,,0,0,#DIV/0!,#DIV/0!,0,0,0,0,0,,,,,0,
Special Education Building,2.63649E+11,Woodhaven-brownstown School District,2636485,0,23,0,–,–,–,,,,,,,,,,,,0,0,#DIV/0!,#DIV/0!,0,0,0,0,0,,,,,0,
Special Education Services,2.6804E+11,Genesee Isd,2680400,14,8.35,1.68,8,0,8,,,,,0,0,0.142857143,0.071428571,0,0.785714286,0,12,2,0.857142857,0.142857143,0,0,0,0,3,2,,,,,
Spring Lake Alternative Education,2.63255E+11,Spring Lake Public Schools,2632550,35,1.6,21.88,19,0,19,0,8,8,19,0.028571429,0.028571429,0.057142857,0.057142857,0,0.771428571,0.057142857,15,20,0.428571429,0.571428571,,,,,,,,,,,
Spring Lake High School,2.63255E+11,Spring Lake Public Schools,2632550,831,40,20.78,100,22,122,226,212,184,209,0.001203369,0.024067389,0.018050542,0.025270758,0.002406739,0.913357401,0.015643803,407,424,0.48977136,0.51022864,,,,,,,,,,,
Springport High School,2.63261E+11,Springport Public Schools,2632610,307,16.2,18.95,157,17,174,81,69,74,83,0.009771987,0,0.003257329,0.029315961,0.003257329,0.905537459,0.048859935,146,161,0.475570033,0.524429967,,,,,,,,,,,
St Charles Community MiddleHigh School,2.63264E+11,ST. Charles Community Schools,2632640,342,21.61,15.83,137,7,144,76,54,61,40,0.002923977,0,0.002923977,0.067251462,0,0.906432749,0.020467836,181,161,0.529239766,0.470760234,,,,,,,,64,45,,
St Charles Virtual School,2.63264E+11,ST. Charles Community Schools,2632640,105,0.23,456.52,66,1,67,,,,,0.00952381,0.019047619,0.114285714,0.085714286,0,0.733333333,0.038095238,53,52,0.504761905,0.495238095,2,2,0,1,3,1,,,,,
St Clair County Intervention Academy,2.60032E+11,ST. Clair County Intervention Academy,2600316,48,4.2,11.43,48,0,48,9,10,5,,0,0,0.229166667,0.083333333,0,0.666666667,0.020833333,35,13,0.729166667,0.270833333,,,,,,,0,0,5,,
St Clair High School,2.61242E+11,East China School District,2612420,746,35.43,21.06,169,9,178,180,195,191,180,0,0.021447721,0.008042895,0.016085791,0,0.946380697,0.008042895,375,371,0.502680965,0.497319035,,,,,,,,,,,
St Ignace Juvenile Detention Facility,2.60001E+11,ST. Ignace Area Schools,2600012,6,1.17,5.13,‡,‡,‡,2,,,,0.333333333,0,0.166666667,0,0,0.5,0,3,3,0.5,0.5,,,,,0,0,0,0,0,,
St Johns High School,2.63282E+11,ST. Johns Public Schools,2632820,935,46.53,20.09,188,24,212,256,244,215,220,0.00855615,0.004278075,0.00855615,0.07486631,0,0.867379679,0.036363636,465,470,0.497326203,0.502673797,,,,,,,,,,,
St Joseph High School,2.63285E+11,ST. Joseph Public Schools,2632850,1034,63.35,16.32,187,20,207,238,269,246,281,0.003868472,0.045454545,0.089941973,0.046421663,0.000967118,0.777562863,0.035783366,528,506,0.510638298,0.489361702,,,,,,,,,,,
St Louis Correctional Facility,2.6E+11,Michigan Department Of Corrections,2600001,5,0,†,‡,‡,‡,0,0,0,0,0,0,0.8,0,0,0.2,0,5,0,1,0,,,,,,,,,,,5
St Louis High School,2.63288E+11,ST. Louis Public Schools,2632880,321,16.1,19.94,160,4,164,70,97,85,69,0.003115265,0,0.034267913,0.109034268,0,0.84423676,0.009345794,164,157,0.510903427,0.489096573,,,,,,,,,,,
StandishSterling Central JrSr High School,2.63294E+11,Standish-sterling Community Schools,2632940,692,34.83,19.87,308,42,350,128,125,115,105,0.00867052,0.007225434,0.002890173,0.018786127,0,0.955202312,0.007225434,349,343,0.50433526,0.49566474,,,,,,,,110,109,,
Star International Academy,2.60023E+11,Star International Academy,2600228,1629,87.85,18.54,"1,437",57,"1,494",,,,,0,0.01903008,0.04849601,0.005524862,0,0.923265807,0.003683241,780,849,0.478821363,0.521178637,127,134,137,113,141,,,,,–,
Starkweather Academy Fiegel,2.62856E+11,Plymouth-canton Community Schools,2628560,157,14.4,10.9,67,5,72,0,65,33,59,0.01910828,0.044585987,0.184713376,0.050955414,0,0.630573248,0.070063694,88,69,0.560509554,0.439490446,,,,,,,,,,,
Stephenson Area Public School,2.633E+11,Stephenson Area Public Schools,2633000,459,24.9,18.43,190,42,232,,,,,0,0.002178649,0.004357298,0.045751634,0,0.932461874,0.015250545,236,223,0.51416122,0.48583878,39,36,29,31,30,42,,,,,
Sterling Heights Senior HS,2.63519E+11,Warren Consolidated Schools,2635190,1444,66.1,21.85,973,89,"1,062",357,371,376,340,0.001385042,0.119113573,0.103185596,0.020083102,0.000692521,0.727839335,0.027700831,737,707,0.510387812,0.489612188,,,,,,,,,,,0
Stevenson High School,2.62184E+11,Livonia Public Schools School District,2621840,1627,76.6,21.24,274,25,299,403,402,393,429,0.002458513,0.032575292,0.048555624,0.067609096,0,0.809465274,0.039336202,813,814,0.499692686,0.500307314,,,,,,,,,,,
Stockbridge JrSr High School,2.63303E+11,Stockbridge Community Schools,2633030,591,31.33,18.86,190,28,218,87,102,102,113,0,0.001692047,0.016920474,0.050761421,0,0.922165821,0.008460237,321,270,0.543147208,0.456852792,,,,,,,,92,92,,
Stoney Creek High School,2.62994E+11,Rochester Community School District,2629940,1496,71.25,21,192,5,197,377,396,363,360,0.004010695,0.070855615,0.016042781,0.068850267,0.001336898,0.808823529,0.030080214,752,744,0.502673797,0.497326203,,,,,,,,0,0,,
STRIVE Academy,2.63282E+11,ST. Johns Public Schools,2632820,39,1.5,26,23,1,24,0,14,10,15,0,0.025641026,0,0.153846154,0,0.820512821,0,24,15,0.615384615,0.384615385,,,,,,,,,,–,
Stuckey Center,2.62946E+11,Redford Union Schools District NO. 1,2629460,85,18.2,4.67,58,3,61,,,,,0,0,0.352941176,0.058823529,0,0.588235294,0,67,18,0.788235294,0.211764706,0,0,0,4,4,8,,,,,
Student Support Services,2.6099E+11,Clarkston Community School District,2609900,1,0,†,‡,‡,‡,,,,,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,,,,,–,
Sturgis High School,2.63309E+11,Sturgis Public Schools,2633090,977,44,22.2,547,54,601,237,261,242,237,0,0.01432958,0.022517912,0.381780962,0,0.553735926,0.027635619,483,494,0.494370522,0.505629478,,,,,,,,,,,
Sturgis Schools Adult Education Center,2.63309E+11,Sturgis Public Schools,2633090,35,2.67,13.11,22,1,23,,,,,0,0,0,0.428571429,0,0.571428571,0,11,24,0.314285714,0.685714286,0,0,0,0,0,,,,,–,
Success Academy,2.63468E+11,Van Dyke Public Schools,2634680,64,4.25,15.06,61,1,62,6,15,13,,0,0.015625,0.5625,0.015625,0,0.34375,0.0625,34,30,0.53125,0.46875,,,,,,,0,4,5,,
Success Virtual Learning Centers of Michigan,2.6011E+11,Success Virtual Learning Centers Of Michigan,2601104,1658,23,72.09,"1,248",23,"1,271",520,431,469,238,0.007840772,0.00482509,0.255729795,0.180337756,0.001809409,0.446924005,0.102533172,763,895,0.460193004,0.539806996,,,,,,,,,,,
Summerfield JuniorSenior High School,2.63312E+11,Summerfield Schools,2633120,266,15.05,17.67,52,9,61,41,40,48,41,0,0,0.011278195,0.04887218,0,0.932330827,0.007518797,128,138,0.481203008,0.518796992,,,,,,,,41,55,,
Summit Academy North High School,2.60023E+11,Summit Academy North,2600225,622,29.35,21.19,328,11,339,148,174,153,147,0.001607717,0.020900322,0.524115756,0.077170418,0,0.348874598,0.02733119,327,295,0.525723473,0.474276527,,,,,,,,,,,
Sunrise Academy,2.61305E+11,Elk Rapids Schools,2613050,20,0.9,22.22,13,1,14,0,6,4,10,0.05,0,0,0,0,0.9,0.05,8,12,0.4,0.6,,,,,,,,,,,
Superior Central School,2.60002E+11,Superior Central School District,2600019,343,21.08,16.27,159,33,192,,,,,0.090379009,0.008746356,0.011661808,0.008746356,0.002915452,0.871720117,0.005830904,178,165,0.518950437,0.481049563,35,20,24,32,27,,,,,–,
Suttons Bay Senior High School,2.63336E+11,Suttons Bay Public Schools,2633360,158,7.78,20.31,72,10,82,41,39,39,39,0.151898734,0.018987342,0,0.215189873,0,0.563291139,0.050632911,73,85,0.462025316,0.537974684,,,,,,,,,,,
Suttons Bay Virtual School,2.63336E+11,Suttons Bay Public Schools,2633360,213,6.96,30.6,111,8,119,,,,,0.056338028,0.004694836,0.009389671,0.056338028,0.009389671,0.816901408,0.046948357,100,113,0.469483568,0.530516432,4,5,10,12,8,14,,,,,
Swan Valley Adult and Alternative Education,2.63341E+11,Swan Valley School District,2633410,28,0.25,112,14,0,14,0,0,11,17,0,0,0.035714286,0.285714286,0,0.607142857,0.071428571,16,12,0.571428571,0.428571429,,,,,,,,,,,
Swan Valley High School,2.63341E+11,Swan Valley School District,2633410,538,30.35,17.73,137,4,141,132,149,139,114,0.001858736,0.005576208,0.026022305,0.165427509,0,0.765799257,0.035315985,307,231,0.57063197,0.42936803,,,,,,,,,,,4
Swartz Creek High School,2.63342E+11,Swartz Creek Community Schools,2633420,1052,47.34,22.22,390,34,424,313,261,241,237,0.002851711,0.008555133,0.092205323,0.057984791,0,0.781368821,0.057034221,542,510,0.515209125,0.484790875,,,,,,,,,,,
Swartz Creek Virtual Learning Center,2.63342E+11,Swartz Creek Community Schools,2633420,165,1.8,91.67,105,6,111,,,,,0,0,0.151515152,0.072727273,0,0.672727273,0.103030303,91,74,0.551515152,0.448484848,0,0,0,0,0,0,,,,,
Tawas Area High School,2.63351E+11,Tawas Area Schools,2633510,380,20.03,18.97,150,8,158,94,88,94,104,0.002631579,0.031578947,0.010526316,0.034210526,0,0.878947368,0.042105263,185,195,0.486842105,0.513157895,,,,,,,,,,,
Taylor Career and Technical Center,2.63354E+11,Taylor School District,2633540,0,11.97,0,–,–,–,0,0,0,0,,,,,,,,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,
Taylor High School,2.63354E+11,Taylor School District,2633540,1286,73.33,17.54,830,37,867,512,295,240,239,0.00155521,0.014774495,0.291601866,0.097978227,0,0.527216174,0.066874028,653,633,0.50777605,0.49222395,,,,,,,,,,,
Taylor Preparatory High School,2.60106E+11,Taylor Preparatory High School,2601061,416,22.63,18.38,267,24,291,142,126,74,74,0.004807692,0.014423077,0.512019231,0.120192308,0.002403846,0.283653846,0.0625,188,228,0.451923077,0.548076923,,,,,,,,,,,
Taylor Virtual Learning Academy,2.63354E+11,Taylor School District,2633540,584,0,†,390,15,405,131,103,91,,0.006849315,0.010273973,0.318493151,0.099315068,0,0.505136986,0.059931507,315,269,0.539383562,0.460616438,,,,,,,49,57,76,,
TBA Career Tech Center,2.68044E+11,Northwest Education Services,2680440,0,35.4,0,–,–,–,,,0,0,,,,,,,,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,
Technical Education Center,2.68094E+11,ST. Clair County Resa,2680940,0,15.45,0,–,–,–,,,0,0,,,,,,,,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,
Tecumseh High School,2.63372E+11,Tecumseh Public Schools,2633720,751,37.5,20.03,155,35,190,219,176,214,142,0.003994674,0.005326232,0.003994674,0.067909454,0,0.90412783,0.014647137,368,383,0.490013316,0.509986684,,,,,,,,,,,
Tecumseh Virtual Academy,2.63372E+11,Tecumseh Public Schools,2633720,77,1,77,29,2,31,,,,,0,0.012987013,0.025974026,0.168831169,0,0.727272727,0.064935065,39,38,0.506493506,0.493506494,3,2,4,2,4,,,,,–,
Tekonsha Schools,2.63375E+11,Tekonsha Community Schools,2633750,222,14.69,15.11,131,11,142,,,,,0.013513514,0.004504505,0.004504505,0.067567568,0,0.878378378,0.031531532,113,109,0.509009009,0.490990991,18,15,10,9,19,14,,,,,
The Early College Lansing Community College,2.68052E+11,Ingham Isd,2680520,98,0,†,24,1,25,,0,4,94,0,0.081632653,0.112244898,0.112244898,0,0.591836735,0.102040816,31,67,0.316326531,0.683673469,,,,,,,,,,,
The Greenspire School,2.60098E+11,The Greenspire School,2600983,132,8.2,16.1,42,2,44,0,0,0,,0.007575758,0.007575758,0.007575758,0.037878788,0,0.856060606,0.083333333,71,61,0.537878788,0.462121212,,,,,,,47,38,47,,
The Greenspire School,2.60098E+11,The Greenspire School,2600983,61,3.5,17.43,20,1,21,43,18,0,0,0.016393443,0.016393443,0.049180328,0.06557377,0,0.852459016,0,28,33,0.459016393,0.540983607,,,,,,,,,,,
The Harper Woods College and Career Institute,2.61776E+11,Harper Woods The School District Of The City Of,2617760,0,1,0,–,–,–,0,0,0,0,,,,,,,,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,
The Learning Community,2.60789E+11,Carman-ainsworth Community Schools,2607890,0,4,0,–,–,–,,,,,,,,,,,,0,0,#DIV/0!,#DIV/0!,0,0,0,0,0,,,,,0,
The Learning CoOp,2.62472E+11,MT. Morris Consolidated Schools,2624720,5,1,5,‡,‡,‡,3,1,0,,0,0,0.6,0,0,0.4,0,4,1,0.8,0.2,,,,,,,0,0,0,,
The Lincoln Center,2.63654E+11,Wyandotte School District Of The City Of,2636540,141,32.6,4.33,70,4,74,,,,,0,0.021276596,0.177304965,0.085106383,0,0.687943262,0.028368794,123,18,0.872340426,0.127659574,2,3,5,12,6,,,,,–,
The LINK A Pathway to Success,2.62814E+11,Pinckney Community Schools,2628140,38,0.17,223.53,17,0,17,0,2,11,25,0,0,0.026315789,0.026315789,0,0.894736842,0.052631579,22,16,0.578947368,0.421052632,,,,,,,,,,,
The New Standard Academy,2.60102E+11,The New Standard Academy,2601018,742,120.25,6.17,723,1,724,,,,,0,0,0.956873315,0.013477089,0,0.013477089,0.016172507,375,367,0.505390836,0.494609164,104,56,73,69,67,,,,,–,
The School at Marygrove,2.6011E+11,Detroit Public Schools Community District,2601103,284,18,15.78,166,7,173,99,88,97,0,0.003521127,0,0.971830986,0.003521127,0,0.01056338,0.01056338,120,164,0.422535211,0.577464789,,,,,,,,,,,
The SER Learning Academy East,2.6011E+11,Detroit Public Schools Community District,2601103,57,0,†,48,1,49,24,12,12,9,0,0,1,0,0,0,0,34,23,0.596491228,0.403508772,,,,,,,,,,,
The Success Academy,2.63039E+11,Saginaw School District Of The City Of,2630390,102,6,17,87,3,90,19,21,33,,0,0.009803922,0.794117647,0.12745098,0,0.058823529,0.009803922,62,40,0.607843137,0.392156863,,,,,,,0,6,4,,
Thornapple Kellogg High School,2.63381E+11,Thornapple Kellogg School District,2633810,974,49.2,19.8,262,46,308,238,249,231,256,0.002053388,0.014373717,0.009240246,0.055441478,0,0.889117043,0.029774127,517,457,0.530800821,0.469199179,,,,,,,,,,,
Three Rivers High School,2.63384E+11,Three Rivers Community Schools,2633840,684,36.1,18.95,267,27,294,232,177,143,130,0.001461988,0.005847953,0.05994152,0.08625731,0.001461988,0.75877193,0.08625731,351,333,0.513157895,0.486842105,,,,,,,,,,,2
Thumb Correctional Facility,2.6E+11,Michigan Department Of Corrections,2600001,9,0,†,5,0,5,0,0,0,0,0,0,0.666666667,0,0,0.333333333,0,9,0,1,0,,,,,,,,,,,9
Tier III Intervention Academy,2.62874E+11,Pontiac City School District,2628740,10,0,†,7,0,7,0,0,2,8,0,0,0.2,0.7,0,0.1,0,4,6,0.4,0.6,,,,,,,,,,,
Tipton Academy 48,2.60104E+11,Tipton Academy,2601036,206,10.92,18.86,148,7,155,0,,,,0,0.014563107,0.373786408,0.077669903,0,0.451456311,0.082524272,98,108,0.475728155,0.524271845,,,,,43,39,45,40,39,,
Transition Services,2.61995E+11,Kalamazoo Public Schools,2619950,27,2.25,12,17,0,17,0,0,0,0,0.037037037,0,0.518518519,0.111111111,0,0.259259259,0.074074074,18,9,0.666666667,0.333333333,,,,,,,,,,,27
Traverse City High School,2.63387E+11,Traverse City Area Public Schools,2633870,156,7.45,20.94,104,5,109,1,22,39,94,0.057692308,0,0.025641026,0.08974359,0,0.762820513,0.064102564,72,84,0.461538462,0.538461538,,,,,,,,,,–,
Trenton High School,2.6339E+11,Trenton Public Schools,2633900,887,40.64,21.83,245,22,267,246,207,217,216,0.003382187,0.014656144,0.019165727,0.067643743,0,0.864712514,0.030439684,486,401,0.547914318,0.452085682,,,,,,,,,,,1
Tri County Educational Center,2.61428E+11,Ferndale Public Schools,2614280,363,8.96,40.51,301,9,310,13,31,57,262,0,0.002754821,0.889807163,0.016528926,0.002754821,0.063360882,0.024793388,200,163,0.550964187,0.449035813,,,,,,,,,,,
Tri County Senior High School,2.63393E+11,Tri County Area Schools,2633930,583,32.25,18.08,235,18,253,141,154,137,151,0.003430532,0.001715266,0.010291595,0.065180103,0,0.881646655,0.037735849,283,300,0.48542024,0.51457976,,,,,,,,,,,
Trillium Academy,2.60028E+11,Trillium Academy,2600277,664,126.25,5.26,467,34,501,,,,,0.001506024,0.028614458,0.356927711,0.125,0.018072289,0.445783133,0.024096386,337,327,0.50753012,0.49246988,60,52,53,55,52,38,,,,,
TriTownship School,2.62934E+11,Rapid River Public Schools,2629340,283,19.95,14.19,129,9,138,,,,,0.017667845,0,0.007067138,0.003533569,0.007067138,0.798586572,0.166077739,147,136,0.519434629,0.480565371,27,20,10,13,15,23,,,,,
Troy College and Career High School,2.63426E+11,Troy School District,2634260,175,8.06,21.71,62,0,62,,,,,0,0.062857143,0.142857143,0.04,0,0.714285714,0.04,108,67,0.617142857,0.382857143,0,0,0,0,0,0,,,,,
Troy High School,2.63426E+11,Troy School District,2634260,2098,116.7,17.98,220,30,250,550,515,516,517,0.000953289,0.432793136,0.043374643,0.043851287,0.000476644,0.437082936,0.041468065,1035,1063,0.493326978,0.506673022,,,,,,,,,,,
Turning Point Academy,2.6011E+11,Detroit Public Schools Community District,2601103,27,6.5,4.15,23,0,23,,,,,0,0,0.962962963,0,0,0.037037037,0,17,10,0.62962963,0.37037037,0,0,0,1,0,0,,,,,
Tuscola Technology Center,2.68098E+11,Tuscola Isd,2680980,0,16,0,–,–,–,0,0,0,0,,,,,,,,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,
Ubly Community JrSr High School,2.63438E+11,Ubly Community Schools,2634380,320,18.49,17.31,105,12,117,56,46,48,,0,0,0,0.015625,0,0.975,0.009375,166,154,0.51875,0.48125,,,,,,,58,35,38,,
UCS Alternative Learning Center,2.63447E+11,Utica Community Schools,2634470,181,8.57,21.12,106,7,113,0,8,37,136,0,0.016574586,0.127071823,0.055248619,0,0.740331492,0.060773481,132,49,0.729281768,0.270718232,,,,,,,,,,,
Union City High School,2.63441E+11,Union City Community Schools,2634410,337,16.52,20.4,160,43,203,88,89,74,86,0,0,0.002967359,0.026706231,0.002967359,0.943620178,0.023738872,180,157,0.534124629,0.465875371,,,,,,,,,,,
Union High School,2.61644E+11,Grand Rapids Public Schools,2616440,952,53,17.96,827,45,872,283,345,137,187,0.004201681,0.008403361,0.337184874,0.5,0,0.093487395,0.056722689,487,465,0.511554622,0.488445378,,,,,,,,,,,
Union High School,2.61215E+11,Dowagiac Union School District,2612150,565,25.16,22.46,291,48,339,200,154,104,107,0.007079646,0,0.083185841,0.169911504,0,0.612389381,0.127433628,280,285,0.495575221,0.504424779,,,,,,,,,,,
Union High Transition,2.61644E+11,Grand Rapids Public Schools,2616440,55,2,27.5,35,6,41,9,20,19,7,0,0.018181818,0.454545455,0.218181818,0,0.254545455,0.054545455,42,13,0.763636364,0.236363636,,,,,,,,,,,0
UnionvilleSebewaing High School,2.63444E+11,Unionville-sebewaing Area S.D.,2634440,226,10.35,21.84,60,10,70,53,59,58,56,0.004424779,0.004424779,0.004424779,0.053097345,0,0.92920354,0.004424779,100,126,0.442477876,0.557522124,,,,,,,,,,,
Unity Alternative School,2.62205E+11,Lowell Area Schools,2622050,15,1,15,10,1,11,0,0,1,14,0,0,0.066666667,0.066666667,0,0.866666667,0,7,8,0.466666667,0.533333333,,,,,,,,,,,
