,Unnamed: 0,field,home_plate,foul_ft,fop_ft,foul_pct,match,mat2
204,227,Turtle Creek Stadium (Traverse City),"-85.66068730000001,44.6817024,0",29642.8090088008,109821.929666064,21.2546979906564,turtle creek stadium (traverse city),[]
205,228,U of M,"-83.7420742,42.2678568,0",19421.1852379546,100851.272327708,16.1476581014831,u of m,[]
206,229,Ubly high School,"-82.9346814,43.7078311,0",19712.9042639796,86329.7040142597,18.5896071249549,ubly high school,[]
207,230,USA - unionville - Youth ,"-83.4709366,43.650357,0",35923.7075233105,12533.4500260227,74.1349871517686,usa - unionville - youth ,[]
208,231,USA - Unionville Seabawing - Youth ,"-83.47093599999999,43.650734,0",8032.99037488856,40293.7220994069,16.6222570574425,usa - unionville seabawing - youth ,[]
209,232,USA - Unionville Seabawing High School,"-83.46441950000001,43.6938966,0",27687.4472021898,84001.5342201517,24.7897750069832,usa - unionville seabawing high school,[]
210,233,Waverly High School,"-84.62533190000001,42.7320798,0",31021.2122010525,88726.0732983957,25.9055661025363,waverly high school,[]
211,234,Wayne State Univ,"-83.0772235,42.3564168,0",25322.1832973462,98360.1359206714,20.473567650935,wayne state univ,[]
212,236,West Bloomfield HS,"-83.3594581,42.5673665,0",23398.9239480609,95260.5998614213,19.7193812994141,west bloomfield hs,['west bloomfield hs']
213,238,West Michigan Whitecaps,"-85.659582,43.0402454,0",32999.1370713479,111689.779491495,22.8069556779183,west michigan whitecaps,[]
214,239,Westside Park (Lansing),"-84.58129580000001,42.7423296,0",37391.6316938058,96628.6320650972,27.8999836629719,westside park (lansing),[]
215,240,Whaley Park - Flint,"-83.6667195,43.0507408,0",37414.1060112728,112630.905674464,24.9352548218231,whaley park - flint,[]
216,241,Whiteford High School - Ottawa Lake,"-83.70111919999999,41.7665817,0",34576.0939773925,140217.068675106,19.7811478736912,whiteford high school - ottawa lake,[]
217,242,Whitehall High School,"-86.33278559999999,43.4045055,0",28215.4906478724,91519.0984743564,23.5650289984869,whitehall high school,[]
218,243,Whitmore Lake High School,"-83.7708313,42.3876304,0",34917.1350464746,93541.6653227178,27.1815826911992,whitmore lake high school,[]
219,244,Whittemore-Prescott High School,"-83.8844484,44.2293306,0",16954.5369255904,82035.2666209027,17.1275589183559,whittemore-prescott high school,['whittemore-prescott hs']
220,245,Williamston High School,"-84.28086999999999,42.6987035,0",31596.1132138609,90368.6527386715,25.9059351830821,williamston high school,[]
221,246,WMU,"-85.6030368,42.2844309,0",29814.0136939614,104839.848507134,22.1412243262924,wmu,[]
