teamName,games_played,runs_scored_mean,runs_scored_median,runs_scored_total,runs_allowed_count,runs_allowed_mean,runs_allowed_median,runs_allowed_total,A_runs_scored,H_runs_scored,A_runs_allowed,H_runs_allowed,games,run_differential_home,run_differential_away,run_differential,runs_scored_avg,runs_allowed_avg,runs_scored_avg_home,runs_scored_avg_away,runs_allowed_avg_home,runs_allowed_avg_away,run_differential_avg,home_runs_scored_avg,home_runs_allowed_avg,home_run_differential_avg,away_runs_scored_avg,away_runs_allowed_avg,loss_playoff,win_playoff,wins_playoff,losses_playoff,games_playoff,runs_scored_playoff,runs_allowed_playoff,run_differential_playoff
Marine City Cardinal Mooney,24,5.708333333333333,5.0,137.0,24,3.4583333333333335,3.0,83.0,91.0,46.0,60.0,23.0,24,23.0,31.0,54.0,5.708333333333333,3.4583333333333335,1.9166666666666667,3.7916666666666665,0.9583333333333334,2.5,2.25,1.9166666666666667,0.9583333333333334,0.9583333333333334,3.7916666666666665,2.5,1.0,2.0,2.0,1.0,3.0,19.0,10.0,3.0
Marion,18,12.88888888888889,12.0,232.0,18,2.888888888888889,2.0,52.0,68.0,164.0,27.0,25.0,18,139.0,41.0,180.0,12.88888888888889,2.888888888888889,9.11111111111111,3.7777777777777777,1.3888888888888888,1.5,10.0,9.11111111111111,1.3888888888888888,7.722222222222222,3.7777777777777777,1.5,1.0,2.0,2.0,1.0,3.0,37.0,9.0,9.333333333333334
Marlette,25,6.96,5.0,174.0,25,8.12,7.0,203.0,35.0,139.0,59.0,144.0,25,-5.0,-24.0,-29.0,6.96,8.12,5.56,1.4,5.76,2.36,-1.16,5.56,5.76,-0.2,1.4,2.36,1.0,1.0,1.0,1.0,2.0,13.0,25.0,-6.0
Marquette,23,6.173913043478261,5.0,142.0,23,5.391304347826087,5.0,124.0,53.0,89.0,56.0,68.0,23,21.0,-3.0,18.0,6.173913043478261,5.391304347826087,3.869565217391304,2.3043478260869565,2.9565217391304346,2.4347826086956523,0.782608695652174,3.869565217391304,2.9565217391304346,0.9130434782608695,2.3043478260869565,2.4347826086956523,1.0,0.0,0.0,1.0,1.0,0.0,6.0,-6.0
Marshall,18,3.888888888888889,4.0,70.0,18,4.666666666666667,4.0,84.0,31.0,39.0,50.0,34.0,18,5.0,-19.0,-14.0,3.888888888888889,4.666666666666667,2.1666666666666665,1.7222222222222223,1.8888888888888888,2.7777777777777777,-0.7777777777777778,2.1666666666666665,1.8888888888888888,0.2777777777777778,1.7222222222222223,2.7777777777777777,1.0,1.0,1.0,1.0,2.0,9.0,12.0,-1.5
Martin,21,5.0476190476190474,4.0,106.0,21,11.238095238095237,12.0,236.0,31.0,75.0,96.0,140.0,21,-65.0,-65.0,-130.0,5.0476190476190474,11.238095238095237,3.5714285714285716,1.4761904761904763,6.666666666666667,4.571428571428571,-6.190476190476191,3.5714285714285716,6.666666666666667,-3.0952380952380953,1.4761904761904763,4.571428571428571,1.0,0.0,0.0,1.0,1.0,2.0,12.0,-10.0
Marysville,31,3.225806451612903,3.0,100.0,31,7.32258064516129,5.0,227.0,59.0,41.0,136.0,91.0,31,-50.0,-77.0,-127.0,3.225806451612903,7.32258064516129,1.3225806451612903,1.903225806451613,2.935483870967742,4.387096774193548,-4.096774193548387,1.3225806451612903,2.935483870967742,-1.6129032258064515,1.903225806451613,4.387096774193548,1.0,0.0,0.0,1.0,1.0,0.0,9.0,-9.0
Mason,25,6.56,5.0,164.0,25,4.84,5.0,121.0,102.0,62.0,57.0,64.0,25,-2.0,45.0,43.0,6.56,4.84,2.48,4.08,2.56,2.28,1.72,2.48,2.56,-0.08,4.08,2.28,1.0,2.0,2.0,1.0,3.0,21.0,15.0,2.0
Mason County Central,24,6.5,5.5,156.0,24,3.9166666666666665,3.5,94.0,76.0,80.0,71.0,23.0,24,57.0,5.0,62.0,6.5,3.9166666666666665,3.3333333333333335,3.1666666666666665,0.9583333333333334,2.9583333333333335,2.5833333333333335,3.3333333333333335,0.9583333333333334,2.375,3.1666666666666665,2.9583333333333335,1.0,0.0,0.0,1.0,1.0,4.0,7.0,-3.0
Mason County Eastern,15,6.133333333333334,4.0,92.0,15,11.4,12.0,171.0,80.0,12.0,103.0,68.0,15,-56.0,-23.0,-79.0,6.133333333333334,11.4,0.8,5.333333333333333,4.533333333333333,6.866666666666666,-5.266666666666667,0.8,4.533333333333333,-3.7333333333333334,5.333333333333333,6.866666666666666,1.0,0.0,0.0,1.0,1.0,6.0,10.0,-4.0
Mattawan,37,6.405405405405405,4.0,237.0,37,3.081081081081081,3.0,114.0,146.0,91.0,68.0,46.0,37,45.0,78.0,123.0,6.405405405405405,3.081081081081081,2.4594594594594597,3.945945945945946,1.2432432432432432,1.837837837837838,3.324324324324324,2.4594594594594597,1.2432432432432432,1.2162162162162162,3.945945945945946,1.837837837837838,1.0,6.0,6.0,1.0,7.0,61.0,11.0,7.142857142857143
Mayville,26,6.423076923076923,5.0,167.0,26,5.115384615384615,4.0,133.0,76.0,91.0,81.0,52.0,26,39.0,-5.0,34.0,6.423076923076923,5.115384615384615,3.5,2.923076923076923,2.0,3.1153846153846154,1.3076923076923077,3.5,2.0,1.5,2.923076923076923,3.1153846153846154,1.0,0.0,0.0,1.0,1.0,0.0,15.0,-15.0
McBain,15,4.733333333333333,2.0,71.0,15,10.733333333333333,10.0,161.0,33.0,38.0,46.0,115.0,15,-77.0,-13.0,-90.0,4.733333333333333,10.733333333333333,2.533333333333333,2.2,7.666666666666667,3.066666666666667,-6.0,2.533333333333333,7.666666666666667,-5.133333333333334,2.2,3.066666666666667,1.0,0.0,0.0,1.0,1.0,2.0,4.0,-2.0
Melvindale,24,7.708333333333333,6.5,185.0,24,5.833333333333333,4.0,140.0,131.0,54.0,97.0,43.0,24,11.0,34.0,45.0,7.708333333333333,5.833333333333333,2.25,5.458333333333333,1.7916666666666667,4.041666666666667,1.875,2.25,1.7916666666666667,0.4583333333333333,5.458333333333333,4.041666666666667,1.0,1.0,1.0,1.0,2.0,17.0,19.0,-1.0
Memphis,28,5.25,3.5,147.0,28,7.714285714285714,7.5,216.0,92.0,55.0,102.0,114.0,28,-59.0,-10.0,-69.0,5.25,7.714285714285714,1.9642857142857142,3.2857142857142856,4.071428571428571,3.642857142857143,-2.4642857142857144,1.9642857142857142,4.071428571428571,-2.107142857142857,3.2857142857142856,3.642857142857143,1.0,0.0,0.0,1.0,1.0,0.0,14.0,-14.0
Mendon,30,8.733333333333333,10.0,262.0,30,3.533333333333333,2.5,106.0,87.0,175.0,44.0,62.0,30,113.0,43.0,156.0,8.733333333333333,3.533333333333333,5.833333333333333,2.9,2.066666666666667,1.4666666666666666,5.2,5.833333333333333,2.066666666666667,3.7666666666666666,2.9,1.4666666666666666,1.0,1.0,1.0,1.0,2.0,12.0,12.0,0.0
Menominee,13,4.538461538461538,3.0,59.0,13,12.692307692307692,13.0,165.0,19.0,40.0,81.0,84.0,13,-44.0,-62.0,-106.0,4.538461538461538,12.692307692307692,3.076923076923077,1.4615384615384615,6.461538461538462,6.230769230769231,-8.153846153846153,3.076923076923077,6.461538461538462,-3.3846153846153846,1.4615384615384615,6.230769230769231,1.0,0.0,0.0,1.0,1.0,3.0,13.0,-10.0
Merrill,35,10.314285714285715,10.0,361.0,35,3.4,2.0,119.0,187.0,174.0,67.0,52.0,35,122.0,120.0,242.0,10.314285714285715,3.4,4.9714285714285715,5.3428571428571425,1.4857142857142858,1.9142857142857144,6.914285714285715,4.9714285714285715,1.4857142857142858,3.4857142857142858,5.3428571428571425,1.9142857142857144,1.0,2.0,2.0,1.0,3.0,25.0,16.0,3.0
Mesick,32,9.4375,10.0,302.0,32,6.09375,3.0,195.0,96.0,206.0,84.0,111.0,32,95.0,12.0,107.0,9.4375,6.09375,6.4375,3.0,3.46875,2.625,3.34375,6.4375,3.46875,2.96875,3.0,2.625,1.0,1.0,1.0,1.0,2.0,17.0,23.0,-3.0
Michigan Center,23,5.739130434782608,4.0,132.0,23,7.217391304347826,6.0,166.0,50.0,82.0,90.0,76.0,23,6.0,-40.0,-34.0,5.739130434782608,7.217391304347826,3.5652173913043477,2.1739130434782608,3.3043478260869565,3.9130434782608696,-1.4782608695652173,3.5652173913043477,3.3043478260869565,0.2608695652173913,2.1739130434782608,3.9130434782608696,1.0,0.0,0.0,1.0,1.0,2.0,22.0,-20.0
Middleville Thornapple Kellogg,28,3.0714285714285716,2.0,86.0,28,7.392857142857143,7.5,207.0,43.0,43.0,88.0,119.0,28,-76.0,-45.0,-121.0,3.0714285714285716,7.392857142857143,1.5357142857142858,1.5357142857142858,4.25,3.142857142857143,-4.321428571428571,1.5357142857142858,4.25,-2.7142857142857144,1.5357142857142858,3.142857142857143,1.0,0.0,0.0,1.0,1.0,0.0,5.0,-5.0
Midland,36,6.111111111111111,4.5,220.0,36,2.75,2.0,99.0,123.0,97.0,54.0,45.0,36,52.0,69.0,121.0,6.111111111111111,2.75,2.6944444444444446,3.4166666666666665,1.25,1.5,3.361111111111111,2.6944444444444446,1.25,1.4444444444444444,3.4166666666666665,1.5,1.0,0.0,0.0,1.0,1.0,2.0,7.0,-5.0
Midland Bullock Creek,36,7.277777777777778,6.0,262.0,36,2.388888888888889,2.0,86.0,168.0,94.0,53.0,33.0,36,61.0,115.0,176.0,7.277777777777778,2.388888888888889,2.611111111111111,4.666666666666667,0.9166666666666666,1.4722222222222223,4.888888888888889,2.611111111111111,0.9166666666666666,1.6944444444444444,4.666666666666667,1.4722222222222223,1.0,0.0,0.0,1.0,1.0,2.0,3.0,-1.0
Midland Dow,39,7.410256410256411,6.0,289.0,39,3.6923076923076925,3.0,144.0,113.0,176.0,46.0,98.0,39,78.0,67.0,145.0,7.410256410256411,3.6923076923076925,4.512820512820513,2.8974358974358974,2.5128205128205128,1.1794871794871795,3.717948717948718,4.512820512820513,2.5128205128205128,2.0,2.8974358974358974,1.1794871794871795,1.0,2.0,2.0,1.0,3.0,13.0,4.0,3.0
Milan,32,5.84375,4.0,187.0,32,4.40625,4.0,141.0,91.0,96.0,68.0,73.0,32,23.0,23.0,46.0,5.84375,4.40625,3.0,2.84375,2.28125,2.125,1.4375,3.0,2.28125,0.71875,2.84375,2.125,1.0,1.0,1.0,1.0,2.0,3.0,14.0,-5.5
Milford,36,3.611111111111111,3.5,130.0,36,5.527777777777778,4.5,199.0,51.0,79.0,80.0,119.0,36,-40.0,-29.0,-69.0,3.611111111111111,5.527777777777778,2.1944444444444446,1.4166666666666667,3.3055555555555554,2.2222222222222223,-1.9166666666666667,2.1944444444444446,3.3055555555555554,-1.1111111111111112,1.4166666666666667,2.2222222222222223,1.0,0.0,0.0,1.0,1.0,1.0,9.0,-8.0
Millington,40,6.35,6.0,254.0,40,3.825,3.0,153.0,83.0,171.0,39.0,114.0,40,57.0,44.0,101.0,6.35,3.825,4.275,2.075,2.85,0.975,2.525,4.275,2.85,1.425,2.075,0.975,1.0,2.0,2.0,1.0,3.0,14.0,10.0,1.3333333333333333
Mio,42,8.476190476190476,6.0,356.0,42,5.523809523809524,3.0,232.0,236.0,120.0,206.0,26.0,42,94.0,30.0,124.0,8.476190476190476,5.523809523809524,2.857142857142857,5.619047619047619,0.6190476190476191,4.904761904761905,2.9523809523809526,2.857142857142857,0.6190476190476191,2.238095238095238,5.619047619047619,4.904761904761905,2.0,0.0,0.0,2.0,2.0,8.0,14.0,-3.0
Monroe,35,5.9714285714285715,5.0,209.0,35,3.1142857142857143,2.0,109.0,132.0,77.0,62.0,47.0,35,30.0,70.0,100.0,5.9714285714285715,3.1142857142857143,2.2,3.7714285714285714,1.3428571428571427,1.7714285714285714,2.857142857142857,2.2,1.3428571428571427,0.8571428571428571,3.7714285714285714,1.7714285714285714,1.0,1.0,1.0,1.0,2.0,22.0,2.0,10.0
Monroe Jefferson,36,4.611111111111111,3.0,166.0,36,9.333333333333334,9.0,336.0,41.0,125.0,119.0,217.0,36,-92.0,-78.0,-170.0,4.611111111111111,9.333333333333334,3.4722222222222223,1.1388888888888888,6.027777777777778,3.3055555555555554,-4.722222222222222,3.4722222222222223,6.027777777777778,-2.5555555555555554,1.1388888888888888,3.3055555555555554,1.0,0.0,0.0,1.0,1.0,0.0,13.0,-13.0
Monroe St Mary Catholic Central,34,7.411764705882353,6.5,252.0,34,5.852941176470588,5.0,199.0,92.0,160.0,87.0,112.0,34,48.0,5.0,53.0,7.411764705882353,5.852941176470588,4.705882352941177,2.7058823529411766,3.2941176470588234,2.5588235294117645,1.5588235294117647,4.705882352941177,3.2941176470588234,1.411764705882353,2.7058823529411766,2.5588235294117645,1.0,1.0,1.0,1.0,2.0,19.0,8.0,5.5
Montague,36,8.333333333333334,8.0,300.0,36,4.305555555555555,4.0,155.0,154.0,146.0,110.0,45.0,36,101.0,44.0,145.0,8.333333333333334,4.305555555555555,4.055555555555555,4.277777777777778,1.25,3.0555555555555554,4.027777777777778,4.055555555555555,1.25,2.8055555555555554,4.277777777777778,3.0555555555555554,1.0,1.0,1.0,1.0,2.0,16.0,18.0,-1.0
Montrose,22,7.590909090909091,7.0,167.0,22,6.5,7.0,143.0,91.0,76.0,60.0,83.0,22,-7.0,31.0,24.0,7.590909090909091,6.5,3.4545454545454546,4.136363636363637,3.772727272727273,2.727272727272727,1.0909090909090908,3.4545454545454546,3.772727272727273,-0.3181818181818182,4.136363636363637,2.727272727272727,1.0,3.0,3.0,1.0,4.0,37.0,19.0,4.5
Morenci,19,3.0,1.0,57.0,19,12.473684210526315,14.0,237.0,37.0,20.0,80.0,157.0,19,-137.0,-43.0,-180.0,3.0,12.473684210526315,1.0526315789473684,1.9473684210526316,8.263157894736842,4.2105263157894735,-9.473684210526315,1.0526315789473684,8.263157894736842,-7.2105263157894735,1.9473684210526316,4.2105263157894735,1.0,0.0,0.0,1.0,1.0,0.0,14.0,-14.0
Morley Stanwood,20,4.55,1.5,91.0,20,6.85,7.5,137.0,53.0,38.0,64.0,73.0,20,-35.0,-11.0,-46.0,4.55,6.85,1.9,2.65,3.65,3.2,-2.3,1.9,3.65,-1.75,2.65,3.2,1.0,0.0,0.0,1.0,1.0,5.0,6.0,-1.0
Morrice,26,6.961538461538462,6.0,181.0,26,7.5,6.5,195.0,97.0,84.0,133.0,62.0,26,22.0,-36.0,-14.0,6.961538461538462,7.5,3.230769230769231,3.730769230769231,2.3846153846153846,5.115384615384615,-0.5384615384615384,3.230769230769231,2.3846153846153846,0.8461538461538461,3.730769230769231,5.115384615384615,1.0,1.0,1.0,1.0,2.0,19.0,21.0,-1.0
Mount Pleasant,39,7.512820512820513,5.0,293.0,39,3.769230769230769,3.0,147.0,134.0,159.0,65.0,82.0,39,77.0,69.0,146.0,7.512820512820513,3.769230769230769,4.076923076923077,3.4358974358974357,2.1025641025641026,1.6666666666666667,3.7435897435897436,4.076923076923077,2.1025641025641026,1.9743589743589745,3.4358974358974357,1.6666666666666667,1.0,1.0,1.0,1.0,2.0,14.0,10.0,2.0
Mount Pleasant Sacred Heart,39,9.64102564102564,8.0,376.0,39,3.3333333333333335,2.0,130.0,168.0,208.0,36.0,94.0,39,114.0,132.0,246.0,9.64102564102564,3.3333333333333335,5.333333333333333,4.3076923076923075,2.41025641025641,0.9230769230769231,6.3076923076923075,5.333333333333333,2.41025641025641,2.923076923076923,4.3076923076923075,0.9230769230769231,1.0,1.0,1.0,1.0,2.0,13.0,12.0,0.5
Mt Morris,21,7.9523809523809526,8.0,167.0,21,4.476190476190476,4.0,94.0,66.0,101.0,61.0,33.0,21,68.0,5.0,73.0,7.9523809523809526,4.476190476190476,4.809523809523809,3.142857142857143,1.5714285714285714,2.9047619047619047,3.4761904761904763,4.809523809523809,1.5714285714285714,3.238095238095238,3.142857142857143,2.9047619047619047,1.0,0.0,0.0,1.0,1.0,7.0,14.0,-7.0
Muskegon,26,0.8076923076923077,0.0,21.0,26,18.615384615384617,18.0,484.0,17.0,4.0,246.0,238.0,26,-234.0,-229.0,-463.0,0.8076923076923077,18.615384615384617,0.15384615384615385,0.6538461538461539,9.153846153846153,9.461538461538462,-17.807692307692307,0.15384615384615385,9.153846153846153,-9.0,0.6538461538461539,9.461538461538462,1.0,0.0,0.0,1.0,1.0,0.0,15.0,-15.0
Muskegon Catholic Central,39,9.538461538461538,9.0,372.0,39,2.8974358974358974,2.0,113.0,185.0,187.0,78.0,35.0,39,152.0,107.0,259.0,9.538461538461538,2.8974358974358974,4.794871794871795,4.743589743589744,0.8974358974358975,2.0,6.641025641025641,4.794871794871795,0.8974358974358975,3.8974358974358974,4.743589743589744,2.0,1.0,3.0,3.0,1.0,4.0,32.0,7.0,6.25
Muskegon Mona Shores,34,8.441176470588236,6.0,287.0,34,2.2058823529411766,1.0,75.0,139.0,148.0,35.0,40.0,34,108.0,104.0,212.0,8.441176470588236,2.2058823529411766,4.352941176470588,4.088235294117647,1.1764705882352942,1.0294117647058822,6.235294117647059,4.352941176470588,1.1764705882352942,3.176470588235294,4.088235294117647,1.0294117647058822,1.0,3.0,3.0,1.0,4.0,38.0,7.0,7.75
Muskegon Oakridge,29,5.068965517241379,4.0,147.0,29,4.344827586206897,3.0,126.0,77.0,70.0,53.0,73.0,29,-3.0,24.0,21.0,5.068965517241379,4.344827586206897,2.413793103448276,2.6551724137931036,2.5172413793103448,1.8275862068965518,0.7241379310344828,2.413793103448276,2.5172413793103448,-0.10344827586206896,2.6551724137931036,1.8275862068965518,1.0,0.0,0.0,1.0,1.0,1.0,5.0,-4.0
Muskegon Orchard View,32,4.1875,2.5,134.0,32,9.65625,10.5,309.0,87.0,47.0,190.0,119.0,32,-72.0,-103.0,-175.0,4.1875,9.65625,1.46875,2.71875,3.71875,5.9375,-5.46875,1.46875,3.71875,-2.25,2.71875,5.9375,1.0,0.0,0.0,1.0,1.0,2.0,11.0,-9.0
Muskegon Reeths-Puffer,33,6.03030303030303,5.0,199.0,33,4.7272727272727275,4.0,156.0,96.0,103.0,62.0,94.0,33,9.0,34.0,43.0,6.03030303030303,4.7272727272727275,3.121212121212121,2.909090909090909,2.8484848484848486,1.878787878787879,1.303030303030303,3.121212121212121,2.8484848484848486,0.2727272727272727,2.909090909090909,1.878787878787879,1.0,0.0,0.0,1.0,1.0,5.0,6.0,-1.0
Muskegon Western Michigan Christian,27,5.074074074074074,4.0,137.0,27,6.296296296296297,5.0,170.0,66.0,71.0,82.0,88.0,27,-17.0,-16.0,-33.0,5.074074074074074,6.296296296296297,2.6296296296296298,2.4444444444444446,3.259259259259259,3.037037037037037,-1.2222222222222223,2.6296296296296298,3.259259259259259,-0.6296296296296297,2.4444444444444446,3.037037037037037,1.0,1.0,1.0,1.0,2.0,9.0,14.0,-2.5
Napoleon,33,5.9393939393939394,4.0,196.0,33,7.121212121212121,6.0,235.0,113.0,83.0,115.0,120.0,33,-37.0,-2.0,-39.0,5.9393939393939394,7.121212121212121,2.515151515151515,3.4242424242424243,3.6363636363636362,3.484848484848485,-1.1818181818181819,2.515151515151515,3.6363636363636362,-1.121212121212121,3.4242424242424243,3.484848484848485,1.0,0.0,0.0,1.0,1.0,0.0,6.0,-6.0
Negaunee,27,6.074074074074074,5.0,164.0,27,4.62962962962963,4.0,125.0,88.0,76.0,76.0,49.0,27,27.0,12.0,39.0,6.074074074074074,4.62962962962963,2.814814814814815,3.259259259259259,1.8148148148148149,2.814814814814815,1.4444444444444444,2.814814814814815,1.8148148148148149,1.0,3.259259259259259,2.814814814814815,1.0,1.0,1.0,1.0,2.0,14.0,6.0,4.0
New Baltimore Anchor Bay,25,4.36,4.0,109.0,25,3.68,4.0,92.0,62.0,47.0,45.0,47.0,25,0.0,17.0,17.0,4.36,3.68,1.88,2.48,1.88,1.8,0.68,1.88,1.88,0.0,2.48,1.8,1.0,0.0,0.0,1.0,1.0,0.0,2.0,-2.0
New Boston Huron,31,5.516129032258065,4.0,171.0,31,2.3870967741935485,2.0,74.0,108.0,63.0,49.0,25.0,31,38.0,59.0,97.0,5.516129032258065,2.3870967741935485,2.032258064516129,3.4838709677419355,0.8064516129032258,1.5806451612903225,3.129032258064516,2.032258064516129,0.8064516129032258,1.2258064516129032,3.4838709677419355,1.5806451612903225,1.0,2.0,2.0,1.0,3.0,8.0,3.0,1.6666666666666667
New Buffalo,16,3.8125,2.5,61.0,16,7.375,6.5,118.0,12.0,49.0,67.0,51.0,16,-2.0,-55.0,-57.0,3.8125,7.375,3.0625,0.75,3.1875,4.1875,-3.5625,3.0625,3.1875,-0.125,0.75,4.1875,1.0,0.0,0.0,1.0,1.0,1.0,11.0,-10.0
New Haven,27,8.777777777777779,9.0,237.0,27,6.111111111111111,4.0,165.0,106.0,131.0,41.0,124.0,27,7.0,65.0,72.0,8.777777777777779,6.111111111111111,4.851851851851852,3.925925925925926,4.592592592592593,1.5185185185185186,2.6666666666666665,4.851851851851852,4.592592592592593,0.25925925925925924,3.925925925925926,1.5185185185185186,1.0,0.0,0.0,1.0,1.0,4.0,6.0,-2.0
New Haven Merritt Academy,12,5.75,3.5,69.0,12,7.416666666666667,7.0,89.0,46.0,23.0,66.0,23.0,12,0.0,-20.0,-20.0,5.75,7.416666666666667,1.9166666666666667,3.8333333333333335,1.9166666666666667,5.5,-1.6666666666666667,1.9166666666666667,1.9166666666666667,0.0,3.8333333333333335,5.5,1.0,0.0,0.0,1.0,1.0,1.0,7.0,-6.0
New Lothrop,32,6.71875,6.5,215.0,32,6.59375,5.5,211.0,80.0,135.0,64.0,147.0,32,-12.0,16.0,4.0,6.71875,6.59375,4.21875,2.5,4.59375,2.0,0.125,4.21875,4.59375,-0.375,2.5,2.0,1.0,1.0,1.0,1.0,2.0,14.0,6.0,4.0
Newaygo,38,5.7631578947368425,5.0,219.0,38,4.7631578947368425,3.0,181.0,67.0,152.0,55.0,126.0,38,26.0,12.0,38.0,5.7631578947368425,4.7631578947368425,4.0,1.763157894736842,3.3157894736842106,1.4473684210526316,1.0,4.0,3.3157894736842106,0.6842105263157895,1.763157894736842,1.4473684210526316,1.0,2.0,2.0,1.0,3.0,6.0,11.0,-1.6666666666666667
Newberry,18,1.8888888888888888,1.0,34.0,18,7.666666666666667,7.0,138.0,18.0,16.0,38.0,100.0,18,-84.0,-20.0,-104.0,1.8888888888888888,7.666666666666667,0.8888888888888888,1.0,5.555555555555555,2.111111111111111,-5.777777777777778,0.8888888888888888,5.555555555555555,-4.666666666666667,1.0,2.111111111111111,2.0,0.0,0.0,2.0,2.0,4.0,12.0,-4.0
Niles,24,4.791666666666667,3.5,115.0,24,4.75,4.5,114.0,62.0,53.0,71.0,43.0,24,10.0,-9.0,1.0,4.791666666666667,4.75,2.2083333333333335,2.5833333333333335,1.7916666666666667,2.9583333333333335,0.041666666666666664,2.2083333333333335,1.7916666666666667,0.4166666666666667,2.5833333333333335,2.9583333333333335,1.0,1.0,1.0,1.0,2.0,5.0,12.0,-3.5
Niles Brandywine,31,8.709677419354838,7.0,270.0,31,2.6129032258064515,1.0,81.0,113.0,157.0,42.0,39.0,31,118.0,71.0,189.0,8.709677419354838,2.6129032258064515,5.064516129032258,3.6451612903225805,1.2580645161290323,1.3548387096774193,6.096774193548387,5.064516129032258,1.2580645161290323,3.806451612903226,3.6451612903225805,1.3548387096774193,1.0,2.0,2.0,1.0,3.0,35.0,16.0,6.333333333333333
North Adams-Jerome,40,5.8,4.0,232.0,40,6.65,6.5,266.0,82.0,150.0,88.0,178.0,40,-28.0,-6.0,-34.0,5.8,6.65,3.75,2.05,4.45,2.2,-0.85,3.75,4.45,-0.7,2.05,2.2,2.0,0.0,0.0,2.0,2.0,8.0,12.0,-2.0
North Branch,36,7.416666666666667,7.5,267.0,36,3.0,1.0,108.0,153.0,114.0,58.0,50.0,36,64.0,95.0,159.0,7.416666666666667,3.0,3.1666666666666665,4.25,1.3888888888888888,1.6111111111111112,4.416666666666667,3.1666666666666665,1.3888888888888888,1.7777777777777777,4.25,1.6111111111111112,1.0,3.0,3.0,1.0,4.0,30.0,17.0,3.25
North Farmington,30,3.566666666666667,4.0,107.0,30,7.333333333333333,7.0,220.0,44.0,63.0,83.0,137.0,30,-74.0,-39.0,-113.0,3.566666666666667,7.333333333333333,2.1,1.4666666666666666,4.566666666666666,2.7666666666666666,-3.7666666666666666,2.1,4.566666666666666,-2.466666666666667,1.4666666666666666,2.7666666666666666,1.0,0.0,0.0,1.0,1.0,3.0,10.0,-7.0
North Muskegon,40,8.85,8.5,354.0,40,3.275,2.5,131.0,204.0,150.0,69.0,62.0,40,88.0,135.0,223.0,8.85,3.275,3.75,5.1,1.55,1.725,5.575,3.75,1.55,2.2,5.1,1.725,1.0,3.0,3.0,1.0,4.0,23.0,13.0,2.5
Northville,34,6.882352941176471,6.0,234.0,34,2.1176470588235294,1.0,72.0,126.0,108.0,36.0,36.0,34,72.0,90.0,162.0,6.882352941176471,2.1176470588235294,3.176470588235294,3.7058823529411766,1.0588235294117647,1.0588235294117647,4.764705882352941,3.176470588235294,1.0588235294117647,2.1176470588235294,3.7058823529411766,1.0588235294117647,1.0,2.0,2.0,1.0,3.0,10.0,6.0,1.3333333333333333
Norway,29,8.517241379310345,10.0,247.0,29,1.793103448275862,1.0,52.0,117.0,130.0,28.0,24.0,29,106.0,89.0,195.0,8.517241379310345,1.793103448275862,4.482758620689655,4.0344827586206895,0.8275862068965517,0.9655172413793104,6.724137931034483,4.482758620689655,0.8275862068965517,3.6551724137931036,4.0344827586206895,0.9655172413793104,1.0,3.0,3.0,1.0,4.0,37.0,8.0,7.25
Novi,40,6.0,5.0,240.0,40,2.325,2.0,93.0,64.0,176.0,37.0,56.0,40,120.0,27.0,147.0,6.0,2.325,4.4,1.6,1.4,0.925,3.675,4.4,1.4,3.0,1.6,0.925,0.0,7.0,7.0,0.0,7.0,51.0,14.0,5.285714285714286
Novi Christian Academy,19,7.157894736842105,7.0,136.0,19,6.7894736842105265,6.0,129.0,64.0,72.0,52.0,77.0,19,-5.0,12.0,7.0,7.157894736842105,6.7894736842105265,3.789473684210526,3.3684210526315788,4.052631578947368,2.736842105263158,0.3684210526315789,3.789473684210526,4.052631578947368,-0.2631578947368421,3.3684210526315788,2.736842105263158,1.0,0.0,0.0,1.0,1.0,4.0,7.0,-3.0
Oak Park,6,6.166666666666667,3.0,37.0,6,9.0,9.0,54.0,34.0,3.0,33.0,21.0,6,-18.0,1.0,-17.0,6.166666666666667,9.0,0.5,5.666666666666667,3.5,5.5,-2.8333333333333335,0.5,3.5,-3.0,5.666666666666667,5.5,,,,,,,,
Oakdale Academy,0,,,0.0,0,,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
Ogemaw Heights,28,5.75,5.0,161.0,28,5.607142857142857,3.0,157.0,75.0,86.0,86.0,71.0,28,15.0,-11.0,4.0,5.75,5.607142857142857,3.0714285714285716,2.6785714285714284,2.5357142857142856,3.0714285714285716,0.14285714285714285,3.0714285714285716,2.5357142857142856,0.5357142857142857,2.6785714285714284,3.0714285714285716,1.0,1.0,1.0,1.0,2.0,9.0,9.0,0.0
Okemos,30,7.3,6.0,219.0,30,2.433333333333333,2.0,73.0,143.0,76.0,36.0,37.0,30,39.0,107.0,146.0,7.3,2.433333333333333,2.533333333333333,4.766666666666667,1.2333333333333334,1.2,4.866666666666666,2.533333333333333,1.2333333333333334,1.3,4.766666666666667,1.2,1.0,3.0,3.0,1.0,4.0,49.0,16.0,8.25
Olivet,41,8.707317073170731,8.0,357.0,41,1.8780487804878048,1.0,77.0,179.0,178.0,54.0,23.0,41,155.0,125.0,280.0,8.707317073170731,1.8780487804878048,4.341463414634147,4.365853658536586,0.5609756097560976,1.3170731707317074,6.829268292682927,4.341463414634147,0.5609756097560976,3.7804878048780486,4.365853658536586,1.3170731707317074,1.0,4.0,4.0,1.0,5.0,22.0,14.0,1.6
