teamName,playoff_games_played,playoff_runs_scored_mean,playoff_runs_scored_median,playoff_runs_scored_total,playoff_runs_allowed_count,playoff_runs_allowed_mean,playoff_runs_allowed_median,playoff_runs_allowed_total,playoff_L,playoff_W,playoff_win_pct,playoff_run_diff_total,playoff_run_diff_mean,regular_season_games_played,regular_season_runs_scored_mean,regular_season_runs_scored_median,regular_season_runs_scored_total,regular_season_runs_allowed_count,regular_season_runs_allowed_mean,regular_season_runs_allowed_median,regular_season_runs_allowed_total,regular_season_L,regular_season_T,regular_season_W,regular_season_win_pct,regular_season_run_diff_total,regular_season_run_diff_mean,home_games_played,home_runs_scored_mean,home_runs_scored_median,home_runs_scored_total,home_runs_allowed_count,home_runs_allowed_mean,home_runs_allowed_median,home_runs_allowed_total,home_L,home_T,home_W,home_win_pct,home_run_diff_total,home_run_diff_mean,away_games_played,away_runs_scored_mean,away_runs_scored_median,away_runs_scored_total,away_runs_allowed_count,away_runs_allowed_mean,away_runs_allowed_median,away_runs_allowed_total,away_L,away_T,away_W,away_win_pct,away_run_diff_total,away_run_diff_mean
Allen Park Inter-City Baptist,4,11.75,13.5,47.0,4,3.25,2.5,13.0,1.0,3.0,0.75,34.0,8.5,1.0,1.0,1.0,1.0,1.0,20.0,20.0,20.0,1.0,6.0,0.0,0.0,-19.0,-19.0,1.0,1.0,1.0,1.0,1.0,20.0,20.0,20.0,1.0,1.0,0.0,0.0,-19.0,-19.0,0.0,,,0.0,0.0,,,0.0,0.0,5.0,0.0,,0.0,
Allendale,1,2.0,2.0,2.0,1,12.0,12.0,12.0,1.0,0.0,0.0,-10.0,-10.0,6.0,5.166666666666667,4.0,31.0,6.0,8.5,7.0,51.0,4.0,1.0,2.0,0.3333333333333333,-20.0,-3.333333333333333,3.0,6.0,5.0,18.0,3.0,8.666666666666666,5.0,26.0,2.0,0.0,1.0,0.3333333333333333,-8.0,-2.666666666666666,3.0,4.333333333333333,3.0,13.0,3.0,8.333333333333334,8.0,25.0,2.0,1.0,1.0,0.3333333333333333,-12.0,-4.000000000000001
Alma,2,5.0,5.0,10.0,2,5.0,5.0,10.0,1.0,1.0,0.5,0.0,0.0,2.0,1.5,1.5,3.0,2.0,9.5,9.5,19.0,2.0,3.0,0.0,0.0,-16.0,-8.0,2.0,1.5,1.5,3.0,2.0,9.5,9.5,19.0,2.0,2.0,0.0,0.0,-16.0,-8.0,0.0,,,0.0,0.0,,,0.0,0.0,1.0,0.0,,0.0,
Almont,1,5.0,5.0,5.0,1,8.0,8.0,8.0,1.0,0.0,0.0,-3.0,-3.0,4.0,8.0,7.0,32.0,4.0,8.0,8.5,32.0,2.0,1.0,2.0,0.5,0.0,0.0,1.0,9.0,9.0,9.0,1.0,11.0,11.0,11.0,1.0,0.0,0.0,0.0,-2.0,-2.0,3.0,7.666666666666667,5.0,23.0,3.0,7.0,6.0,21.0,1.0,1.0,2.0,0.6666666666666666,2.0,0.666666666666667
Alpena,1,1.0,1.0,1.0,1,2.0,2.0,2.0,1.0,0.0,0.0,-1.0,-1.0,1.0,8.0,8.0,8.0,1.0,7.0,7.0,7.0,0.0,6.0,1.0,1.0,1.0,1.0,0.0,,,0.0,0.0,,,0.0,0.0,3.0,0.0,,0.0,,1.0,8.0,8.0,8.0,1.0,7.0,7.0,7.0,0.0,3.0,1.0,1.0,1.0,1.0
Ann Arbor Father Gabriel Richard,6,10.5,12.5,63.0,6,1.3333333333333333,0.5,8.0,1.0,5.0,0.8333333333333334,55.0,9.166666666666666,14.0,8.928571428571429,9.0,125.0,14.0,4.0,2.5,56.0,4.0,0.0,10.0,0.7142857142857143,69.0,4.928571428571429,14.0,8.928571428571429,9.0,125.0,14.0,4.0,2.5,56.0,4.0,0.0,10.0,0.7142857142857143,69.0,4.928571428571429,,,,,,,,,,,,,,
Ann Arbor Greenhills,1,4.0,4.0,4.0,1,13.0,13.0,13.0,1.0,0.0,0.0,-9.0,-9.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0,3.0,0.0,0.0,-2.0,-2.0,0.0,,,0.0,0.0,,,0.0,0.0,1.0,0.0,,0.0,,1.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,-2.0,-2.0
Ann Arbor Huron,1,8.0,8.0,8.0,1,11.0,11.0,11.0,1.0,0.0,0.0,-3.0,-3.0,4.0,4.25,2.0,17.0,4.0,10.0,10.0,40.0,3.0,1.0,1.0,0.25,-23.0,-5.75,2.0,7.5,7.5,15.0,2.0,12.5,12.5,25.0,1.0,0.0,1.0,0.5,-10.0,-5.0,2.0,1.0,1.0,2.0,2.0,7.5,7.5,15.0,2.0,1.0,0.0,0.0,-13.0,-6.5
Ann Arbor Pioneer,3,7.0,4.0,21.0,3,4.666666666666667,3.0,14.0,1.0,2.0,0.6666666666666666,7.0,2.333333333333333,4.0,4.0,4.0,16.0,4.0,8.0,7.5,32.0,2.0,3.0,2.0,0.5,-16.0,-4.0,2.0,5.5,5.5,11.0,2.0,3.0,3.0,6.0,0.0,1.0,2.0,1.0,5.0,2.5,2.0,2.5,2.5,5.0,2.0,13.0,13.0,26.0,2.0,2.0,0.0,0.0,-21.0,-10.5
Ann Arbor Skyline,1,7.0,7.0,7.0,1,8.0,8.0,8.0,1.0,0.0,0.0,-1.0,-1.0,2.0,1.5,1.5,3.0,2.0,4.0,4.0,8.0,2.0,2.0,0.0,0.0,-5.0,-2.5,2.0,1.5,1.5,3.0,2.0,4.0,4.0,8.0,2.0,1.0,0.0,0.0,-5.0,-2.5,0.0,,,0.0,0.0,,,0.0,0.0,1.0,0.0,,0.0,
Arenac Eastern,1,8.0,8.0,8.0,1,15.0,15.0,15.0,1.0,0.0,0.0,-7.0,-7.0,6.0,6.666666666666667,6.0,40.0,6.0,10.333333333333334,10.0,62.0,4.0,19.0,2.0,0.3333333333333333,-22.0,-3.666666666666667,6.0,6.666666666666667,6.0,40.0,6.0,10.333333333333334,10.0,62.0,4.0,19.0,2.0,0.3333333333333333,-22.0,-3.666666666666667,,,,,,,,,,,,,,
Armada,1,0.0,0.0,0.0,1,3.0,3.0,3.0,1.0,0.0,0.0,-3.0,-3.0,22.0,9.090909090909092,10.5,200.0,22.0,1.9545454545454546,2.0,43.0,2.0,8.0,20.0,0.9090909090909091,157.0,7.136363636363637,16.0,8.25,8.0,132.0,16.0,1.9375,2.0,31.0,2.0,3.0,14.0,0.875,101.0,6.3125,6.0,11.333333333333334,12.5,68.0,6.0,2.0,2.0,12.0,0.0,5.0,6.0,1.0,56.0,9.333333333333334
Ashley,1,0.0,0.0,0.0,1,10.0,10.0,10.0,1.0,0.0,0.0,-10.0,-10.0,2.0,1.0,1.0,2.0,2.0,13.5,13.5,27.0,2.0,0.0,0.0,0.0,-25.0,-12.5,,,,,,,,,,,,,,,2.0,1.0,1.0,2.0,2.0,13.5,13.5,27.0,2.0,0.0,0.0,0.0,-25.0,-12.5
Athens,1,3.0,3.0,3.0,1,8.0,8.0,8.0,1.0,0.0,0.0,-5.0,-5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlanta,1,3.0,3.0,3.0,1,4.0,4.0,4.0,1.0,0.0,0.0,-1.0,-1.0,3.0,3.0,1.0,9.0,3.0,8.333333333333334,9.0,25.0,3.0,2.0,0.0,0.0,-16.0,-5.333333333333334,0.0,,,0.0,0.0,,,0.0,0.0,1.0,0.0,,0.0,,3.0,3.0,1.0,9.0,3.0,8.333333333333334,9.0,25.0,3.0,1.0,0.0,0.0,-16.0,-5.333333333333334
AuGres-Sims,1,3.0,3.0,3.0,1,10.0,10.0,10.0,1.0,0.0,0.0,-7.0,-7.0,2.0,3.5,3.5,7.0,2.0,6.0,6.0,12.0,1.0,2.0,1.0,0.5,-5.0,-2.5,2.0,3.5,3.5,7.0,2.0,6.0,6.0,12.0,1.0,0.0,1.0,0.5,-5.0,-2.5,0.0,,,0.0,0.0,,,0.0,0.0,2.0,0.0,,0.0,
Auburn Hills Avondale,2,9.0,9.0,18.0,2,10.0,10.0,20.0,1.0,1.0,0.5,-2.0,-1.0,18.0,5.666666666666667,6.0,102.0,18.0,5.444444444444445,6.0,98.0,8.0,9.0,10.0,0.5555555555555556,4.0,0.22222222222222232,9.0,6.0,7.0,54.0,9.0,5.555555555555555,6.0,50.0,2.0,2.0,7.0,0.7777777777777778,4.0,0.44444444444444464,9.0,5.333333333333333,4.0,48.0,9.0,5.333333333333333,6.0,48.0,6.0,7.0,3.0,0.3333333333333333,0.0,0.0
Auburn Hills Oakland Christian,1,1.0,1.0,1.0,1,13.0,13.0,13.0,1.0,0.0,0.0,-12.0,-12.0,1.0,1.0,1.0,1.0,1.0,11.0,11.0,11.0,1.0,8.0,0.0,0.0,-10.0,-10.0,1.0,1.0,1.0,1.0,1.0,11.0,11.0,11.0,1.0,4.0,0.0,0.0,-10.0,-10.0,0.0,,,0.0,0.0,,,0.0,0.0,4.0,0.0,,0.0,
Bad Axe,1,4.0,4.0,4.0,1,6.0,6.0,6.0,1.0,0.0,0.0,-2.0,-2.0,4.0,5.75,6.5,23.0,4.0,5.75,6.0,23.0,2.0,4.0,1.0,0.25,0.0,0.0,2.0,6.5,6.5,13.0,2.0,3.5,3.5,7.0,0.0,3.0,1.0,0.5,6.0,3.0,2.0,5.0,5.0,10.0,2.0,8.0,8.0,16.0,2.0,1.0,0.0,0.0,-6.0,-3.0
Baldwin,1,0.0,0.0,0.0,1,15.0,15.0,15.0,1.0,0.0,0.0,-15.0,-15.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,6.0,0.0,0.0,-2.0,-1.0,0.0,,,0.0,0.0,,,0.0,0.0,2.0,0.0,,0.0,,2.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,4.0,0.0,0.0,-2.0,-1.0
Bangor,1,0.0,0.0,0.0,1,14.0,14.0,14.0,1.0,0.0,0.0,-14.0,-14.0,0.0,,,0.0,0.0,,,0.0,0.0,5.0,0.0,,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,5.0,0.0,,0.0,,,,,,,,,,,,,,,
Bath,2,9.5,9.5,19.0,2,6.0,6.0,12.0,1.0,1.0,0.5,7.0,3.5,6.0,5.833333333333333,4.5,35.0,6.0,1.1666666666666667,0.0,7.0,1.0,1.0,5.0,0.8333333333333334,28.0,4.666666666666666,1.0,3.0,3.0,3.0,1.0,6.0,6.0,6.0,1.0,0.0,0.0,0.0,-3.0,-3.0,5.0,6.4,5.0,32.0,5.0,0.2,0.0,1.0,0.0,1.0,5.0,1.0,31.0,6.2
Battle Creek Central,1,2.0,2.0,2.0,1,12.0,12.0,12.0,1.0,0.0,0.0,-10.0,-10.0,4.0,0.75,0.5,3.0,4.0,15.25,15.5,61.0,4.0,0.0,0.0,0.0,-58.0,-14.5,4.0,0.75,0.5,3.0,4.0,15.25,15.5,61.0,4.0,0.0,0.0,0.0,-58.0,-14.5,,,,,,,,,,,,,,
Battle Creek Harper Creek,2,5.0,5.0,10.0,2,5.5,5.5,11.0,1.0,1.0,0.5,-1.0,-0.5,2.0,4.0,4.0,8.0,2.0,12.0,12.0,24.0,2.0,0.0,0.0,0.0,-16.0,-8.0,1.0,8.0,8.0,8.0,1.0,13.0,13.0,13.0,1.0,0.0,0.0,0.0,-5.0,-5.0,1.0,0.0,0.0,0.0,1.0,11.0,11.0,11.0,1.0,0.0,0.0,0.0,-11.0,-11.0
Battle Creek Lakeview,2,5.5,5.5,11.0,2,4.0,4.0,8.0,1.0,1.0,0.5,3.0,1.5,5.0,3.6,3.0,18.0,5.0,8.4,9.0,42.0,4.0,1.0,1.0,0.2,-24.0,-4.800000000000001,2.0,6.0,6.0,12.0,2.0,5.5,5.5,11.0,1.0,1.0,1.0,0.5,1.0,0.5,3.0,2.0,3.0,6.0,3.0,10.333333333333334,10.0,31.0,3.0,0.0,0.0,0.0,-25.0,-8.333333333333334
Battle Creek Pennfield,1,3.0,3.0,3.0,1,6.0,6.0,6.0,1.0,0.0,0.0,-3.0,-3.0,3.0,3.3333333333333335,4.0,10.0,3.0,5.333333333333333,5.0,16.0,2.0,1.0,1.0,0.3333333333333333,-6.0,-1.9999999999999996,,,,,,,,,,,,,,,3.0,3.3333333333333335,4.0,10.0,3.0,5.333333333333333,5.0,16.0,2.0,1.0,1.0,0.3333333333333333,-6.0,-1.9999999999999996
Battle Creek St Philip,4,1.0,1.0,4.0,4,5.5,5.5,22.0,2.0,2.0,0.5,-18.0,-4.5,0.0,,,0.0,0.0,,,0.0,0.0,2.0,0.0,,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,,,0.0,0.0,2.0,0.0,,0.0,
Bay City All Saints,2,6.0,6.0,12.0,2,4.0,4.0,8.0,1.0,1.0,0.5,4.0,2.0,3.0,9.666666666666666,13.0,29.0,3.0,5.666666666666667,7.0,17.0,1.0,5.0,2.0,0.6666666666666666,12.0,3.999999999999999,0.0,,,0.0,0.0,,,0.0,0.0,3.0,0.0,,0.0,,3.0,9.666666666666666,13.0,29.0,3.0,5.666666666666667,7.0,17.0,1.0,2.0,2.0,0.6666666666666666,12.0,3.999999999999999
Bay City Central,2,4.5,4.5,9.0,2,7.5,7.5,15.0,1.0,1.0,0.5,-6.0,-3.0,2.0,3.0,3.0,6.0,2.0,11.0,11.0,22.0,2.0,2.0,0.0,0.0,-16.0,-8.0,,,,,,,,,,,,,,,2.0,3.0,3.0,6.0,2.0,11.0,11.0,22.0,2.0,2.0,0.0,0.0,-16.0,-8.0
Bay City John Glenn,3,9.333333333333334,7.0,28.0,3,7.0,8.0,21.0,1.0,2.0,0.6666666666666666,7.0,2.333333333333334,2.0,6.5,6.5,13.0,2.0,8.0,8.0,16.0,1.0,29.0,1.0,0.5,-3.0,-1.5,1.0,13.0,13.0,13.0,1.0,7.0,7.0,7.0,0.0,16.0,1.0,1.0,6.0,6.0,1.0,0.0,0.0,0.0,1.0,9.0,9.0,9.0,1.0,13.0,0.0,0.0,-9.0,-9.0
Bay City Western,2,6.5,6.5,13.0,2,6.5,6.5,13.0,1.0,1.0,0.5,0.0,0.0,2.0,5.5,5.5,11.0,2.0,8.0,8.0,16.0,1.0,7.0,0.0,0.0,-5.0,-2.5,0.0,,,0.0,0.0,,,0.0,0.0,1.0,0.0,,0.0,,2.0,5.5,5.5,11.0,2.0,8.0,8.0,16.0,1.0,6.0,0.0,0.0,-5.0,-2.5
Beal City,7,7.0,6.0,49.0,7,3.4285714285714284,4.0,24.0,1.0,6.0,0.8571428571428571,25.0,3.5714285714285716,12.0,8.083333333333334,6.0,97.0,12.0,3.5,2.5,42.0,2.0,2.0,10.0,0.8333333333333334,55.0,4.583333333333334,9.0,8.777777777777779,6.0,79.0,9.0,4.111111111111111,4.0,37.0,2.0,0.0,7.0,0.7777777777777778,42.0,4.666666666666668,3.0,6.0,5.0,18.0,3.0,1.6666666666666667,2.0,5.0,0.0,2.0,3.0,1.0,13.0,4.333333333333333
Beaverton,1,7.0,7.0,7.0,1,14.0,14.0,14.0,1.0,0.0,0.0,-7.0,-7.0,4.0,6.75,5.0,27.0,4.0,5.75,5.5,23.0,2.0,2.0,2.0,0.5,4.0,1.0,0.0,,,0.0,0.0,,,0.0,0.0,2.0,0.0,,0.0,,4.0,6.75,5.0,27.0,4.0,5.75,5.5,23.0,2.0,0.0,2.0,0.5,4.0,1.0
Belding,1,2.0,2.0,2.0,1,11.0,11.0,11.0,1.0,0.0,0.0,-9.0,-9.0,3.0,3.6666666666666665,4.0,11.0,3.0,10.666666666666666,10.0,32.0,3.0,1.0,0.0,0.0,-21.0,-7.0,2.0,3.5,3.5,7.0,2.0,12.0,12.0,24.0,2.0,0.0,0.0,0.0,-17.0,-8.5,1.0,4.0,4.0,4.0,1.0,8.0,8.0,8.0,1.0,1.0,0.0,0.0,-4.0,-4.0
Bellaire,4,8.5,8.5,34.0,4,4.0,4.0,16.0,2.0,2.0,0.5,18.0,4.5,0.0,,,0.0,0.0,,,0.0,0.0,2.0,0.0,,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,2.0,0.0,,0.0,,,,,,,,,,,,,,,
Belleville,1,3.0,3.0,3.0,1,18.0,18.0,18.0,1.0,0.0,0.0,-15.0,-15.0,0.0,,,0.0,0.0,,,0.0,0.0,1.0,0.0,,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,1.0,0.0,,0.0,,,,,,,,,,,,,,,
Bellevue,1,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.0,0.0,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benton Harbor,1,5.0,5.0,5.0,1,10.0,10.0,10.0,1.0,0.0,0.0,-5.0,-5.0,4.0,2.25,2.0,9.0,4.0,7.0,7.0,28.0,4.0,3.0,0.0,0.0,-19.0,-4.75,2.0,2.5,2.5,5.0,2.0,7.0,7.0,14.0,2.0,0.0,0.0,0.0,-9.0,-4.5,2.0,2.0,2.0,4.0,2.0,7.0,7.0,14.0,2.0,3.0,0.0,0.0,-10.0,-5.0
Benzie Central,4,7.75,6.0,31.0,4,5.5,5.0,22.0,1.0,3.0,0.75,9.0,2.25,2.0,1.0,1.0,2.0,2.0,1.5,1.5,3.0,1.0,3.0,1.0,0.5,-1.0,-0.5,2.0,1.0,1.0,2.0,2.0,1.5,1.5,3.0,1.0,1.0,1.0,0.5,-1.0,-0.5,0.0,,,0.0,0.0,,,0.0,0.0,2.0,0.0,,0.0,
Berkley,1,3.0,3.0,3.0,1,8.0,8.0,8.0,1.0,0.0,0.0,-5.0,-5.0,23.0,7.782608695652174,7.0,179.0,23.0,3.782608695652174,3.0,87.0,9.0,3.0,14.0,0.6086956521739131,92.0,4.0,16.0,6.75,6.0,108.0,16.0,3.6875,3.0,59.0,7.0,2.0,9.0,0.5625,49.0,3.0625,7.0,10.142857142857142,12.0,71.0,7.0,4.0,3.0,28.0,2.0,1.0,5.0,0.7142857142857143,43.0,6.142857142857142
Berrien Springs,3,6.333333333333333,6.0,19.0,3,3.0,3.0,9.0,1.0,2.0,0.6666666666666666,10.0,3.333333333333333,4.0,4.0,3.5,16.0,4.0,6.5,4.0,26.0,3.0,4.0,1.0,0.25,-10.0,-2.5,1.0,4.0,4.0,4.0,1.0,17.0,17.0,17.0,1.0,0.0,0.0,0.0,-13.0,-13.0,3.0,4.0,3.0,12.0,3.0,3.0,3.0,9.0,2.0,4.0,1.0,0.3333333333333333,3.0,1.0
Big Rapids,1,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.0,0.0,-1.0,-1.0,3.0,10.0,14.0,30.0,3.0,6.333333333333333,4.0,19.0,1.0,1.0,2.0,0.6666666666666666,11.0,3.666666666666667,1.0,14.0,14.0,14.0,1.0,4.0,4.0,4.0,0.0,1.0,1.0,1.0,10.0,10.0,2.0,8.0,8.0,16.0,2.0,7.5,7.5,15.0,1.0,0.0,1.0,0.5,1.0,0.5
Big Rapids Crossroads Academy,1,3.0,3.0,3.0,1,4.0,4.0,4.0,1.0,0.0,0.0,-1.0,-1.0,4.0,3.25,2.5,13.0,4.0,12.75,14.5,51.0,4.0,6.0,0.0,0.0,-38.0,-9.5,2.0,0.0,0.0,0.0,2.0,15.5,15.5,31.0,2.0,0.0,0.0,0.0,-31.0,-15.5,2.0,6.5,6.5,13.0,2.0,10.0,10.0,20.0,2.0,6.0,0.0,0.0,-7.0,-3.5
Birch Run,1,5.0,5.0,5.0,1,6.0,6.0,6.0,1.0,0.0,0.0,-1.0,-1.0,6.0,6.5,5.0,39.0,6.0,4.166666666666667,3.0,25.0,2.0,5.0,4.0,0.6666666666666666,14.0,2.333333333333333,6.0,6.5,5.0,39.0,6.0,4.166666666666667,3.0,25.0,2.0,4.0,4.0,0.6666666666666666,14.0,2.333333333333333,0.0,,,0.0,0.0,,,0.0,0.0,1.0,0.0,,0.0,
Birmingham Brother Rice,5,6.6,4.0,33.0,5,2.2,1.0,11.0,1.0,4.0,0.8,22.0,4.3999999999999995,23.0,7.086956521739131,7.0,163.0,23.0,4.521739130434782,5.0,104.0,4.0,5.0,18.0,0.782608695652174,59.0,2.5652173913043486,12.0,6.916666666666667,5.5,83.0,12.0,3.5,4.0,42.0,1.0,1.0,11.0,0.9166666666666666,41.0,3.416666666666667,11.0,7.2727272727272725,9.0,80.0,11.0,5.636363636363637,6.0,62.0,3.0,4.0,7.0,0.6363636363636364,18.0,1.6363636363636358
Birmingham Groves,2,5.5,5.5,11.0,2,4.5,4.5,9.0,1.0,1.0,0.5,2.0,1.0,24.0,8.333333333333334,8.0,200.0,24.0,3.625,2.5,87.0,4.0,4.0,20.0,0.8333333333333334,113.0,4.708333333333334,13.0,8.538461538461538,9.0,111.0,13.0,3.3846153846153846,1.0,44.0,3.0,2.0,10.0,0.7692307692307693,67.0,5.153846153846153,11.0,8.090909090909092,7.0,89.0,11.0,3.909090909090909,3.0,43.0,1.0,2.0,10.0,0.9090909090909091,46.0,4.1818181818181825
Birmingham Seaholm,1,0.0,0.0,0.0,1,15.0,15.0,15.0,1.0,0.0,0.0,-15.0,-15.0,25.0,5.92,5.0,148.0,25.0,4.52,3.0,113.0,9.0,3.0,16.0,0.64,35.0,1.4000000000000004,13.0,6.3076923076923075,6.0,82.0,13.0,4.923076923076923,4.0,64.0,5.0,0.0,8.0,0.6153846153846154,18.0,1.3846153846153841,12.0,5.5,5.0,66.0,12.0,4.083333333333333,3.0,49.0,4.0,3.0,8.0,0.6666666666666666,17.0,1.416666666666667
Blanchard Montabella,1,0.0,0.0,0.0,1,15.0,15.0,15.0,1.0,0.0,0.0,-15.0,-15.0,2.0,7.5,7.5,15.0,2.0,3.0,3.0,6.0,1.0,1.0,1.0,0.5,9.0,4.5,0.0,,,0.0,0.0,,,0.0,0.0,1.0,0.0,,0.0,,2.0,7.5,7.5,15.0,2.0,3.0,3.0,6.0,1.0,0.0,1.0,0.5,9.0,4.5
