,field,level,size_factor,foul_ft,fop_ft,foul_pct,h_lon,h_lat,home_plate,min_distance,max_distance,avg_distance,median_distance,match,school_id,id
289,University Liggett School,high_school,300,22388.0,83119.0,21.22,-82.90074989999999,42.4260393,"42.4260393,-82.90074989999999",300.0,376.0,338.0,338.0,Grosse Pointe Woods - University Liggett HS,1222.0,1222
290,USA - Unionville Seabawing HS,high_school,300,27687.0,84002.0,24.79,-83.46441950000001,43.6938966,"43.6938966,-83.46441950000001",301.0,354.0,326.0,326.0,Unionville Sebewaing HS,4225.0,4225
291,Vestaburg HS,high_school,300,31689.0,91931.0,25.63,-84.9133162,43.3964138,"43.3964138,-84.9133162",308.0,371.0,337.0,335.0,Vestaburg HS,7005.0,7005
292,Vicksburg HS,high_school,300,25796.0,82997.0,23.71,-85.5288627476956,42.11703539805211,"42.11703539805211,-85.5288627476956",285.0,346.0,323.0,326.0,Vicksburg HS,1610.0,1610
293,Watervliet HS,high_school,300,29977.0,90757.0,24.83,-86.24979620000001,42.1861372,"42.1861372,-86.24979620000001",315.0,360.0,344.0,348.0,Watervliet HS,5578.0,5578
294,Webberville HS,high_school,300,18507.0,69007.0,21.15,-84.1705566,42.6699925,"42.6699925,-84.1705566",283.0,320.0,303.0,306.0,Webberville Community HS,2088.0,2088
295,West Bloomfield HS,high_school,300,23399.0,95261.0,19.72,-83.3594581,42.5673665,"42.5673665,-83.3594581",316.0,379.0,360.0,373.0,West Bloomfield HS,5140.0,5140
296,Whitehall HS,high_school,300,28215.0,91519.0,23.56,-86.33278559999999,43.4045055,"43.4045055,-86.33278559999999",311.0,358.0,342.0,347.0,Whitehall HS,4340.0,4340
297,Whitmore Lake HS,high_school,300,34917.0,93542.0,27.18,-83.7708313,42.3876304,"42.3876304,-83.7708313",315.0,366.0,345.0,349.0,Whitmore Lake HS,3185.0,3185
298,Whittemore-Prescott HS,high_school,300,16955.0,82035.0,17.13,-83.8844484,44.2293306,"44.2293306,-83.8844484",291.0,363.0,329.0,331.0,Whittemore-Prescott HS,1478.0,1478
299,Williamston HS,high_school,300,31596.0,90369.0,25.91,-84.28086999999999,42.6987035,"42.6987035,-84.28086999999999",312.0,360.0,336.0,336.0,Williamston HS,7277.0,7277
300,Wyoming Godwin Heights HS,high_school,300,14891.0,73929.0,16.77,-85.67466090000001,42.89966,"42.89966,-85.67466090000001",266.0,348.0,313.0,316.0,Wyoming HS,1033.0,1033
301,Yale HS,high_school,300,22852.0,94859.0,19.41,-82.8082074,43.1235685,"43.1235685,-82.8082074",324.0,376.0,347.0,343.0,Yale HS,7186.0,7186
302,Ypsilanti - Lincoln HS,high_school,300,26768.0,92794.0,22.39,-83.6146339,42.1610319,"42.1610319,-83.6146339",312.0,361.0,342.0,345.0,Ypsilanti - Lincoln HS,6477.0,6477
303,Muskegon Community College ,college,3000,37613.0,102975.0,26.75,-86.1968985,43.2455766,"43.2455766,-86.1968985",320.0,393.0,365.0,373.0,,,Mu183
304,Adrian College,college,3000,14280.0,106000.0,11.87,-84.0697145,41.901861,"41.901861,-84.0697145",322.0,393.0,369.0,376.0,,,Ad147
305,Albion College ,college,3000,28228.0,108727.0,20.61,-84.7373745,42.241567,"42.241567,-84.7373745",332.0,412.0,375.0,376.0,,,Al105
306,Boyne City County Park Muni,muni,200,21397.0,92587.0,18.77,-84.9975093,45.2058653,"45.2058653,-84.9975093",313.0,359.0,342.0,346.0,,,Bo186
307,Calvin University ,college,3000,39207.0,107778.0,26.67,-85.5926546,42.9346782,"42.9346782,-85.5926546",325.0,406.0,372.0,380.0,,,Ca103
308,CMU ,college,3000,22847.0,108213.0,17.43,-84.77949580000001,43.5764696,"43.5764696,-84.77949580000001",330.0,399.0,367.0,369.0,,,CM140
309,Coldwater Borden Field - Muni,muni,200,46390.0,88202.0,34.47,-85.02038109999999,41.9516033,"41.9516033,-85.02038109999999",308.0,363.0,336.0,336.0,,,Co114
310,Coldwater Heritage Park - muni,muni,200,44481.0,89492.0,33.2,-85.02037970000001,41.9515984,"41.9515984,-85.02037970000001",310.0,365.0,335.0,324.0,,,Co126
311,Commerica Park - Tigers ,mlb,5000,28155.0,113641.0,19.86,-83.0489808,42.3394579,"42.3394579,-83.0489808",330.0,434.0,375.0,364.0,,,Co183
312,Coors Field - Largest Park in the  - mlb,mlb,5000,24746.0,116886.0,17.47,-104.9942091,39.7557176,"39.7557176,-104.9942091",346.0,422.0,375.0,358.0,,,Co132
313,Cornerstone Baseball Field ,college,3000,21212.0,103016.0,17.08,-85.5975511,42.9811225,"42.9811225,-85.5975511",324.0,400.0,360.0,376.0,,,Co103
314,Davenport University ,college,3000,30259.0,111118.0,21.4,-85.5160374,42.8425628,"42.8425628,-85.5160374",329.0,398.0,372.0,376.0,,,Da184
315,Dow Diamond (Midland) ,pro,3000,29101.0,106468.0,21.47,-84.2371778,43.609054,"43.609054,-84.2371778",327.0,407.0,378.0,394.0,,,Do187
316,Eaton Park - muni,muni,200,42496.0,93834.0,31.17,-86.46699889999999,42.0553171,"42.0553171,-86.46699889999999",324.0,360.0,347.0,350.0,,,Ea141
317,EMU ,college,3000,17041.0,109553.0,13.46,-83.64872339999999,42.2573876,"42.2573876,-83.64872339999999",335.0,395.0,363.0,362.0,,,EM177
318,Fenway Park - Smallest Park in the  - mlb,mlb,5000,17744.0,102745.0,14.73,-71.0977733,42.3462476,"42.3462476,-71.0977733",303.0,418.0,358.0,366.0,,,Fe126
319,Gainey Athletic Complex - Field 1 ,college,3000,36044.0,104042.0,25.73,-85.571371,42.930952,"42.930952,-85.571371",329.0,402.0,380.0,390.0,,,Ga182
320,Gainey Athletic Complex - Field 2 ,college,3000,36768.0,104571.0,26.01,-85.57064200000001,42.9301094,"42.9301094,-85.57064200000001",330.0,404.0,380.0,386.0,,,Ga185
321,Glen Lake Community School,muni,200,23438.0,92408.0,20.23,-85.91890239999999,44.8515684,"44.8515684,-85.91890239999999",331.0,400.0,355.0,334.0,,,Gl197
322,GVSU ,college,3000,35024.0,102527.0,25.46,-85.8933881,42.9654715,"42.9654715,-85.8933881",327.0,398.0,380.0,387.0,,,GV199
323,Hancock Driving Park - Houghton Muni - muni,muni,200,33411.0,90091.0,27.05,-88.6080128,47.135668,"47.135668,-88.6080128",310.0,362.0,337.0,342.0,,,Ha140
324,Hillsdale College ,college,3000,26300.0,98546.0,21.07,-84.6271213,41.932584,"41.932584,-84.6271213",325.0,392.0,361.0,363.0,,,Hi149
325,Historic Hamtramck Stadium - muni,muni,200,46503.0,123991.0,27.28,-83.0505764,42.390044,"42.390044,-83.0505764",336.0,498.0,419.0,428.0,,,Hi197
326,Historic Marsh Field Muskegon - Muni,muni,200,44995.0,93866.0,32.4,-86.2433912,43.2189761,"43.2189761,-86.2433912",324.0,385.0,359.0,373.0,,,Hi165
327,Homer Stryker Field - (Kalamazoo) ,pro,3000,28704.0,99712.0,22.35,-85.5621405,42.2904771,"42.2904771,-85.5621405",301.0,395.0,361.0,369.0,,,Ho185
328,Hope College,college,3000,30723.0,99674.0,23.56,-86.08836650000001,42.7870783,"42.7870783,-86.08836650000001",330.0,392.0,359.0,351.0,,,Ho172
329,Jackson Field (Lansing) ,pro,3000,22817.0,104906.0,17.86,-84.54564120000001,42.734657,"42.734657,-84.54564120000001",304.0,404.0,363.0,372.0,,,Ja101
330,Jimmy Johns Stadium (Utica) ,pro,3000,35340.0,95356.0,27.04,-83.0400041,42.6261647,"42.6261647,-83.0400041",310.0,387.0,350.0,356.0,,,Ji191
331,Kalamazoo College ,college,3000,30733.0,109772.0,21.87,-85.6092979,42.2877622,"42.2877622,-85.6092979",327.0,400.0,371.0,371.0,,,Ka157
332,Kircher Municipal Field - muni,muni,200,26238.0,91704.0,22.25,-84.50684440000001,42.7308477,"42.7308477,-84.50684440000001",324.0,365.0,341.0,340.0,,,Ki184
333,Klenk Park - (Alma College) ,college,3000,35379.0,109901.0,24.35,-84.6785813,43.3879303,"43.3879303,-84.6785813",329.0,399.0,370.0,375.0,,,Kl160
334,LMCU Ballpark (Grand Rapids) ,pro,3000,32999.0,111690.0,22.81,-85.659582,43.0402454,"43.0402454,-85.659582",318.0,405.0,382.0,390.0,,,LM187
335,MCCU Field - (Battle Creek) ,pro,3000,32230.0,103628.0,23.72,-85.1503842,42.3416038,"42.3416038,-85.1503842",326.0,376.0,364.0,371.0,,,MC126
336,Northwood University ,college,3000,32911.0,107994.0,23.36,-84.28019140000001,43.6331659,"43.6331659,-84.28019140000001",328.0,392.0,366.0,368.0,,,No179
337,Oakland University ,college,3000,40414.0,98650.0,29.06,-83.2113566,42.6733173,"42.6733173,-83.2113566",326.0,386.0,360.0,362.0,,,Oa192
338,Old College Field (MSU) ,college,3000,32442.0,105617.0,23.5,-84.4885965,42.7318544,"42.7318544,-84.4885965",298.0,408.0,367.0,370.0,,,Ol127
339,Olivet College ,college,3000,34948.0,96511.0,26.58,-84.9249635,42.4341848,"42.4341848,-84.9249635",324.0,379.0,353.0,352.0,,,Ol174
340,Onsted Community HS,muni,200,25174.0,88631.0,22.12,-84.19140640000001,41.99781,"41.99781,-84.19140640000001",299.0,370.0,342.0,344.0,,,On188
341,Robert L Nichols Field (Battle Creek) - muni,muni,200,32512.0,103142.0,23.97,-85.1526519,42.341502,"42.341502,-85.1526519",332.0,397.0,367.0,371.0,,,Ro134
342,Royal Oak Memorial Park - muni,muni,200,22949.0,104768.0,17.97,-83.18425784963506,42.51958099743424,"42.51958099743424,-83.18425784963506",336.0,388.0,367.0,368.0,,,Ro111
343,Sagniaw Valley State ,college,3000,39799.0,106271.0,27.25,-83.95339989999999,43.5122297,"43.5122297,-83.95339989999999",333.0,387.0,367.0,372.0,,,Sa119
344,Sanborn Park - Port Huron - muni,muni,200,18781.0,95218.0,16.47,-82.44334000000001,43.0117653,"43.0117653,-82.44334000000001",331.0,358.0,348.0,350.0,,,Sa179
345,The Corner Ballpark - Detroit - muni,muni,200,29226.0,108633.0,21.2,-83.0689605,42.3320323,"42.3320323,-83.0689605",319.0,435.0,376.0,369.0,,,Th106
346,Turtle Creek Stadium (Traverse City) ,pro,3000,29643.0,109822.0,21.25,-85.66068730000001,44.6817024,"44.6817024,-85.66068730000001",319.0,402.0,371.0,377.0,,,Tu194
347,U of M ,college,3000,19421.0,100851.0,16.15,-83.7420742,42.2678568,"42.2678568,-83.7420742",309.0,395.0,354.0,361.0,,,U 161
348,Wayne State Univ ,college,3000,25322.0,98360.0,20.47,-83.0772235,42.3564168,"42.3564168,-83.0772235",310.0,421.0,364.0,372.0,,,Wa190
349,Westside Park (Lansing) - muni,muni,200,37392.0,96629.0,27.9,-84.58129580000001,42.7423296,"42.7423296,-84.58129580000001",327.0,380.0,349.0,348.0,,,We119
350,Whaley Park - Flint - muni,muni,200,37414.0,112631.0,24.94,-83.6667195,43.0507408,"43.0507408,-83.6667195",334.0,405.0,386.0,399.0,,,Wh107
351,WMU ,college,3000,29814.0,104840.0,22.14,-85.6030368,42.2844309,"42.2844309,-85.6030368",303.0,388.0,366.0,373.0,,,WM103
352,Marquette Youth Field - youth,youth,100,7250.0,27693.0,20.75,-87.3980978,46.5670567,"46.5670567,-87.3980978",174.0,200.0,188.0,190.0,,,Ma126
353,Kingsford Youth Field - youth,youth,100,10530.0,31303.0,25.17,-88.09332360000001,45.79751409999999,"45.79751409999999,-88.09332360000001",198.0,201.0,199.0,199.0,,,Ki166
354,Dowagiac Youth - youth,youth,100,10823.0,32711.0,24.86,-86.1231779,41.9971806,"41.9971806,-86.1231779",199.0,208.0,204.0,203.0,,,Do176
355,Antrim County -Torch Lake - youth,youth,100,106926.0,21536.0,83.24,-85.2806507,44.8649571,"44.8649571,-85.2806507",144.0,307.0,220.0,220.0,,,An192
356,Bay City All Saints Youth Field,youth,100,12857.0,31471.0,29.0,-83.8975504,43.55632,"43.55632,-83.8975504",196.0,201.0,199.0,200.0,,,Ba116
357,Boyne City - Youth Field,youth,100,18057.0,83522.0,17.78,-85.00279860000001,45.2184825,"45.2184825,-85.00279860000001",306.0,346.0,326.0,326.0,,,Bo153
358,Decatur Youth Field,youth,100,10577.0,39318.0,21.2,-85.9858847,42.1126558,"42.1126558,-85.9858847",225.0,227.0,226.0,226.0,,,De140
359,Ed White Field - Petoskey - youth,youth,100,13487.0,43906.0,23.5,-84.9570203,45.3766043,"45.3766043,-84.9570203",227.0,243.0,236.0,237.0,,,Ed176
360,Gladstone_youth,youth,100,10048.0,36434.0,21.62,-87.0393735,45.8605932,"45.8605932,-87.0393735",201.0,224.0,219.0,222.0,,,Gl130
361,GR West Catholic Youth Field,youth,100,13311.0,34313.0,27.95,-85.7121231,42.9958129,"42.9958129,-85.7121231",209.0,212.0,211.0,211.0,,,GR130
362,Grand Ledge Bridge St (10u) - youth,youth,100,11531.0,37086.0,23.72,-84.74489749999999,42.7543876,"42.7543876,-84.74489749999999",173.0,267.0,212.0,202.0,,,Gr181
363,Grand Ledge Hayes (12u) - youth,youth,100,8452.0,43893.0,16.15,-84.7006386,42.7518189,"42.7518189,-84.7006386",220.0,246.0,238.0,241.0,,,Gr132
364,Grand Ledge JV - 14u - youth,youth,100,23247.0,70057.0,24.92,-84.7588678,42.7462458,"42.7462458,-84.7588678",283.0,306.0,297.0,300.0,,,Gr133
365,Hancock -1 youth,youth,100,15155.0,70482.0,17.7,-88.60862349999999,47.1367165,"47.1367165,-88.60862349999999",267.0,318.0,313.0,316.0,,,Ha102
366,Hancock -2 - youth,youth,100,8089.0,29306.0,21.63,-88.6094724,47.1371266,"47.1371266,-88.6094724",191.0,196.0,194.0,194.0,,,Ha143
367,Harbor Springs Youth 1,youth,100,6824.0,28913.0,19.1,-84.97434610000001,45.434841,"45.434841,-84.97434610000001",187.0,191.0,190.0,189.0,,,Ha106
368,Harbor Springs Youth 2,youth,100,9685.0,37084.0,20.71,-84.9733378,45.43516,"45.43516,-84.9733378",213.0,228.0,221.0,221.0,,,Ha123
369,Harper Woods HSLittle League 2 - youth,youth,100,8375.0,26945.0,23.71,-82.93644861967825,42.44318825568908,"42.44318825568908,-82.93644861967825",180.0,190.0,186.0,187.0,,,Ha118
370,Harper Woods Little League 1 - youth,youth,100,9428.0,27097.0,25.81,-82.93719692624518,42.44415185506708,"42.44415185506708,-82.93719692624518",178.0,190.0,185.0,185.0,,,Ha154
371,Lincoln High - Ypsi - Youth 1,youth,100,9877.0,31203.0,24.04,-83.6149003,42.1607613,"42.1607613,-83.6149003",198.0,200.0,199.0,199.0,,,Li189
372,Lincoln High - Ypsi - Youth 2,youth,100,9925.0,31324.0,24.06,-83.6143836,42.1607571,"42.1607571,-83.6143836",200.0,203.0,201.0,202.0,,,Li194
373,Mackinaw City - youth,youth,100,12425.0,35807.0,25.76,-84.7427316,45.7805696,"45.7805696,-84.7427316",187.0,231.0,210.0,202.0,,,Ma111
374,Mendon Youth 1,youth,100,7531.0,23324.0,24.41,-85.4456151,42.0114783,"42.0114783,-85.4456151",170.0,173.0,171.0,171.0,,,Me134
375,Mendon Youth 2,youth,100,8964.0,32827.0,21.45,-85.4460878,42.0112333,"42.0112333,-85.4460878",202.0,204.0,203.0,203.0,,,Me175
376,Moose Lodge Field (14u) - youth,youth,100,10342.0,48686.0,17.52,-84.59782970000001,42.6602298,"42.6602298,-84.59782970000001",226.0,265.0,251.0,254.0,,,Mo135
377,Newberry Little League - youth,youth,100,7225.0,31628.0,18.6,-85.50340370000001,46.33885070000001,"46.33885070000001,-85.50340370000001",197.0,201.0,199.0,199.0,,,Ne107
378,Noway Youth 1,youth,100,17330.0,64305.0,21.23,-87.9014622,45.7904849,"45.7904849,-87.9014622",282.0,289.0,284.0,283.0,,,No147
379,Noway Youth 2,youth,100,9687.0,32296.0,23.07,-87.9104722,45.7729944,"45.7729944,-87.9104722",199.0,213.0,204.0,204.0,,,No108
380,Noway Youth 3,youth,100,8356.0,32016.0,20.7,-87.9101182,45.7729103,"45.7729103,-87.9101182",200.0,203.0,202.0,202.0,,,No153
381,Pelson Youth 1,youth,100,9639.0,32049.0,23.12,-84.78832079999999,45.5499753,"45.5499753,-84.78832079999999",200.0,203.0,202.0,202.0,,,Pe134
382,Pelson Youth 2,youth,100,11165.0,60612.0,15.56,-84.789241,45.5497813,"45.5497813,-84.789241",274.0,285.0,280.0,280.0,,,Pe123
383,Potterville Youth Field - youth,youth,100,13551.0,48791.0,21.74,-84.74027649999999,42.6307569,"42.6307569,-84.74027649999999",224.0,275.0,250.0,251.0,,,Po168
384,Saginaw Swan Valley - Youth Field  - youth,youth,100,14396.0,56177.0,20.4,-84.08623729999999,43.4096575,"43.4096575,-84.08623729999999",253.0,282.0,268.0,268.0,,,Sa185
385,St Gerard (Lansing) youth,youth,100,12689.0,51029.0,19.91,-84.6106279,42.7466265,"42.7466265,-84.6106279",220.0,291.0,254.0,248.0,,,St107
386,St Gerard Field 2 youth,youth,100,14289.0,62521.0,18.6,-84.6117048,42.7462672,"42.7462672,-84.6117048",258.0,305.0,276.0,272.0,,,St165
387,Stockbridge 14u? - youth,youth,100,27895.0,83230.0,25.1,-84.18406400000001,42.4616327,"42.4616327,-84.18406400000001",292.0,353.0,330.0,334.0,,,St157
388,Three Rivers - youth,youth,100,37424.0,68632.0,35.29,-85.61362964597308,41.95017562301944,"41.95017562301944,-85.61362964597308",291.0,294.0,292.0,292.0,,,Th150
389,USA - unionville - Youth 1 - youth,youth,100,12533.0,35924.0,25.86,-83.4709366,43.650357,"43.650357,-83.4709366",211.0,215.0,213.0,213.0,,,US154
390,USA - Unionville Seabawing - Youth 2 - youth,youth,100,8033.0,40294.0,16.62,-83.47093599999999,43.650734,"43.650734,-83.47093599999999",222.0,229.0,225.0,224.0,,,US182
